"Mod name","Registry name","Entity class name","ID"
"Unknown","hybrid-aquatic:karcinogen","dev.hybridlabs.aquatic.entity.miniboss.KarcinogenEntity",341
"Unknown","hybrid-aquatic:karcinoma","dev.hybridlabs.aquatic.entity.miniboss.KarcinomaEntity",342
"Unknown","hybrid-aquatic:karkinos","dev.hybridlabs.aquatic.entity.miniboss.KarkinosEntity",340
"Unknown","hybrid-aquatic:lantern_shark","dev.hybridlabs.aquatic.entity.shark.LanternSharkEntity",364
"Unknown","hybrid-aquatic:lightfoot_crab","dev.hybridlabs.aquatic.entity.crustacean.LightfootCrabEntity",332
"Unknown","hybrid-aquatic:lionfish","dev.hybridlabs.aquatic.entity.fish.LionfishEntity",289
"Unknown","hybrid-aquatic:lions_mane_jellyfish","dev.hybridlabs.aquatic.entity.jellyfish.LionsManeJellyfishEntity",355
"Unknown","hybrid-aquatic:lobster","dev.hybridlabs.aquatic.entity.crustacean.LobsterEntity",334
"Unknown","hybrid-aquatic:mackerel","dev.hybridlabs.aquatic.entity.fish.MackerelEntity",293
"Unknown","hybrid-aquatic:mahi","dev.hybridlabs.aquatic.entity.fish.MahiEntity",290
"Unknown","hybrid-aquatic:manta_ray","dev.hybridlabs.aquatic.entity.fish.MantaRayEntity",272
"Unknown","hybrid-aquatic:mauve_stinger","dev.hybridlabs.aquatic.entity.jellyfish.MauveStingerEntity",356
"Unknown","hybrid-aquatic:moon_jellyfish","dev.hybridlabs.aquatic.entity.jellyfish.MoonJellyfishEntity",357
"Unknown","hybrid-aquatic:moray_eel","dev.hybridlabs.aquatic.entity.fish.MorayEelEntity",291
"Unknown","hybrid-aquatic:nautilus","dev.hybridlabs.aquatic.entity.cephalopod.NautilusEntity",323
"Unknown","hybrid-aquatic:needlefish","dev.hybridlabs.aquatic.entity.fish.NeedlefishEntity",292
"Unknown","hybrid-aquatic:nomura_jellyfish","dev.hybridlabs.aquatic.entity.jellyfish.NomuraJellyfishEntity",358
"Unknown","hybrid-aquatic:oarfish","dev.hybridlabs.aquatic.entity.fish.OarfishEntity",314
"Unknown","hybrid-aquatic:ocean_sunfish","dev.hybridlabs.aquatic.entity.fish.OceanSunfishEntity",306
"Unknown","hybrid-aquatic:octopus","dev.hybridlabs.aquatic.entity.cephalopod.OctopusEntity",320
"Unknown","hybrid-aquatic:opah","dev.hybridlabs.aquatic.entity.fish.OpahEntity",296
"Unknown","hybrid-aquatic:oscar","dev.hybridlabs.aquatic.entity.fish.OscarEntity",295
"Unknown","hybrid-aquatic:otter","dev.hybridlabs.aquatic.entity.mammal.OtterEntity",370
"Unknown","hybrid-aquatic:parrotfish","dev.hybridlabs.aquatic.entity.fish.ParrotfishEntity",273
"Unknown","hybrid-aquatic:pearlfish","dev.hybridlabs.aquatic.entity.fish.PearlfishEntity",270
"Unknown","hybrid-aquatic:piranha","dev.hybridlabs.aquatic.entity.fish.PiranhaEntity",297
"Unknown","hybrid-aquatic:pleco","dev.hybridlabs.aquatic.entity.fish.PlecoEntity",288
"Unknown","hybrid-aquatic:pupfish","dev.hybridlabs.aquatic.entity.fish.PupfishEntity",308
"Unknown","hybrid-aquatic:ratfish","dev.hybridlabs.aquatic.entity.fish.RatfishEntity",298
"Unknown","hybrid-aquatic:rockfish","dev.hybridlabs.aquatic.entity.fish.RockfishEntity",299
"Unknown","hybrid-aquatic:sea_angel","dev.hybridlabs.aquatic.entity.fish.SeaAngelEntity",302
"Unknown","hybrid-aquatic:sea_bass","dev.hybridlabs.aquatic.entity.fish.SeaBassEntity",300
"Unknown","hybrid-aquatic:sea_cucumber","dev.hybridlabs.aquatic.entity.critter.SeaCucumberEntity",344
"Unknown","hybrid-aquatic:sea_nettle","dev.hybridlabs.aquatic.entity.jellyfish.SeaNettleEntity",359
"Unknown","hybrid-aquatic:sea_slug","dev.hybridlabs.aquatic.entity.critter.SeaSlugEntity",343
"Unknown","hybrid-aquatic:sea_urchin","dev.hybridlabs.aquatic.entity.critter.SeaUrchinEntity",345
"Unknown","hybrid-aquatic:seadragon","dev.hybridlabs.aquatic.entity.fish.SeadragonEntity",304
"Unknown","hybrid-aquatic:seahorse","dev.hybridlabs.aquatic.entity.fish.SeahorseEntity",303
"Unknown","hybrid-aquatic:shiner","dev.hybridlabs.aquatic.entity.fish.ShinerEntity",286
"Unknown","hybrid-aquatic:shrimp","dev.hybridlabs.aquatic.entity.crustacean.ShrimpEntity",335
"Unknown","hybrid-aquatic:snailfish","dev.hybridlabs.aquatic.entity.fish.SnailfishEntity",266
"Unknown","hybrid-aquatic:spider_crab","dev.hybridlabs.aquatic.entity.crustacean.SpiderCrabEntity",337
"Unknown","hybrid-aquatic:squirrelfish","dev.hybridlabs.aquatic.entity.fish.SquirrelfishEntity",281
"Unknown","hybrid-aquatic:starfish","dev.hybridlabs.aquatic.entity.critter.StarfishEntity",346
"Unknown","hybrid-aquatic:stingray","dev.hybridlabs.aquatic.entity.fish.StingrayEntity",271
"Unknown","hybrid-aquatic:stonefish","dev.hybridlabs.aquatic.entity.fish.StonefishEntity",305
"Unknown","hybrid-aquatic:sunfish","dev.hybridlabs.aquatic.entity.fish.SunfishEntity",285
"Unknown","hybrid-aquatic:surgeonfish","dev.hybridlabs.aquatic.entity.fish.SurgeonfishEntity",275
"Unknown","hybrid-aquatic:tetra","dev.hybridlabs.aquatic.entity.fish.TetraEntity",307
"Unknown","hybrid-aquatic:thresher_shark","dev.hybridlabs.aquatic.entity.shark.ThresherSharkEntity",367
"Unknown","hybrid-aquatic:tiger_barb","dev.hybridlabs.aquatic.entity.fish.TigerBarbEntity",309
"Unknown","hybrid-aquatic:tiger_shark","dev.hybridlabs.aquatic.entity.shark.TigerSharkEntity",368
"Unknown","hybrid-aquatic:triggerfish","dev.hybridlabs.aquatic.entity.fish.TriggerfishEntity",311
"Unknown","hybrid-aquatic:trout","dev.hybridlabs.aquatic.entity.fish.TroutEntity",284
"Unknown","hybrid-aquatic:tuna","dev.hybridlabs.aquatic.entity.fish.TunaEntity",312
"Unknown","hybrid-aquatic:umbrella_octopus","dev.hybridlabs.aquatic.entity.cephalopod.UmbrellaOctopusEntity",322
"Unknown","hybrid-aquatic:vampire_crab","dev.hybridlabs.aquatic.entity.crustacean.VampireCrabEntity",336
"Unknown","hybrid-aquatic:vampire_squid","dev.hybridlabs.aquatic.entity.cephalopod.VampireSquidEntity",321
"Unknown","hybrid-aquatic:whale_shark","dev.hybridlabs.aquatic.entity.shark.WhaleSharkEntity",369
"Unknown","hybrid-aquatic:wrasse","dev.hybridlabs.aquatic.entity.fish.WrasseEntity",274
"Unknown","hybrid-aquatic:yeti_crab","dev.hybridlabs.aquatic.entity.crustacean.YetiCrabEntity",338
"Unknown","hybrid-birds:chick","dev.hybridlabs.birds.entity.bird.ChickEntity",372
"Unknown","hybrid-birds:cygnet","dev.hybridlabs.birds.entity.bird.CygnetEntity",375
"Unknown","hybrid-birds:duck","dev.hybridlabs.birds.entity.bird.DuckEntity",382
"Unknown","hybrid-birds:duckling","dev.hybridlabs.birds.entity.bird.DucklingEntity",373
"Unknown","hybrid-birds:goose","dev.hybridlabs.birds.entity.bird.GooseEntity",383
"Unknown","hybrid-birds:gosling","dev.hybridlabs.birds.entity.bird.GoslingEntity",374
"Unknown","hybrid-birds:guinea_fowl","dev.hybridlabs.birds.entity.bird.GuineaFowlEntity",381
"Unknown","hybrid-birds:keet","dev.hybridlabs.birds.entity.bird.KeetEntity",378
"Unknown","hybrid-birds:peachick","dev.hybridlabs.birds.entity.bird.PeachickEntity",377
"Unknown","hybrid-birds:peacock","dev.hybridlabs.birds.entity.bird.PeacockEntity",380
"Unknown","hybrid-birds:poult","dev.hybridlabs.birds.entity.bird.PoultEntity",376
"Unknown","hybrid-birds:rooster","dev.hybridlabs.birds.entity.bird.RoosterEntity",371
"Unknown","hybrid-birds:swan","dev.hybridlabs.birds.entity.bird.SwanEntity",384
"Unknown","hybrid-birds:turkey","dev.hybridlabs.birds.entity.bird.TurkeyEntity",379
"Unknown","immersive_aircraft:airship","immersive_aircraft.entity.AirshipEntity",387
"Unknown","immersive_aircraft:bamboo_hopper","immersive_aircraft.entity.BambooHopperEntity",391
"Unknown","immersive_aircraft:biplane","immersive_aircraft.entity.BiplaneEntity",386
"Unknown","immersive_aircraft:bullet","immersive_aircraft.entity.bullet.BulletEntity",392
"Unknown","immersive_aircraft:cargo_airship","immersive_aircraft.entity.CargoAirshipEntity",388
"Unknown","immersive_aircraft:gyrodyne","immersive_aircraft.entity.GyrodyneEntity",385
"Unknown","immersive_aircraft:quadrocopter","immersive_aircraft.entity.QuadrocopterEntity",390
"Unknown","immersive_aircraft:tiny_tnt","immersive_aircraft.entity.bullet.TinyTNT",393
"Unknown","immersive_aircraft:warship","immersive_aircraft.entity.WarshipEntity",389
"Unknown","lilis_lucky_lures:dynamite","net.satisfy.lilis_lucky_lures.core.entity.DynamiteEntity",394
"Unknown","lilis_lucky_lures:floating_books","net.satisfy.lilis_lucky_lures.core.entity.FloatingBooksEntity",397
"Unknown","lilis_lucky_lures:floating_debris","net.satisfy.lilis_lucky_lures.core.entity.FloatingDebrisEntity",396
"Unknown","lilis_lucky_lures:ocean_fish_pool","net.satisfy.lilis_lucky_lures.core.entity.OceanFishPoolEntity",399
"Unknown","lilis_lucky_lures:river_fish_pool","net.satisfy.lilis_lucky_lures.core.entity.RiverFishPoolEntity",398
"Unknown","lilis_lucky_lures:thrown_spear","net.satisfy.lilis_lucky_lures.core.entity.projectile.ThrownSpearEntity",395
"Unknown","lootr:lootr_minecart","net.zestyblaze.lootr.entity.LootrChestMinecartEntity",400
"Unknown","meadow:chair","net.satisfy.meadow.core.entity.ChairEntity",407
"Unknown","meadow:pine_boat","net.satisfy.meadow.core.entity.PineBoatEntity",403
"Unknown","meadow:pine_chest_boat","net.satisfy.meadow.core.entity.PineChestBoatEntity",404
"Unknown","meadow:water_buffalo","net.satisfy.meadow.core.entity.WaterBuffaloEntity",405
"Unknown","meadow:wooly_cow","net.satisfy.meadow.core.entity.WoolyCowEntity",406
"Unknown","meadow:wooly_sheep","net.satisfy.meadow.core.entity.WoolySheepEntity",408
"Unknown","naturalist:alligator","com.starfish_studios.naturalist.common.entity.Alligator",409
"Unknown","naturalist:bass","com.starfish_studios.naturalist.common.entity.Bass",410
"Unknown","naturalist:bear","com.starfish_studios.naturalist.common.entity.Bear",411
"Unknown","naturalist:bluejay","com.starfish_studios.naturalist.common.entity.Bird",412
"Unknown","naturalist:boar","com.starfish_studios.naturalist.common.entity.Boar",413
"Unknown","naturalist:butterfly","com.starfish_studios.naturalist.common.entity.Butterfly",414
"Unknown","naturalist:canary","com.starfish_studios.naturalist.common.entity.Bird",415
"Unknown","naturalist:cardinal","com.starfish_studios.naturalist.common.entity.Bird",416
"Unknown","naturalist:caterpillar","com.starfish_studios.naturalist.common.entity.Caterpillar",417
"Unknown","naturalist:catfish","com.starfish_studios.naturalist.common.entity.Catfish",418
"Unknown","naturalist:coral_snake","com.starfish_studios.naturalist.common.entity.Snake",419
"Unknown","naturalist:deer","com.starfish_studios.naturalist.common.entity.Deer",420
"Unknown","naturalist:dragonfly","com.starfish_studios.naturalist.common.entity.Dragonfly",421
"Unknown","naturalist:duck","com.starfish_studios.naturalist.common.entity.Duck",422
"Unknown","naturalist:duck_egg","com.starfish_studios.naturalist.common.entity.core.projectile.ThrownDuckEgg",423
"Unknown","naturalist:elephant","com.starfish_studios.naturalist.common.entity.Elephant",424
"Unknown","naturalist:finch","com.starfish_studios.naturalist.common.entity.Bird",426
"Unknown","naturalist:firefly","com.starfish_studios.naturalist.common.entity.Firefly",425
"Unknown","naturalist:giraffe","com.starfish_studios.naturalist.common.entity.Giraffe",427
"Unknown","naturalist:hippo","com.starfish_studios.naturalist.common.entity.Hippo",428
"Unknown","naturalist:lion","com.starfish_studios.naturalist.common.entity.Lion",429
"Unknown","naturalist:lizard","com.starfish_studios.naturalist.common.entity.Lizard",430
"Unknown","naturalist:lizard_tail","com.starfish_studios.naturalist.common.entity.LizardTail",431
"Unknown","naturalist:moose","?",432
"Unknown","naturalist:rattlesnake","com.starfish_studios.naturalist.common.entity.Snake",433
"Unknown","naturalist:rhino","com.starfish_studios.naturalist.common.entity.Rhino",434
"Unknown","naturalist:robin","com.starfish_studios.naturalist.common.entity.Bird",435
"Unknown","naturalist:snail","com.starfish_studios.naturalist.common.entity.Snail",436
"Unknown","naturalist:snake","com.starfish_studios.naturalist.common.entity.Snake",437
"Unknown","naturalist:sparrow","com.starfish_studios.naturalist.common.entity.Bird",438
"Unknown","naturalist:tortoise","com.starfish_studios.naturalist.common.entity.Tortoise",439
"Unknown","naturalist:vulture","com.starfish_studios.naturalist.common.entity.Vulture",440
"Unknown","naturalist:zebra","com.starfish_studios.naturalist.common.entity.Zebra",441
"Unknown","niftycarts:animal_cart","net.jmb19905.niftycarts.entity.AnimalCartEntity",444
"Unknown","niftycarts:hand_cart","net.jmb19905.niftycarts.entity.HandCartEntity",443
"Unknown","niftycarts:plow","net.jmb19905.niftycarts.entity.PlowEntity",445
"Unknown","niftycarts:postilion","net.jmb19905.niftycarts.entity.PostilionEntity",449
"Unknown","niftycarts:reaper","net.jmb19905.niftycarts.entity.ReaperCartEntity",447
"Unknown","niftycarts:seed_drill","net.jmb19905.niftycarts.entity.SeedDrillEntity",446
"Unknown","niftycarts:supply_cart","net.jmb19905.niftycarts.entity.SupplyCartEntity",442
"Unknown","niftycarts:wagon","net.jmb19905.niftycarts.entity.WagonEntity",448
"Unknown","powah:charged_snowball","owmii.powah.entity.ChargedSnowballEntity",450
"Unknown","ppekkungz:krathong_entity","net.ppekkungz.krathong.registry.entity.KrathongEntity",401
"Unknown","ppekkungz:sky_lantern_entity","net.ppekkungz.krathong.registry.entity.SkyLanternEntity",402
"Unknown","ribbits:ribbit","com.yungnickyoung.minecraft.ribbits.entity.RibbitEntity",451
"Unknown","shetiphiancore:gui_item","shetiphian.core.client.gui.EntityGuiItem",452
"Unknown","shield_overhaul:shield_bash_entity","elocin.shield_overhaul.registry.entity.ShieldBashEntity",453
"Unknown","simplyswords:battlestandard","net.sweenus.simplyswords.entity.BattleStandardEntity",454
"Unknown","simplyswords:battlestandarddark","net.sweenus.simplyswords.entity.BattleStandardDarkEntity",455
"Unknown","simplyswords:simplybeeentity","net.sweenus.simplyswords.entity.SimplySwordsBeeEntity",456
"Unknown","smallships:brigg","com.talhanation.smallships.world.entity.ship.BriggEntity",459
"Unknown","smallships:cannon_ball","com.talhanation.smallships.world.entity.projectile.CannonBallEntity",457
"Unknown","smallships:cog","com.talhanation.smallships.world.entity.ship.CogEntity",458
"Unknown","smallships:drakkar","com.talhanation.smallships.world.entity.ship.DrakkarEntity",461
"Unknown","smallships:galley","com.talhanation.smallships.world.entity.ship.GalleyEntity",460
"Unknown","sophisticatedbackpacks:everlasting_backpack_item","net.p3pp3rf1y.sophisticatedbackpacks.upgrades.everlasting.EverlastingBackpackItemEntity",462
"Unknown","spell_engine:spell_area_effect","net.spell_engine.entity.SpellCloud",464
"Unknown","spell_engine:spell_projectile","net.spell_engine.entity.SpellProjectile",463
"Unknown","supplementaries:bomb","net.mehvahdjukaar.supplementaries.common.entities.BombEntity",510
"Unknown","supplementaries:brick_projectile","net.mehvahdjukaar.supplementaries.common.entities.ThrowableBrickEntity",508
"Unknown","supplementaries:cannonball","net.mehvahdjukaar.supplementaries.common.entities.CannonBallEntity",511
"Unknown","supplementaries:dispenser_minecart","net.mehvahdjukaar.supplementaries.common.entities.dispenser_minecart.DispenserMinecartEntity",502
"Unknown","supplementaries:falling_ash","net.mehvahdjukaar.supplementaries.common.entities.FallingAshEntity",506
"Unknown","supplementaries:falling_sack","net.mehvahdjukaar.moonlight.api.entity.ImprovedFallingBlockEntity",507
"Unknown","supplementaries:falling_urn","net.mehvahdjukaar.supplementaries.common.entities.FallingUrnEntity",505
"Unknown","supplementaries:hat_stand","net.mehvahdjukaar.supplementaries.common.entities.HatStandEntity",503
"Unknown","supplementaries:pearl_marker","net.mehvahdjukaar.supplementaries.common.entities.PearlMarker",501
"Unknown","supplementaries:red_merchant","net.mehvahdjukaar.supplementaries.common.entities.RedMerchantEntity",504
"Unknown","supplementaries:rope_arrow","net.mehvahdjukaar.supplementaries.common.entities.RopeArrowEntity",512
"Unknown","supplementaries:slimeball_projectile","net.mehvahdjukaar.supplementaries.common.entities.SlimeBallEntity",509
"Unknown","supplementaries:slingshot_projectile","net.mehvahdjukaar.supplementaries.common.entities.SlingshotProjectileEntity",513
"Unknown","terraform:boat","com.terraformersmc.terraform.boat.impl.entity.TerraformBoatEntity",465
"Unknown","terraform:chest_boat","com.terraformersmc.terraform.boat.impl.entity.TerraformChestBoatEntity",466
"Unknown","tinyskeletons:baby_skeleton","fuzs.tinyskeletons.world.entity.monster.BabySkeleton",467
"Unknown","tinyskeletons:baby_stray","fuzs.tinyskeletons.world.entity.monster.BabyStray",469
"Unknown","tinyskeletons:baby_wither_skeleton","fuzs.tinyskeletons.world.entity.monster.BabyWitherSkeleton",468
"Unknown","universal_graves:xp","eu.pb4.graves.registry.SafeXPEntity",470
"Unknown","untitledduckmod:duck","net.untitledduckmod.common.entity.DuckEntity",471
"Unknown","untitledduckmod:duck_egg","net.untitledduckmod.common.entity.WaterfowlEggEntity",472
"Unknown","untitledduckmod:goose","net.untitledduckmod.common.entity.GooseEntity",473
"Unknown","untitledduckmod:goose_egg","net.untitledduckmod.common.entity.WaterfowlEggEntity",474
"Unknown","vinery:chair","net.satisfy.vinery.core.entity.ChairEntity",479
"Unknown","vinery:dark_cherry_boat","net.satisfy.vinery.core.entity.DarkCherryBoatEntity",475
"Unknown","vinery:dark_cherry_chest_boat","net.satisfy.vinery.core.entity.DarkCherryChestBoatEntity",476
"Unknown","vinery:mule","net.satisfy.vinery.core.entity.TraderMuleEntity",477
"Unknown","vinery:wandering_winemaker","net.satisfy.vinery.core.entity.WanderingWinemakerEntity",478
"Unknown","wildernature:bison","net.satisfy.wildernature.entity.BisonEntity",480
"Unknown","wildernature:boar","net.satisfy.wildernature.entity.BoarEntity",481
"Unknown","wildernature:bullet","net.satisfy.wildernature.entity.BulletEntity",495
"Unknown","wildernature:cassowary","net.satisfy.wildernature.entity.CassowaryEntity",482
"Unknown","wildernature:deer","net.satisfy.wildernature.entity.DeerEntity",483
"Unknown","wildernature:dog","net.satisfy.wildernature.entity.DogEntity",484
"Unknown","wildernature:flamingo","net.satisfy.wildernature.entity.FlamingoEntity",485
"Unknown","wildernature:hedgehog","net.satisfy.wildernature.entity.HedgehogEntity",486
"Unknown","wildernature:minisheep","net.satisfy.wildernature.entity.MiniSheepEntity",487
"Unknown","wildernature:owl","net.satisfy.wildernature.entity.OwlEntity",488
"Unknown","wildernature:pelican","net.satisfy.wildernature.entity.PelicanEntity",489
"Unknown","wildernature:penguin","net.satisfy.wildernature.entity.PenguinEntity",490
"Unknown","wildernature:raccoon","net.satisfy.wildernature.entity.RaccoonEntity",491
"Unknown","wildernature:red_wolf","net.satisfy.wildernature.entity.RedWolfEntity",492
"Unknown","wildernature:squirrel","net.satisfy.wildernature.entity.SquirrelEntity",493
"Unknown","wildernature:turkey","net.satisfy.wildernature.entity.TurkeyEntity",494
