"Mod name","Registry name","Item ID","Display name","Recipe name","Tags"
"Unknown","blockus:purple_patterned_carpet",4129,"Purple Patterned Carpet","blockus:purple_patterned_carpet_from_purple_carpet","blockus:patterned_carpets, minecraft:wool_carpets, minecraft:dampens_vibrations"
"Unknown","blockus:purple_patterned_wool",4126,"Purple Patterned Wool","blockus:purple_patterned_wool","minecraft:wool, minecraft:dampens_vibrations, blockus:patterned_wool, blockus:all_patterned_wools"
"Unknown","blockus:purple_patterned_wool_slab",4127,"Purple Patterned Wool Slab","blockus:purple_patterned_wool_slab","minecraft:dampens_vibrations, blockus:all_patterned_wools"
"Unknown","blockus:purple_patterned_wool_slab",4127,"Purple Patterned Wool Slab","extshape_blockus:purple_patterned_wool_slab_from_vertical_slab","minecraft:dampens_vibrations, blockus:all_patterned_wools"
"Unknown","blockus:purple_patterned_wool_stairs",4128,"Purple Patterned Wool Stairs","blockus:purple_patterned_wool_stairs","minecraft:dampens_vibrations, blockus:all_patterned_wools"
"Unknown","blockus:purple_patterned_wool_stairs",4128,"Purple Patterned Wool Stairs","extshape_blockus:purple_patterned_wool_stairs_from_vertical_stairs","minecraft:dampens_vibrations, blockus:all_patterned_wools"
"Unknown","blockus:purple_redstone_lamp",3877,"Purple Redstone Lamp","blockus:purple_redstone_lamp",""
"Unknown","blockus:purple_redstone_lamp_lit",3893,"Lit Purple Redstone Lamp","blockus:purple_redstone_lamp_alt",""
"Unknown","blockus:purple_redstone_lamp_lit",3893,"Lit Purple Redstone Lamp","blockus:purple_redstone_lamp_lit",""
"Unknown","blockus:purple_shingles",4026,"Purple Shingles","blockus:purple_shingles",""
"Unknown","blockus:purple_shingles",4026,"Purple Shingles","blockus:purple_shingles_from_purple_terracotta_stonecutting",""
"Unknown","blockus:purple_shingles",4026,"Purple Shingles","blockus:purple_shingles_stairs_from_shingles",""
"Unknown","blockus:purple_shingles_slab",4027,"Purple Shingles Slab","blockus:purple_shingles_slab","minecraft:slabs"
"Unknown","blockus:purple_shingles_slab",4027,"Purple Shingles Slab","blockus:purple_shingles_slab_from_purple_shingles_stonecutting","minecraft:slabs"
"Unknown","blockus:purple_shingles_slab",4027,"Purple Shingles Slab","blockus:purple_shingles_slab_from_purple_terracotta_stonecutting","minecraft:slabs"
"Unknown","blockus:purple_shingles_slab",4027,"Purple Shingles Slab","blockus:purple_shingles_slab_from_shingles_slab","minecraft:slabs"
"Unknown","blockus:purple_shingles_slab",4027,"Purple Shingles Slab","extshape_blockus:purple_shingles_slab_from_vertical_slab","minecraft:slabs"
"Unknown","blockus:purple_shingles_stairs",4028,"Purple Shingles Stairs","blockus:purple_shingles_stairs","minecraft:stairs"
"Unknown","blockus:purple_shingles_stairs",4028,"Purple Shingles Stairs","blockus:purple_shingles_stairs_from_purple_shingles_stonecutting","minecraft:stairs"
"Unknown","blockus:purple_shingles_stairs",4028,"Purple Shingles Stairs","blockus:purple_shingles_stairs_from_purple_terracotta_stonecutting","minecraft:stairs"
"Unknown","blockus:purple_shingles_stairs",4028,"Purple Shingles Stairs","blockus:purple_shingles_stairs_from_shingles_stairs","minecraft:stairs"
"Unknown","blockus:purple_shingles_stairs",4028,"Purple Shingles Stairs","extshape_blockus:purple_shingles_stairs_from_vertical_stairs","minecraft:stairs"
"Unknown","blockus:purple_stone_brick_slab",3760,"Purple Stone Brick Slab","blockus:purple_stone_brick_slab","minecraft:slabs"
"Unknown","blockus:purple_stone_brick_slab",3760,"Purple Stone Brick Slab","blockus:purple_stone_brick_slab_from_purple_stone_bricks_stonecutting","minecraft:slabs"
"Unknown","blockus:purple_stone_brick_slab",3760,"Purple Stone Brick Slab","blockus:purple_stone_brick_slab_from_stone_brick_slab","minecraft:slabs"
"Unknown","blockus:purple_stone_brick_slab",3760,"Purple Stone Brick Slab","extshape_blockus:purple_stone_brick_slab_from_vertical_slab","minecraft:slabs"
"Unknown","blockus:purple_stone_brick_stairs",3761,"Purple Stone Brick Stairs","blockus:purple_stone_brick_stairs","minecraft:stairs"
"Unknown","blockus:purple_stone_brick_stairs",3761,"Purple Stone Brick Stairs","blockus:purple_stone_brick_stairs_from_purple_stone_bricks_stonecutting","minecraft:stairs"
"Unknown","blockus:purple_stone_brick_stairs",3761,"Purple Stone Brick Stairs","blockus:purple_stone_brick_stairs_from_stone_brick_stairs","minecraft:stairs"
"Unknown","blockus:purple_stone_brick_stairs",3761,"Purple Stone Brick Stairs","extshape_blockus:purple_stone_brick_stairs_from_vertical_stairs","minecraft:stairs"
"Unknown","blockus:purple_stone_brick_wall",3762,"Purple Stone Brick Wall","blockus:purple_stone_brick_wall","minecraft:walls"
"Unknown","blockus:purple_stone_brick_wall",3762,"Purple Stone Brick Wall","blockus:purple_stone_brick_wall_from_purple_stone_bricks_stonecutting","minecraft:walls"
"Unknown","blockus:purple_stone_brick_wall",3762,"Purple Stone Brick Wall","blockus:purple_stone_brick_wall_from_stone_brick_wall","minecraft:walls"
"Unknown","blockus:purple_stone_bricks",3759,"Purple Stone Bricks","blockus:purple_stone_bricks","blockus:stained_stone_bricks"
"Unknown","blockus:purpur_brick_slab",3294,"Purpur Brick Slab","blockus:purpur_brick_slab","minecraft:slabs"
"Unknown","blockus:purpur_brick_slab",3294,"Purpur Brick Slab","blockus:purpur_brick_slab_from_polished_purpur_stonecutting","minecraft:slabs"
"Unknown","blockus:purpur_brick_slab",3294,"Purpur Brick Slab","blockus:purpur_brick_slab_from_purpur_block_stonecutting","minecraft:slabs"
"Unknown","blockus:purpur_brick_slab",3294,"Purpur Brick Slab","blockus:purpur_brick_slab_from_purpur_bricks_stonecutting","minecraft:slabs"
"Unknown","blockus:purpur_brick_slab",3294,"Purpur Brick Slab","extshape_blockus:purpur_brick_slab_from_vertical_slab","minecraft:slabs"
"Unknown","blockus:purpur_brick_stairs",3295,"Purpur Brick Stairs","blockus:purpur_brick_stairs","minecraft:stairs"
"Unknown","blockus:purpur_brick_stairs",3295,"Purpur Brick Stairs","blockus:purpur_brick_stairs_from_polished_purpur_stonecutting","minecraft:stairs"
"Unknown","blockus:purpur_brick_stairs",3295,"Purpur Brick Stairs","blockus:purpur_brick_stairs_from_purpur_block_stonecutting","minecraft:stairs"
"Unknown","blockus:purpur_brick_stairs",3295,"Purpur Brick Stairs","blockus:purpur_brick_stairs_from_purpur_bricks_stonecutting","minecraft:stairs"
"Unknown","blockus:purpur_brick_stairs",3295,"Purpur Brick Stairs","extshape_blockus:purpur_brick_stairs_from_vertical_stairs","minecraft:stairs"
"Unknown","blockus:purpur_brick_wall",3296,"Purpur Brick Wall","blockus:purpur_brick_wall","minecraft:walls"
"Unknown","blockus:purpur_brick_wall",3296,"Purpur Brick Wall","blockus:purpur_brick_wall_from_polished_purpur_stonecutting","minecraft:walls"
"Unknown","blockus:purpur_brick_wall",3296,"Purpur Brick Wall","blockus:purpur_brick_wall_from_purpur_block_stonecutting","minecraft:walls"
"Unknown","blockus:purpur_brick_wall",3296,"Purpur Brick Wall","blockus:purpur_brick_wall_from_purpur_bricks_stonecutting","minecraft:walls"
"Unknown","blockus:purpur_bricks",3293,"Purpur Bricks","blockus:purpur_bricks_from_polished_purpur_stonecutting",""
"Unknown","blockus:purpur_bricks",3293,"Purpur Bricks","blockus:purpur_bricks_from_purpur_block_stonecutting",""
"Unknown","blockus:purpur_decorated_end_stone",3336,"Purpur-Decorated End Stone","blockus:purpur_decorated_end_stone",""
"Unknown","blockus:purpur_lines",3306,"Purpur Lines","blockus:purpur_lines_from_polished_purpur_stonecutting",""
"Unknown","blockus:purpur_lines",3306,"Purpur Lines","blockus:purpur_lines_from_purpur_block_stonecutting",""
"Unknown","blockus:purpur_lines",3306,"Purpur Lines","blockus:purpur_lines_from_purpur_bricks_stonecutting",""
"Unknown","blockus:purpur_squares",3305,"Purpur Squares","blockus:purpur_squares_from_polished_purpur_stonecutting",""
"Unknown","blockus:purpur_squares",3305,"Purpur Squares","blockus:purpur_squares_from_purpur_block_stonecutting",""
"Unknown","blockus:purpur_squares",3305,"Purpur Squares","blockus:purpur_squares_from_purpur_bricks_stonecutting",""
"Unknown","blockus:quartz_circular_paving",3152,"Quartz Circular Paving","blockus:quartz_circular_paving_from_quartz_block_stonecutting",""
"Unknown","blockus:quartz_circular_paving",3152,"Quartz Circular Paving","blockus:quartz_circular_paving_from_quartz_bricks_stonecutting",""
"Unknown","blockus:quartz_tile_slab",3149,"Quartz Tile Slab","blockus:quartz_tile_slab","minecraft:slabs"
"Unknown","blockus:quartz_tile_slab",3149,"Quartz Tile Slab","blockus:quartz_tile_slab_from_quartz_block_stonecutting","minecraft:slabs"
"Unknown","blockus:quartz_tile_slab",3149,"Quartz Tile Slab","blockus:quartz_tile_slab_from_quartz_bricks_stonecutting","minecraft:slabs"
"Unknown","blockus:quartz_tile_slab",3149,"Quartz Tile Slab","blockus:quartz_tile_slab_from_quartz_tiles_stonecutting","minecraft:slabs"
"Unknown","blockus:quartz_tile_slab",3149,"Quartz Tile Slab","extshape_blockus:quartz_tile_slab_from_vertical_slab","minecraft:slabs"
"Unknown","blockus:quartz_tile_stairs",3150,"Quartz Tile Stairs","blockus:quartz_tile_stairs","minecraft:stairs"
"Unknown","blockus:quartz_tile_stairs",3150,"Quartz Tile Stairs","blockus:quartz_tile_stairs_from_quartz_block_stonecutting","minecraft:stairs"
"Unknown","blockus:quartz_tile_stairs",3150,"Quartz Tile Stairs","blockus:quartz_tile_stairs_from_quartz_bricks_stonecutting","minecraft:stairs"
"Unknown","blockus:quartz_tile_stairs",3150,"Quartz Tile Stairs","blockus:quartz_tile_stairs_from_quartz_tiles_stonecutting","minecraft:stairs"
"Unknown","blockus:quartz_tile_stairs",3150,"Quartz Tile Stairs","extshape_blockus:quartz_tile_stairs_from_vertical_stairs","minecraft:stairs"
"Unknown","blockus:quartz_tile_wall",3151,"Quartz Tile Wall","blockus:quartz_tile_wall","minecraft:walls"
"Unknown","blockus:quartz_tile_wall",3151,"Quartz Tile Wall","blockus:quartz_tile_wall_from_quartz_block_stonecutting","minecraft:walls"
"Unknown","blockus:quartz_tile_wall",3151,"Quartz Tile Wall","blockus:quartz_tile_wall_from_quartz_bricks_stonecutting","minecraft:walls"
"Unknown","blockus:quartz_tile_wall",3151,"Quartz Tile Wall","blockus:quartz_tile_wall_from_quartz_tiles_stonecutting","minecraft:walls"
"Unknown","blockus:quartz_tiles",3148,"Quartz Tiles","blockus:quartz_tiles",""
"Unknown","blockus:quartz_tiles",3148,"Quartz Tiles","blockus:quartz_tiles_from_quartz_block_stonecutting",""
"Unknown","blockus:quartz_tiles",3148,"Quartz Tiles","blockus:quartz_tiles_from_quartz_bricks_stonecutting",""
"Unknown","blockus:rainbow_asphalt",3983,"Rainbow Asphalt","blockus:rainbow_asphalt",""
"Unknown","blockus:rainbow_beveled_glass",4054,"Rainbow Beveled Glass","blockus:rainbow_beveled_glass",""
"Unknown","blockus:rainbow_beveled_glass",4054,"Rainbow Beveled Glass","blockus:rainbow_beveled_glass_from_beveled_glass",""
"Unknown","blockus:rainbow_beveled_glass_pane",4072,"Rainbow Beveled Glass Pane","blockus:rainbow_beveled_glass_from_beveled_glass_pane",""
"Unknown","blockus:rainbow_beveled_glass_pane",4072,"Rainbow Beveled Glass Pane","blockus:rainbow_beveled_glass_pane",""
"Unknown","blockus:rainbow_block",3283,"Rainbow Block","blockus:rainbow_block",""
"Unknown","blockus:rainbow_brick_slab",3285,"Rainbow Brick Slab","blockus:rainbow_brick_slab","minecraft:slabs"
"Unknown","blockus:rainbow_brick_slab",3285,"Rainbow Brick Slab","blockus:rainbow_brick_slab_from_rainbow_block_stonecutting","minecraft:slabs"
"Unknown","blockus:rainbow_brick_slab",3285,"Rainbow Brick Slab","blockus:rainbow_brick_slab_from_rainbow_bricks_stonecutting","minecraft:slabs"
"Unknown","blockus:rainbow_brick_slab",3285,"Rainbow Brick Slab","extshape_blockus:rainbow_brick_slab_from_vertical_slab","minecraft:slabs"
"Unknown","blockus:rainbow_brick_stairs",3286,"Rainbow Brick Stairs","blockus:rainbow_brick_stairs","minecraft:stairs"
"Unknown","blockus:rainbow_brick_stairs",3286,"Rainbow Brick Stairs","blockus:rainbow_brick_stairs_from_rainbow_block_stonecutting","minecraft:stairs"
"Unknown","blockus:rainbow_brick_stairs",3286,"Rainbow Brick Stairs","blockus:rainbow_brick_stairs_from_rainbow_bricks_stonecutting","minecraft:stairs"
"Unknown","blockus:rainbow_brick_stairs",3286,"Rainbow Brick Stairs","extshape_blockus:rainbow_brick_stairs_from_vertical_stairs","minecraft:stairs"
"Unknown","blockus:rainbow_brick_wall",3287,"Rainbow Brick Wall","blockus:rainbow_brick_wall","minecraft:walls"
"Unknown","blockus:rainbow_brick_wall",3287,"Rainbow Brick Wall","blockus:rainbow_brick_wall_from_rainbow_block_stonecutting","minecraft:walls"
"Unknown","blockus:rainbow_brick_wall",3287,"Rainbow Brick Wall","blockus:rainbow_brick_wall_from_rainbow_bricks_stonecutting","minecraft:walls"
"Unknown","blockus:rainbow_bricks",3284,"Rainbow Bricks","blockus:rainbow_bricks",""
"Unknown","blockus:rainbow_bricks",3284,"Rainbow Bricks","blockus:rainbow_bricks_from_rainbow_block_stonecutting",""
"Unknown","blockus:rainbow_colored_tiles",4332,"Rainbow Colored Tiles","blockus:rainbow_colored_tiles",""
"Unknown","blockus:rainbow_colored_tiles",4332,"Rainbow Colored Tiles","blockus:rainbow_colored_tiles_from_rainbow_block_stonecutting",""
"Unknown","blockus:rainbow_futurneo_block",3934,"Rainbow Futurneo Block","blockus:rainbow_futurneo_block",""
"Unknown","blockus:rainbow_glass",4035,"Rainbow Glass","blockus:rainbow_glass",""
"Unknown","blockus:rainbow_glass_pane",4036,"Rainbow Glass Pane","blockus:rainbow_glass_pane",""
"Unknown","blockus:rainbow_glass_pane",4036,"Rainbow Glass Pane","blockus:rainbow_glass_pane_alt",""
"Unknown","blockus:rainbow_glowstone",3288,"Rainbow Glowstone","blockus:rainbow_glowstone",""
"Unknown","blockus:rainbow_glowstone",3288,"Rainbow Glowstone","blockus:rainbow_glowstone_alt",""
"Unknown","blockus:rainbow_lamp",3898,"Rainbow Lamp","blockus:rainbow_lamp",""
"Unknown","blockus:rainbow_lamp_lit",3899,"Lit Rainbow Lamp","blockus:rainbow_lamp_alt",""
"Unknown","blockus:rainbow_lamp_lit",3899,"Lit Rainbow Lamp","blockus:rainbow_lamp_lit",""
"Unknown","blockus:rainbow_neon",3916,"Rainbow Neon","blockus:rainbow_neon",""
"Unknown","blockus:rainbow_petal",3282,"Rainbow Petals","blockus:rainbow_petal_from_rainbow_block",""
"Unknown","blockus:rainbow_petal",3282,"Rainbow Petals","blockus:rainbow_petal_from_rainbow_rose",""
"Unknown","blockus:raw_bamboo_button",3367,"Raw Bamboo Button","blockus:raw_bamboo_button","extshape:wooden_blocks, minecraft:buttons, minecraft:wooden_buttons"
"Unknown","blockus:raw_bamboo_chest_raft",4338,"Raw Bamboo Raft with Chest","blockus:raw_bamboo_chest_raft","minecraft:boats, minecraft:chest_boats"
"Unknown","blockus:raw_bamboo_cross_timber_frame",3556,"Raw Bamboo Cross Timber Frame","blockus:raw_bamboo_cross_timber_frame",""
"Unknown","blockus:raw_bamboo_diagonal_timber_frame",3555,"Raw Bamboo Diagonal Timber Frame","blockus:raw_bamboo_diagonal_timber_frame",""
"Unknown","blockus:raw_bamboo_door",3364,"Raw Bamboo Door","blockus:raw_bamboo_door","minecraft:wooden_doors, minecraft:doors"
"Unknown","blockus:raw_bamboo_fence",3362,"Raw Bamboo Fence","blockus:raw_bamboo_fence","c:fences, c:wooden_fences, minecraft:fences, extshape:wooden_blocks, minecraft:wooden_fences"
"Unknown","blockus:raw_bamboo_fence_gate",3363,"Raw Bamboo Fence Gate","blockus:raw_bamboo_fence_gate","minecraft:fence_gates"
"Unknown","blockus:raw_bamboo_grate",3558,"Raw Bamboo Grate","blockus:raw_bamboo_grate",""
"Unknown","blockus:raw_bamboo_hanging_sign",3369,"Raw Bamboo Hanging Sign","blockus:raw_bamboo_hanging_sign","minecraft:hanging_signs"
"Unknown","blockus:raw_bamboo_lattice",3557,"Raw Bamboo Lattice","blockus:raw_bamboo_lattice",""
"Unknown","blockus:raw_bamboo_mosaic",3405,"Raw Bamboo Mosaic","blockus:raw_bamboo_mosaic","blockus:wooden_mosaic_that_burn, c:planks_that_burn"
"Unknown","blockus:raw_bamboo_mosaic_slab",3406,"Raw Bamboo Mosaic Slab","blockus:raw_bamboo_mosaic_slab","minecraft:slabs"
"Unknown","blockus:raw_bamboo_mosaic_slab",3406,"Raw Bamboo Mosaic Slab","extshape_blockus:raw_bamboo_mosaic_slab_from_vertical_slab","minecraft:slabs"
"Unknown","blockus:raw_bamboo_mosaic_stairs",3407,"Raw Bamboo Mosaic Stairs","blockus:raw_bamboo_mosaic_stairs","minecraft:stairs"
"Unknown","blockus:raw_bamboo_mosaic_stairs",3407,"Raw Bamboo Mosaic Stairs","extshape_blockus:raw_bamboo_mosaic_stairs_from_vertical_stairs","minecraft:stairs"
"Unknown","blockus:raw_bamboo_planks",3359,"Raw Bamboo Planks","blockus:raw_bamboo_planks","minecraft:planks, c:planks_that_burn, blockus:planks_that_burn"
"Unknown","blockus:raw_bamboo_pressure_plate",3366,"Raw Bamboo Pressure Plate","blockus:raw_bamboo_pressure_plate","minecraft:wooden_pressure_plates, extshape:wooden_blocks"
"Unknown","blockus:raw_bamboo_raft",4337,"Raw Bamboo Raft","blockus:raw_bamboo_raft","minecraft:boats"
"Unknown","blockus:raw_bamboo_sign",3368,"Raw Bamboo Sign","blockus:raw_bamboo_sign","minecraft:signs"
"Unknown","blockus:raw_bamboo_slab",3361,"Raw Bamboo Slab","blockus:raw_bamboo_slab","extshape:wooden_blocks, minecraft:slabs, minecraft:wooden_slabs"
"Unknown","blockus:raw_bamboo_slab",3361,"Raw Bamboo Slab","extshape_blockus:raw_bamboo_slab_from_vertical_slab","extshape:wooden_blocks, minecraft:slabs, minecraft:wooden_slabs"
"Unknown","blockus:raw_bamboo_stairs",3360,"Raw Bamboo Stairs","blockus:raw_bamboo_stairs","extshape:wooden_blocks, minecraft:stairs, minecraft:wooden_stairs"
"Unknown","blockus:raw_bamboo_stairs",3360,"Raw Bamboo Stairs","extshape_blockus:raw_bamboo_stairs_from_vertical_stairs","extshape:wooden_blocks, minecraft:stairs, minecraft:wooden_stairs"
"Unknown","blockus:raw_bamboo_timber_frame",3554,"Raw Bamboo Timber Frame","blockus:raw_bamboo_timber_frame",""
"Unknown","blockus:raw_bamboo_trapdoor",3365,"Raw Bamboo Trapdoor","blockus:raw_bamboo_trapdoor","minecraft:trapdoors, minecraft:wooden_trapdoors"
"Unknown","blockus:red_asphalt",3950,"Red Asphalt","blockus:red_asphalt",""
"Unknown","blockus:red_asphalt_slab",3951,"Red Asphalt Slab","blockus:red_asphalt_slab",""
"Unknown","blockus:red_asphalt_slab",3951,"Red Asphalt Slab","blockus:red_asphalt_slab_from_asphalt_slab",""
"Unknown","blockus:red_asphalt_slab",3951,"Red Asphalt Slab","blockus:red_asphalt_slab_from_red_asphalt_stonecutting",""
"Unknown","blockus:red_asphalt_stairs",3952,"Red Asphalt Stairs","blockus:red_asphalt_stairs",""
"Unknown","blockus:red_asphalt_stairs",3952,"Red Asphalt Stairs","blockus:red_asphalt_stairs_from_asphalt_stairs",""
"Unknown","blockus:red_asphalt_stairs",3952,"Red Asphalt Stairs","blockus:red_asphalt_stairs_from_red_asphalt_stonecutting",""
"Unknown","blockus:red_beveled_glass",4052,"Red Beveled Glass","blockus:red_beveled_glass",""
"Unknown","blockus:red_beveled_glass",4052,"Red Beveled Glass","blockus:red_beveled_glass_from_beveled_glass",""
"Unknown","blockus:red_beveled_glass_pane",4070,"Red Beveled Glass Pane","blockus:red_beveled_glass_from_beveled_glass_pane",""
"Unknown","blockus:red_beveled_glass_pane",4070,"Red Beveled Glass Pane","blockus:red_beveled_glass_pane",""
"Unknown","blockus:red_blue_colored_tiles",4377,"Colored Tiles","blockus:red_blue_colored_tiles",""
"Unknown","blockus:red_brown_colored_tiles",4370,"Colored Tiles","blockus:red_brown_colored_tiles",""
"Unknown","blockus:red_colored_tiles",4330,"Red Colored Tiles","blockus:red_colored_tiles",""
"Unknown","blockus:red_colored_tiles",4330,"Red Colored Tiles","blockus:red_colored_tiles_from_red_concrete_stonecutting",""
"Unknown","blockus:red_concrete_brick_slab",3802,"Red Concrete Brick Slab","blockus:red_concrete_brick_slab_from_red_concrete_bricks_stonecutting","minecraft:slabs"
"Unknown","blockus:red_concrete_brick_slab",3802,"Red Concrete Brick Slab","blockus:red_concrete_brick_slab_from_red_concrete_stonecutting","minecraft:slabs"
"Unknown","blockus:red_concrete_brick_slab",3802,"Red Concrete Brick Slab","extshape_blockus:red_concrete_brick_slab_from_vertical_slab","minecraft:slabs"
"Unknown","blockus:red_concrete_brick_stairs",3803,"Red Concrete Brick Stairs","blockus:red_concrete_brick_stairs_from_red_concrete_bricks_stonecutting","minecraft:stairs"
"Unknown","blockus:red_concrete_brick_stairs",3803,"Red Concrete Brick Stairs","blockus:red_concrete_brick_stairs_from_red_concrete_stonecutting","minecraft:stairs"
"Unknown","blockus:red_concrete_brick_stairs",3803,"Red Concrete Brick Stairs","extshape_blockus:red_concrete_brick_stairs_from_vertical_stairs","minecraft:stairs"
"Unknown","blockus:red_concrete_brick_wall",3804,"Red Concrete Brick Wall","blockus:red_concrete_brick_wall_from_red_concrete_bricks_stonecutting","minecraft:walls"
"Unknown","blockus:red_concrete_brick_wall",3804,"Red Concrete Brick Wall","blockus:red_concrete_brick_wall_from_red_concrete_stonecutting","minecraft:walls"
"Unknown","blockus:red_concrete_bricks",3801,"Red Concrete Bricks","blockus:red_concrete_bricks",""
"Unknown","blockus:red_concrete_bricks",3801,"Red Concrete Bricks","blockus:red_concrete_bricks_from_red_concrete_stonecutting",""
"Unknown","blockus:red_concrete_pillar",3806,"Red Concrete Pillar","blockus:red_concrete_pillar_from_red_concrete_bricks_stonecutting",""
"Unknown","blockus:red_concrete_pillar",3806,"Red Concrete Pillar","blockus:red_concrete_pillar_from_red_concrete_stonecutting",""
"Unknown","blockus:red_cyan_colored_tiles",4375,"Colored Tiles","blockus:red_cyan_colored_tiles",""
"Unknown","blockus:red_futurneo_block",3922,"Red Futurneo Block","blockus:red_futurneo_block",""
"Unknown","blockus:red_gingham_carpet",4161,"Red Gingham Carpet","blockus:red_gingham_carpet","blockus:patterned_carpets, minecraft:wool_carpets, minecraft:dampens_vibrations"
"Unknown","blockus:red_gingham_wool",4158,"Red Gingham Wool","blockus:red_gingham_wool","minecraft:wool, minecraft:dampens_vibrations, blockus:patterned_wool, blockus:all_patterned_wools"
"Unknown","blockus:red_gingham_wool_slab",4159,"Red Gingham Wool Slab","blockus:red_gingham_wool_slab","minecraft:dampens_vibrations, blockus:all_patterned_wools"
"Unknown","blockus:red_gingham_wool_slab",4159,"Red Gingham Wool Slab","extshape_blockus:red_gingham_wool_slab_from_vertical_slab","minecraft:dampens_vibrations, blockus:all_patterned_wools"
"Unknown","blockus:red_gingham_wool_stairs",4160,"Red Gingham Wool Stairs","blockus:red_gingham_wool_stairs","minecraft:dampens_vibrations, blockus:all_patterned_wools"
"Unknown","blockus:red_gingham_wool_stairs",4160,"Red Gingham Wool Stairs","extshape_blockus:red_gingham_wool_stairs_from_vertical_stairs","minecraft:dampens_vibrations, blockus:all_patterned_wools"
"Unknown","blockus:red_glazed_terracotta_pillar",4207,"Red Glazed Terracotta Pillar","blockus:red_glazed_terracotta_pillar",""
"Unknown","blockus:red_glazed_terracotta_pillar",4207,"Red Glazed Terracotta Pillar","blockus:red_glazed_terracotta_pillar_from_red_glazed_terracotta_stonecutting",""
"Unknown","blockus:red_gray_colored_tiles",4369,"Colored Tiles","blockus:red_gray_colored_tiles",""
"Unknown","blockus:red_green_colored_tiles",4374,"Colored Tiles","blockus:red_green_colored_tiles",""
"Unknown","blockus:red_light_blue_colored_tiles",4376,"Colored Tiles","blockus:red_light_blue_colored_tiles",""
"Unknown","blockus:red_light_gray_colored_tiles",4368,"Colored Tiles","blockus:red_light_gray_colored_tiles",""
"Unknown","blockus:red_lime_colored_tiles",4373,"Colored Tiles","blockus:red_lime_colored_tiles",""
"Unknown","blockus:red_magenta_colored_tiles",4379,"Colored Tiles","blockus:red_magenta_colored_tiles",""
"Unknown","blockus:red_neon",3905,"Red Neon","blockus:red_neon",""
"Unknown","blockus:red_nether_brick_pillar",3177,"Red Nether Brick Pillar","blockus:red_nether_brick_pillar_from_red_nether_bricks_stonecutting",""
"Unknown","blockus:red_orange_colored_tiles",4371,"Colored Tiles","blockus:red_orange_colored_tiles",""
"Unknown","blockus:red_patterned_carpet",4097,"Red Patterned Carpet","blockus:red_patterned_carpet","blockus:patterned_carpets, minecraft:wool_carpets, minecraft:dampens_vibrations"
"Unknown","blockus:red_patterned_carpet",4097,"Red Patterned Carpet","blockus:red_patterned_carpet_from_red_carpet","blockus:patterned_carpets, minecraft:wool_carpets, minecraft:dampens_vibrations"
"Unknown","blockus:red_patterned_wool",4094,"Red Patterned Wool","blockus:red_patterned_wool","minecraft:wool, minecraft:dampens_vibrations, blockus:patterned_wool, blockus:all_patterned_wools"
"Unknown","blockus:red_patterned_wool_slab",4095,"Red Patterned Wool Slab","blockus:red_patterned_wool_slab","minecraft:dampens_vibrations, blockus:all_patterned_wools"
"Unknown","blockus:red_patterned_wool_slab",4095,"Red Patterned Wool Slab","extshape_blockus:red_patterned_wool_slab_from_vertical_slab","minecraft:dampens_vibrations, blockus:all_patterned_wools"
"Unknown","blockus:red_patterned_wool_stairs",4096,"Red Patterned Wool Stairs","blockus:red_patterned_wool_stairs","minecraft:dampens_vibrations, blockus:all_patterned_wools"
"Unknown","blockus:red_patterned_wool_stairs",4096,"Red Patterned Wool Stairs","extshape_blockus:red_patterned_wool_stairs_from_vertical_stairs","minecraft:dampens_vibrations, blockus:all_patterned_wools"
"Unknown","blockus:red_pink_colored_tiles",4380,"Colored Tiles","blockus:red_pink_colored_tiles",""
"Unknown","blockus:red_purple_colored_tiles",4378,"Colored Tiles","blockus:red_purple_colored_tiles",""
"Unknown","blockus:red_redstone_lamp",3881,"Red Redstone Lamp","blockus:red_redstone_lamp",""
"Unknown","blockus:red_redstone_lamp_lit",3897,"Lit Red Redstone Lamp","blockus:red_redstone_lamp_alt",""
"Unknown","blockus:red_redstone_lamp_lit",3897,"Lit Red Redstone Lamp","blockus:red_redstone_lamp_lit",""
"Unknown","blockus:red_sandstone_brick_slab",3247,"Red Sandstone Brick Slab","blockus:red_sandstone_brick_slab","minecraft:slabs"
"Unknown","blockus:red_sandstone_brick_slab",3247,"Red Sandstone Brick Slab","blockus:red_sandstone_brick_slab_from_red_sandstone_bricks_stonecutting","minecraft:slabs"
"Unknown","blockus:red_sandstone_brick_slab",3247,"Red Sandstone Brick Slab","blockus:red_sandstone_brick_slab_from_red_sandstone_stonecutting","minecraft:slabs"
"Unknown","blockus:red_sandstone_brick_slab",3247,"Red Sandstone Brick Slab","extshape_blockus:red_sandstone_brick_slab_from_vertical_slab","minecraft:slabs"
"Unknown","blockus:red_sandstone_brick_stairs",3248,"Red Sandstone Brick Stairs","blockus:red_sandstone_brick_stairs","minecraft:stairs"
"Unknown","blockus:red_sandstone_brick_stairs",3248,"Red Sandstone Brick Stairs","blockus:red_sandstone_brick_stairs_from_red_sandstone_bricks_stonecutting","minecraft:stairs"
"Unknown","blockus:red_sandstone_brick_stairs",3248,"Red Sandstone Brick Stairs","blockus:red_sandstone_brick_stairs_from_red_sandstone_stonecutting","minecraft:stairs"
