"Mod name","Registry name","Hardness","Resistance"
"Chipped","chipped:smoothed_double_inlayed_netherrack","0,40","0,40"
"Chipped","chipped:smoothed_double_inlayed_obsidian","50,00","1200,00"
"Chipped","chipped:smoothed_double_inlayed_packed_ice","0,50","0,50"
"Chipped","chipped:smoothed_double_inlayed_packed_mud","1,00","3,00"
"Chipped","chipped:smoothed_double_inlayed_prismarine","1,50","6,00"
"Chipped","chipped:smoothed_double_inlayed_purpur_block","1,50","6,00"
"Chipped","chipped:smoothed_double_inlayed_quartz_block","0,80","0,80"
"Chipped","chipped:smoothed_double_inlayed_raw_copper_block","5,00","6,00"
"Chipped","chipped:smoothed_double_inlayed_raw_gold_block","5,00","6,00"
"Chipped","chipped:smoothed_double_inlayed_raw_iron_block","5,00","6,00"
"Chipped","chipped:smoothed_double_inlayed_red_nether_bricks","2,00","6,00"
"Chipped","chipped:smoothed_double_inlayed_red_sandstone","0,80","0,80"
"Chipped","chipped:smoothed_double_inlayed_redstone_block","5,00","6,00"
"Chipped","chipped:smoothed_double_inlayed_sandstone","0,80","0,80"
"Chipped","chipped:smoothed_double_inlayed_smooth_stone","2,00","6,00"
"Chipped","chipped:smoothed_double_inlayed_snow_block","0,20","0,20"
"Chipped","chipped:smoothed_double_inlayed_stone","1,50","6,00"
"Chipped","chipped:smoothed_double_inlayed_tuff","1,50","6,00"
"Chipped","chipped:smoothed_soul_sand","0,50","0,50"
"Chipped","chipped:snow_block_bricks","0,20","0,20"
"Chipped","chipped:snow_block_mini_tiles","0,20","0,20"
"Chipped","chipped:snow_block_pillar","0,20","0,20"
"Chipped","chipped:snow_block_pillar_top","0,20","0,20"
"Chipped","chipped:snow_block_scales","0,20","0,20"
"Chipped","chipped:soft_black_carpet","0,10","0,10"
"Chipped","chipped:soft_black_wool","0,80","0,80"
"Chipped","chipped:soft_blue_carpet","0,10","0,10"
"Chipped","chipped:soft_blue_wool","0,80","0,80"
"Chipped","chipped:soft_brown_carpet","0,10","0,10"
"Chipped","chipped:soft_brown_wool","0,80","0,80"
"Chipped","chipped:soft_cyan_carpet","0,10","0,10"
"Chipped","chipped:soft_cyan_wool","0,80","0,80"
"Chipped","chipped:soft_gray_carpet","0,10","0,10"
"Chipped","chipped:soft_gray_wool","0,80","0,80"
"Chipped","chipped:soft_green_carpet","0,10","0,10"
"Chipped","chipped:soft_green_wool","0,80","0,80"
"Chipped","chipped:soft_light_blue_carpet","0,10","0,10"
"Chipped","chipped:soft_light_blue_wool","0,80","0,80"
"Chipped","chipped:soft_light_gray_carpet","0,10","0,10"
"Chipped","chipped:soft_light_gray_wool","0,80","0,80"
"Chipped","chipped:soft_lime_carpet","0,10","0,10"
"Chipped","chipped:soft_lime_wool","0,80","0,80"
"Chipped","chipped:soft_magenta_carpet","0,10","0,10"
"Chipped","chipped:soft_magenta_wool","0,80","0,80"
"Chipped","chipped:soft_orange_carpet","0,10","0,10"
"Chipped","chipped:soft_orange_wool","0,80","0,80"
"Chipped","chipped:soft_pink_carpet","0,10","0,10"
"Chipped","chipped:soft_pink_wool","0,80","0,80"
"Chipped","chipped:soft_purple_carpet","0,10","0,10"
"Chipped","chipped:soft_purple_wool","0,80","0,80"
"Chipped","chipped:soft_red_carpet","0,10","0,10"
"Chipped","chipped:soft_red_wool","0,80","0,80"
"Chipped","chipped:soft_sand","0,50","0,50"
"Chipped","chipped:soft_sponge","0,60","0,60"
"Chipped","chipped:soft_white_carpet","0,10","0,10"
"Chipped","chipped:soft_white_wool","0,80","0,80"
"Chipped","chipped:soft_yellow_carpet","0,10","0,10"
"Chipped","chipped:soft_yellow_wool","0,80","0,80"
"Chipped","chipped:solid_acacia_trapdoor","3,00","3,00"
"Chipped","chipped:solid_bamboo_trapdoor","3,00","3,00"
"Chipped","chipped:solid_birch_trapdoor","3,00","3,00"
"Chipped","chipped:solid_cherry_trapdoor","3,00","3,00"
"Chipped","chipped:solid_crimson_trapdoor","3,00","3,00"
"Chipped","chipped:solid_dark_oak_trapdoor","3,00","3,00"
"Chipped","chipped:solid_jungle_trapdoor","3,00","3,00"
"Chipped","chipped:solid_mangrove_trapdoor","3,00","3,00"
"Chipped","chipped:solid_oak_trapdoor","3,00","3,00"
"Chipped","chipped:solid_spruce_trapdoor","3,00","3,00"
"Chipped","chipped:solid_warped_trapdoor","3,00","3,00"
"Chipped","chipped:special_gilded_blackstone","1,50","6,00"
"Chipped","chipped:special_sea_lantern","0,30","0,30"
"Chipped","chipped:speckled_nether_wart_block","1,00","1,00"
"Chipped","chipped:speckled_warped_wart_block","1,00","1,00"
"Chipped","chipped:spider_amethyst_block_carving","1,50","1,50"
"Chipped","chipped:spider_ancient_debris_carving","30,00","1200,00"
"Chipped","chipped:spider_andesite_carving","1,50","6,00"
"Chipped","chipped:spider_basalt_carving","1,25","4,20"
"Chipped","chipped:spider_blackstone_carving","1,50","6,00"
"Chipped","chipped:spider_blue_ice_carving","2,80","2,80"
"Chipped","chipped:spider_borderless_bricks_carving","2,00","6,00"
"Chipped","chipped:spider_bricks_carving","2,00","6,00"
"Chipped","chipped:spider_calcite_carving","0,75","0,75"
"Chipped","chipped:spider_clay_carving","0,60","0,60"
"Chipped","chipped:spider_coal_block_carving","5,00","6,00"
"Chipped","chipped:spider_cobblestone_carving","2,00","6,00"
"Chipped","chipped:spider_crying_obsidian_carving","50,00","1200,00"
"Chipped","chipped:spider_dark_prismarine_carving","1,50","6,00"
"Chipped","chipped:spider_deepslate_carving","3,00","6,00"
"Chipped","chipped:spider_diorite_carving","1,50","6,00"
"Chipped","chipped:spider_dirt_carving","0,50","0,50"
"Chipped","chipped:spider_dripstone_block_carving","1,50","1,00"
"Chipped","chipped:spider_end_stone_carving","3,00","9,00"
"Chipped","chipped:spider_gilded_blackstone_carving","1,50","6,00"
"Chipped","chipped:spider_granite_carving","1,50","6,00"
"Chipped","chipped:spider_ice_carving","0,50","0,50"
"Chipped","chipped:spider_lapis_block_carving","3,00","3,00"
"Chipped","chipped:spider_lodestone_carving","3,50","3,50"
"Chipped","chipped:spider_magma_block_carving","0,50","0,50"
"Chipped","chipped:spider_mossy_cobblestone_carving","2,00","6,00"
"Chipped","chipped:spider_mossy_stone_bricks_carving","1,50","6,00"
"Chipped","chipped:spider_mud_bricks_carving","1,50","3,00"
"Chipped","chipped:spider_mud_carving","0,50","0,50"
"Chipped","chipped:spider_nether_bricks_carving","2,00","6,00"
"Chipped","chipped:spider_netherrack_carving","0,40","0,40"
"Chipped","chipped:spider_obsidian_carving","50,00","1200,00"
"Chipped","chipped:spider_packed_ice_carving","0,50","0,50"
"Chipped","chipped:spider_packed_mud_carving","1,00","3,00"
"Chipped","chipped:spider_prismarine_carving","1,50","6,00"
"Chipped","chipped:spider_purpur_block_carving","1,50","6,00"
"Chipped","chipped:spider_quartz_block_carving","0,80","0,80"
"Chipped","chipped:spider_raw_copper_block_carving","5,00","6,00"
"Chipped","chipped:spider_raw_gold_block_carving","5,00","6,00"
"Chipped","chipped:spider_raw_iron_block_carving","5,00","6,00"
"Chipped","chipped:spider_red_nether_bricks_carving","2,00","6,00"
"Chipped","chipped:spider_red_sandstone_carving","0,80","0,80"
"Chipped","chipped:spider_redstone_block_carving","5,00","6,00"
"Chipped","chipped:spider_sandstone_carving","0,80","0,80"
"Chipped","chipped:spider_smooth_stone_carving","2,00","6,00"
"Chipped","chipped:spider_snow_block_carving","0,20","0,20"
"Chipped","chipped:spider_stone_carving","1,50","6,00"
"Chipped","chipped:spider_tuff_carving","1,50","6,00"
"Chipped","chipped:spiral_gilded_blackstone","1,50","6,00"
"Chipped","chipped:spiral_mud","0,50","0,50"
"Chipped","chipped:spiral_mud_bricks","1,50","3,00"
"Chipped","chipped:spiral_packed_mud","1,00","3,00"
"Chipped","chipped:spiraled_amethyst_block","1,50","1,50"
"Chipped","chipped:spiraled_ancient_debris","30,00","1200,00"
"Chipped","chipped:spiraled_andesite","1,50","6,00"
"Chipped","chipped:spiraled_basalt","1,25","4,20"
"Chipped","chipped:spiraled_blackstone","1,50","6,00"
"Chipped","chipped:spiraled_blue_ice","2,80","2,80"
"Chipped","chipped:spiraled_borderless_bricks","2,00","6,00"
"Chipped","chipped:spiraled_bricks","2,00","6,00"
"Chipped","chipped:spiraled_calcite","0,75","0,75"
"Chipped","chipped:spiraled_clay","0,60","0,60"
"Chipped","chipped:spiraled_coal_block","5,00","6,00"
"Chipped","chipped:spiraled_cobblestone","2,00","6,00"
"Chipped","chipped:spiraled_crying_obsidian","50,00","1200,00"
"Chipped","chipped:spiraled_dark_prismarine","1,50","6,00"
"Chipped","chipped:spiraled_deepslate","3,00","6,00"
"Chipped","chipped:spiraled_diorite","1,50","6,00"
"Chipped","chipped:spiraled_dirt","0,50","0,50"
"Chipped","chipped:spiraled_dripstone_block","1,50","1,00"
"Chipped","chipped:spiraled_end_stone","3,00","9,00"
"Chipped","chipped:spiraled_gilded_blackstone","1,50","6,00"
"Chipped","chipped:spiraled_granite","1,50","6,00"
"Chipped","chipped:spiraled_ice","0,50","0,50"
"Chipped","chipped:spiraled_lapis_block","3,00","3,00"
"Chipped","chipped:spiraled_lodestone","3,50","3,50"
"Chipped","chipped:spiraled_magma_block","0,50","0,50"
"Chipped","chipped:spiraled_mossy_cobblestone","2,00","6,00"
"Chipped","chipped:spiraled_mossy_stone_bricks","1,50","6,00"
"Chipped","chipped:spiraled_nether_bricks","2,00","6,00"
"Chipped","chipped:spiraled_netherrack","0,40","0,40"
"Chipped","chipped:spiraled_obsidian","50,00","1200,00"
"Chipped","chipped:spiraled_packed_ice","0,50","0,50"
"Chipped","chipped:spiraled_prismarine","1,50","6,00"
"Chipped","chipped:spiraled_purpur_block","1,50","6,00"
"Chipped","chipped:spiraled_raw_copper_block","5,00","6,00"
"Chipped","chipped:spiraled_raw_gold_block","5,00","6,00"
"Chipped","chipped:spiraled_raw_iron_block","5,00","6,00"
"Chipped","chipped:spiraled_red_nether_bricks","2,00","6,00"
"Chipped","chipped:spiraled_red_sandstone","0,80","0,80"
"Chipped","chipped:spiraled_redstone_block","5,00","6,00"
"Chipped","chipped:spiraled_sandstone","0,80","0,80"
"Chipped","chipped:spiraled_smooth_stone","2,00","6,00"
"Chipped","chipped:spiraled_snow_block","0,20","0,20"
"Chipped","chipped:spiraled_stone","1,50","6,00"
"Chipped","chipped:spiraled_tuff","1,50","6,00"
"Chipped","chipped:spongy_moss_block","0,10","0,10"
"Chipped","chipped:spongy_nether_wart_block","1,00","1,00"
"Chipped","chipped:spongy_warped_wart_block","1,00","1,00"
"Chipped","chipped:spooky_carved_pumpkin","1,00","1,00"
"Chipped","chipped:spooky_jack_o_lantern","1,00","1,00"
"Chipped","chipped:spotted_brown_mushroom_block","0,20","0,20"
"Chipped","chipped:spotted_red_mushroom_block","0,20","0,20"
"Chipped","chipped:sprinkled_brown_mushroom_block","0,20","0,20"
"Chipped","chipped:sprinkled_moss_block","0,10","0,10"
"Chipped","chipped:sprouting_crimson_roots","0,00","0,00"
"Chipped","chipped:sprouting_crimson_roots_bulb","0,00","0,00"
"Chipped","chipped:spruce_barrel","2,50","2,50"
"Chipped","chipped:spruce_crate","2,50","2,50"
"Chipped","chipped:spruce_planks_mosaic","2,00","3,00"
"Chipped","chipped:spruce_planks_panel","2,00","3,00"
"Chipped","chipped:spruce_planks_shavings","2,00","3,00"
"Chipped","chipped:spruce_torch","0,00","0,00"
"Chipped","chipped:spruce_wall_torch","0,00","0,00"
"Chipped","chipped:square_black_stained_glass","0,30","0,30"
"Chipped","chipped:square_black_stained_glass_pane","0,30","0,30"
"Chipped","chipped:square_blue_stained_glass","0,30","0,30"
"Chipped","chipped:square_blue_stained_glass_pane","0,30","0,30"
"Chipped","chipped:square_brown_stained_glass","0,30","0,30"
"Chipped","chipped:square_brown_stained_glass_pane","0,30","0,30"
"Chipped","chipped:square_cyan_stained_glass","0,30","0,30"
"Chipped","chipped:square_cyan_stained_glass_pane","0,30","0,30"
"Chipped","chipped:square_gray_stained_glass","0,30","0,30"
"Chipped","chipped:square_gray_stained_glass_pane","0,30","0,30"
"Chipped","chipped:square_green_stained_glass","0,30","0,30"
"Chipped","chipped:square_green_stained_glass_pane","0,30","0,30"
"Chipped","chipped:square_leaded_glass","0,30","0,30"
"Chipped","chipped:square_leaded_glass_pane","0,30","0,30"
"Chipped","chipped:square_light_blue_stained_glass","0,30","0,30"
"Chipped","chipped:square_light_blue_stained_glass_pane","0,30","0,30"
"Chipped","chipped:square_light_gray_stained_glass","0,30","0,30"
"Chipped","chipped:square_light_gray_stained_glass_pane","0,30","0,30"
"Chipped","chipped:square_lime_stained_glass","0,30","0,30"
"Chipped","chipped:square_lime_stained_glass_pane","0,30","0,30"
"Chipped","chipped:square_magenta_stained_glass","0,30","0,30"
"Chipped","chipped:square_magenta_stained_glass_pane","0,30","0,30"
"Chipped","chipped:square_oak_glass","0,30","0,30"
"Chipped","chipped:square_oak_glass_pane","0,30","0,30"
"Chipped","chipped:square_orange_stained_glass","0,30","0,30"
"Chipped","chipped:square_orange_stained_glass_pane","0,30","0,30"
"Chipped","chipped:square_pink_stained_glass","0,30","0,30"
"Chipped","chipped:square_pink_stained_glass_pane","0,30","0,30"
"Chipped","chipped:square_purple_stained_glass","0,30","0,30"
"Chipped","chipped:square_purple_stained_glass_pane","0,30","0,30"
"Chipped","chipped:square_red_stained_glass","0,30","0,30"
"Chipped","chipped:square_red_stained_glass_pane","0,30","0,30"
"Chipped","chipped:square_white_stained_glass","0,30","0,30"
"Chipped","chipped:square_white_stained_glass_pane","0,30","0,30"
"Chipped","chipped:square_yellow_stained_glass","0,30","0,30"
"Chipped","chipped:square_yellow_stained_glass_pane","0,30","0,30"
"Chipped","chipped:squished_cute_carved_pumpkin","1,00","1,00"
"Chipped","chipped:squished_cute_jack_o_lantern","1,00","1,00"
"Chipped","chipped:stacked_acacia_planks","2,00","3,00"
"Chipped","chipped:stacked_amethyst_block_bricks","1,50","1,50"
"Chipped","chipped:stacked_ancient_debris_bricks","30,00","1200,00"
"Chipped","chipped:stacked_andesite_bricks","1,50","6,00"
"Chipped","chipped:stacked_bamboo_planks","2,00","3,00"
"Chipped","chipped:stacked_basalt_bricks","1,25","4,20"
"Chipped","chipped:stacked_birch_planks","2,00","3,00"
"Chipped","chipped:stacked_black_concrete","1,80","1,80"
"Chipped","chipped:stacked_blackstone_bricks","1,50","6,00"
"Chipped","chipped:stacked_blue_concrete","1,80","1,80"
"Chipped","chipped:stacked_blue_ice_bricks","2,80","2,80"
"Chipped","chipped:stacked_borderless_bricks_bricks","2,00","6,00"
"Chipped","chipped:stacked_bricks_bricks","2,00","6,00"
"Chipped","chipped:stacked_brown_concrete","1,80","1,80"
"Chipped","chipped:stacked_calcite_bricks","0,75","0,75"
"Chipped","chipped:stacked_cherry_planks","2,00","3,00"
"Chipped","chipped:stacked_clay_bricks","0,60","0,60"
"Chipped","chipped:stacked_coal_block_bricks","5,00","6,00"
"Chipped","chipped:stacked_cobblestone_bricks","2,00","6,00"
"Chipped","chipped:stacked_crimson_planks","2,00","3,00"
"Chipped","chipped:stacked_crying_obsidian_bricks","50,00","1200,00"
"Chipped","chipped:stacked_cyan_concrete","1,80","1,80"
"Chipped","chipped:stacked_dark_oak_planks","2,00","3,00"
"Chipped","chipped:stacked_dark_prismarine_bricks","1,50","6,00"
"Chipped","chipped:stacked_deepslate_bricks","3,00","6,00"
"Chipped","chipped:stacked_diamond_block","5,00","6,00"
"Chipped","chipped:stacked_diorite_bricks","1,50","6,00"
"Chipped","chipped:stacked_dirt_bricks","0,50","0,50"
"Chipped","chipped:stacked_dripstone_block_bricks","1,50","1,00"
"Chipped","chipped:stacked_emerald_block","5,00","6,00"
"Chipped","chipped:stacked_end_stone_bricks","3,00","9,00"
"Chipped","chipped:stacked_gilded_blackstone_bricks","1,50","6,00"
"Chipped","chipped:stacked_gold_block","3,00","6,00"
"Chipped","chipped:stacked_granite_bricks","1,50","6,00"
"Chipped","chipped:stacked_gray_concrete","1,80","1,80"
"Chipped","chipped:stacked_green_concrete","1,80","1,80"
"Chipped","chipped:stacked_ice_bricks","0,50","0,50"
"Chipped","chipped:stacked_iron_block","5,00","6,00"
"Chipped","chipped:stacked_jungle_planks","2,00","3,00"
"Chipped","chipped:stacked_lapis_block_bricks","3,00","3,00"
"Chipped","chipped:stacked_light_blue_concrete","1,80","1,80"
"Chipped","chipped:stacked_light_gray_concrete","1,80","1,80"
"Chipped","chipped:stacked_lime_concrete","1,80","1,80"
"Chipped","chipped:stacked_lodestone_bricks","3,50","3,50"
"Chipped","chipped:stacked_magenta_concrete","1,80","1,80"
"Chipped","chipped:stacked_magma_block_bricks","0,50","0,50"
"Chipped","chipped:stacked_mangrove_planks","2,00","3,00"
"Chipped","chipped:stacked_mossy_cobblestone_bricks","2,00","6,00"
"Chipped","chipped:stacked_mossy_stone_bricks_bricks","1,50","6,00"
"Chipped","chipped:stacked_mud_bricks","0,50","0,50"
"Chipped","chipped:stacked_mud_bricks_bricks","1,50","3,00"
"Chipped","chipped:stacked_nether_bricks_bricks","2,00","6,00"
"Chipped","chipped:stacked_netherite_block","50,00","1200,00"
"Chipped","chipped:stacked_netherrack_bricks","0,40","0,40"
"Chipped","chipped:stacked_oak_planks","2,00","3,00"
"Chipped","chipped:stacked_obsidian_bricks","50,00","1200,00"
"Chipped","chipped:stacked_orange_concrete","1,80","1,80"
"Chipped","chipped:stacked_packed_ice_bricks","0,50","0,50"
"Chipped","chipped:stacked_packed_mud_bricks","1,00","3,00"
"Chipped","chipped:stacked_pink_concrete","1,80","1,80"
"Chipped","chipped:stacked_prismarine_bricks","1,50","6,00"
"Chipped","chipped:stacked_purple_concrete","1,80","1,80"
"Chipped","chipped:stacked_purpur_block_bricks","1,50","6,00"
"Chipped","chipped:stacked_quartz_block_bricks","0,80","0,80"
"Chipped","chipped:stacked_raw_copper_block_bricks","5,00","6,00"
"Chipped","chipped:stacked_raw_gold_block_bricks","5,00","6,00"
"Chipped","chipped:stacked_raw_iron_block_bricks","5,00","6,00"
"Chipped","chipped:stacked_red_concrete","1,80","1,80"
"Chipped","chipped:stacked_red_nether_bricks_bricks","2,00","6,00"
"Chipped","chipped:stacked_red_sandstone_bricks","0,80","0,80"
"Chipped","chipped:stacked_redstone_block_bricks","5,00","6,00"
"Chipped","chipped:stacked_sandstone_bricks","0,80","0,80"
"Chipped","chipped:stacked_smooth_stone_bricks","2,00","6,00"
"Chipped","chipped:stacked_snow_block_bricks","0,20","0,20"
"Chipped","chipped:stacked_spruce_planks","2,00","3,00"
"Chipped","chipped:stacked_stone_bricks","1,50","6,00"
"Chipped","chipped:stacked_tuff_bricks","1,50","6,00"
"Chipped","chipped:stacked_warped_planks","2,00","3,00"
"Chipped","chipped:stacked_waxed_copper_block","3,00","6,00"
"Chipped","chipped:stacked_waxed_exposed_copper","3,00","6,00"
"Chipped","chipped:stacked_waxed_oxidized_copper","3,00","6,00"
"Chipped","chipped:stacked_waxed_weathered_copper","3,00","6,00"
"Chipped","chipped:stacked_white_concrete","1,80","1,80"
"Chipped","chipped:stacked_yellow_concrete","1,80","1,80"
"Chipped","chipped:star_mud","0,50","0,50"
"Chipped","chipped:star_mud_bricks","1,50","3,00"
"Chipped","chipped:star_packed_mud","1,00","3,00"
"Chipped","chipped:starry_black_glazed_terracotta","1,40","1,40"
"Chipped","chipped:starry_black_terracotta","1,25","4,20"
"Chipped","chipped:starry_blue_glazed_terracotta","1,40","1,40"
"Chipped","chipped:starry_blue_terracotta","1,25","4,20"
"Chipped","chipped:starry_brown_glazed_terracotta","1,40","1,40"
"Chipped","chipped:starry_brown_terracotta","1,25","4,20"
"Chipped","chipped:starry_cyan_glazed_terracotta","1,40","1,40"
"Chipped","chipped:starry_cyan_terracotta","1,25","4,20"
"Chipped","chipped:starry_gray_glazed_terracotta","1,40","1,40"
"Chipped","chipped:starry_gray_terracotta","1,25","4,20"
"Chipped","chipped:starry_green_glazed_terracotta","1,40","1,40"
"Chipped","chipped:starry_green_terracotta","1,25","4,20"
"Chipped","chipped:starry_light_blue_glazed_terracotta","1,40","1,40"
"Chipped","chipped:starry_light_blue_terracotta","1,25","4,20"
"Chipped","chipped:starry_light_gray_glazed_terracotta","1,40","1,40"
"Chipped","chipped:starry_light_gray_terracotta","1,25","4,20"
"Chipped","chipped:starry_lime_glazed_terracotta","1,40","1,40"
"Chipped","chipped:starry_lime_terracotta","1,25","4,20"
"Chipped","chipped:starry_magenta_glazed_terracotta","1,40","1,40"
"Chipped","chipped:starry_magenta_terracotta","1,25","4,20"
"Chipped","chipped:starry_orange_glazed_terracotta","1,40","1,40"
"Chipped","chipped:starry_orange_terracotta","1,25","4,20"
"Chipped","chipped:starry_pink_glazed_terracotta","1,40","1,40"
"Chipped","chipped:starry_pink_terracotta","1,25","4,20"
"Chipped","chipped:starry_purple_glazed_terracotta","1,40","1,40"
"Chipped","chipped:starry_purple_terracotta","1,25","4,20"
"Chipped","chipped:starry_red_glazed_terracotta","1,40","1,40"
"Chipped","chipped:starry_red_terracotta","1,25","4,20"
"Chipped","chipped:starry_terracotta","1,25","4,20"
"Chipped","chipped:starry_white_glazed_terracotta","1,40","1,40"
"Chipped","chipped:starry_white_terracotta","1,25","4,20"
"Chipped","chipped:starry_yellow_glazed_terracotta","1,40","1,40"
"Chipped","chipped:starry_yellow_terracotta","1,25","4,20"
"Chipped","chipped:stem_warped_roots","0,00","0,00"
"Chipped","chipped:stepped_iron_bars","5,00","6,00"
"Chipped","chipped:stern_stripped_acacia_log","2,00","2,00"
"Chipped","chipped:stern_stripped_birch_log","2,00","2,00"
"Chipped","chipped:stern_stripped_cherry_log","2,00","2,00"
"Chipped","chipped:stern_stripped_crimson_stem","2,00","2,00"
"Chipped","chipped:stern_stripped_dark_oak_log","2,00","2,00"
"Chipped","chipped:stern_stripped_jungle_log","2,00","2,00"
"Chipped","chipped:stern_stripped_mangrove_log","2,00","2,00"
"Chipped","chipped:stern_stripped_oak_log","2,00","2,00"
"Chipped","chipped:stern_stripped_spruce_log","2,00","2,00"
"Chipped","chipped:stern_stripped_warped_stem","2,00","2,00"
"Chipped","chipped:sticky_melon","1,00","1,00"
"Chipped","chipped:stone_mini_tiles","1,50","6,00"
"Chipped","chipped:stone_pillar","1,50","6,00"
"Chipped","chipped:stone_pillar_top","1,50","6,00"
"Chipped","chipped:stone_pointed_dripstone","1,50","3,00"
"Chipped","chipped:stone_scales","1,50","6,00"
"Chipped","chipped:stop_black_concrete","1,80","1,80"
"Chipped","chipped:stop_blue_concrete","1,80","1,80"
"Chipped","chipped:stop_brown_concrete","1,80","1,80"
"Chipped","chipped:stop_cyan_concrete","1,80","1,80"
"Chipped","chipped:stop_gray_concrete","1,80","1,80"
"Chipped","chipped:stop_green_concrete","1,80","1,80"
"Chipped","chipped:stop_light_blue_concrete","1,80","1,80"
"Chipped","chipped:stop_light_gray_concrete","1,80","1,80"
"Chipped","chipped:stop_lime_concrete","1,80","1,80"
"Chipped","chipped:stop_magenta_concrete","1,80","1,80"
"Chipped","chipped:stop_orange_concrete","1,80","1,80"
"Chipped","chipped:stop_pink_concrete","1,80","1,80"
"Chipped","chipped:stop_purple_concrete","1,80","1,80"
"Chipped","chipped:stop_red_concrete","1,80","1,80"
"Chipped","chipped:stop_white_concrete","1,80","1,80"
"Chipped","chipped:stop_yellow_concrete","1,80","1,80"
"Chipped","chipped:stretched_cobweb","4,00","4,00"
"Chipped","chipped:stringed_black_carpet","0,10","0,10"
"Chipped","chipped:stringed_black_wool","0,80","0,80"
"Chipped","chipped:stringed_blue_carpet","0,10","0,10"
"Chipped","chipped:stringed_blue_wool","0,80","0,80"
"Chipped","chipped:stringed_brown_carpet","0,10","0,10"
"Chipped","chipped:stringed_brown_wool","0,80","0,80"
"Chipped","chipped:stringed_cyan_carpet","0,10","0,10"
"Chipped","chipped:stringed_cyan_wool","0,80","0,80"
"Chipped","chipped:stringed_gray_carpet","0,10","0,10"
"Chipped","chipped:stringed_gray_wool","0,80","0,80"
"Chipped","chipped:stringed_green_carpet","0,10","0,10"
"Chipped","chipped:stringed_green_wool","0,80","0,80"
"Chipped","chipped:stringed_light_blue_carpet","0,10","0,10"
"Chipped","chipped:stringed_light_blue_wool","0,80","0,80"
"Chipped","chipped:stringed_light_gray_carpet","0,10","0,10"
"Chipped","chipped:stringed_light_gray_wool","0,80","0,80"
"Chipped","chipped:stringed_lime_carpet","0,10","0,10"
"Chipped","chipped:stringed_lime_wool","0,80","0,80"
"Chipped","chipped:stringed_magenta_carpet","0,10","0,10"
"Chipped","chipped:stringed_magenta_wool","0,80","0,80"
"Chipped","chipped:stringed_orange_carpet","0,10","0,10"
"Chipped","chipped:stringed_orange_wool","0,80","0,80"
"Chipped","chipped:stringed_pink_carpet","0,10","0,10"
"Chipped","chipped:stringed_pink_wool","0,80","0,80"
"Chipped","chipped:stringed_purple_carpet","0,10","0,10"
"Chipped","chipped:stringed_purple_wool","0,80","0,80"
"Chipped","chipped:stringed_red_carpet","0,10","0,10"
"Chipped","chipped:stringed_red_wool","0,80","0,80"
"Chipped","chipped:stringed_white_carpet","0,10","0,10"
"Chipped","chipped:stringed_white_wool","0,80","0,80"
"Chipped","chipped:stringed_yellow_carpet","0,10","0,10"
"Chipped","chipped:stringed_yellow_wool","0,80","0,80"
"Chipped","chipped:stringy_cobweb","4,00","4,00"
"Chipped","chipped:striped_black_concrete","1,80","1,80"
"Chipped","chipped:striped_blue_concrete","1,80","1,80"
"Chipped","chipped:striped_brown_concrete","1,80","1,80"
"Chipped","chipped:striped_cyan_concrete","1,80","1,80"
"Chipped","chipped:striped_gray_concrete","1,80","1,80"
"Chipped","chipped:striped_green_concrete","1,80","1,80"
"Chipped","chipped:striped_light_blue_concrete","1,80","1,80"
"Chipped","chipped:striped_light_gray_concrete","1,80","1,80"
"Chipped","chipped:striped_lime_concrete","1,80","1,80"
"Chipped","chipped:striped_magenta_concrete","1,80","1,80"
"Chipped","chipped:striped_orange_concrete","1,80","1,80"
"Chipped","chipped:striped_pink_concrete","1,80","1,80"
"Chipped","chipped:striped_purple_concrete","1,80","1,80"
"Chipped","chipped:striped_red_concrete","1,80","1,80"
"Chipped","chipped:striped_white_concrete","1,80","1,80"
"Chipped","chipped:striped_yellow_concrete","1,80","1,80"
"Chipped","chipped:strong_ladder","0,40","0,40"
"Chipped","chipped:sturdy_iron_bars","5,00","6,00"
"Chipped","chipped:sugarcane_dried_kelp_block","0,50","2,50"
"Chipped","chipped:sunny_melon","1,00","1,00"
"Chipped","chipped:supported_acacia_door","3,00","3,00"
"Chipped","chipped:supported_bamboo_door","3,00","3,00"
"Chipped","chipped:supported_birch_door","3,00","3,00"
"Chipped","chipped:supported_cherry_door","3,00","3,00"
"Chipped","chipped:supported_dark_oak_door","3,00","3,00"
"Chipped","chipped:supported_iron_bars","5,00","6,00"
"Chipped","chipped:supported_jungle_door","3,00","3,00"
"Chipped","chipped:supported_mangrove_door","3,00","3,00"
"Chipped","chipped:supported_oak_door","3,00","3,00"
"Chipped","chipped:supported_spruce_door","3,00","3,00"
"Chipped","chipped:supported_warped_door","3,00","3,00"
"Chipped","chipped:suspicious_acacia_trapdoor","3,00","3,00"
"Chipped","chipped:suspicious_bamboo_trapdoor","3,00","3,00"
"Chipped","chipped:suspicious_birch_trapdoor","3,00","3,00"
"Chipped","chipped:suspicious_carved_pumpkin","1,00","1,00"
"Chipped","chipped:suspicious_cherry_trapdoor","3,00","3,00"
"Chipped","chipped:suspicious_dark_oak_trapdoor","3,00","3,00"
"Chipped","chipped:suspicious_jack_o_lantern","1,00","1,00"
"Chipped","chipped:suspicious_jungle_trapdoor","3,00","3,00"
"Chipped","chipped:suspicious_mangrove_trapdoor","3,00","3,00"
