"Mod name","Registry name","Item ID","Display name"
"Chipped","chipped:thin_crimson_planks",6875,"Thin Crimson Planks"
"Chipped","chipped:thin_dark_oak_planks",6680,"Thin Dark Oak Planks"
"Chipped","chipped:thin_jungle_planks",6718,"Thin Jungle Planks"
"Chipped","chipped:thin_mangrove_planks",6762,"Thin Mangrove Planks"
"Chipped","chipped:thin_mangrove_roots",6160,"Thin Mangrove Roots"
"Chipped","chipped:thin_nether_sprouts",6450,"Thin Nether Sprouts"
"Chipped","chipped:thin_oak_planks",6799,"Thin Oak Planks"
"Chipped","chipped:thin_spruce_planks",6837,"Thin Spruce Planks"
"Chipped","chipped:thin_vine",6537,"Thin Vine"
"Chipped","chipped:thin_warped_planks",6913,"Thin Warped Planks"
"Chipped","chipped:thorned_iron_bars",11906,"Thorned Iron Bars"
"Chipped","chipped:tied_bamboo_planks",7001,"Tied Bamboo Planks"
"Chipped","chipped:tile_windowed_acacia_door",7382,"Tile Windowed Acacia Door"
"Chipped","chipped:tile_windowed_bamboo_door",7571,"Tile Windowed Bamboo Door"
"Chipped","chipped:tile_windowed_birch_door",7401,"Tile Windowed Birch Door"
"Chipped","chipped:tile_windowed_cherry_door",7552,"Tile Windowed Cherry Door"
"Chipped","chipped:tile_windowed_crimson_door",7514,"Tile Windowed Crimson Door"
"Chipped","chipped:tile_windowed_dark_oak_door",7420,"Tile Windowed Dark Oak Door"
"Chipped","chipped:tile_windowed_jungle_door",7439,"Tile Windowed Jungle Door"
"Chipped","chipped:tile_windowed_mangrove_door",7457,"Tile Windowed Mangrove Door"
"Chipped","chipped:tile_windowed_oak_door",7476,"Tile Windowed Oak Door"
"Chipped","chipped:tile_windowed_spruce_door",7495,"Tile Windowed Spruce Door"
"Chipped","chipped:tile_windowed_warped_door",7532,"Tile Windowed Warped Door"
"Chipped","chipped:tiled_acacia_door",7383,"Tiled Acacia Door"
"Chipped","chipped:tiled_acacia_planks",6605,"Tiled Acacia Planks"
"Chipped","chipped:tiled_amethyst_block",5131,"Tiled Amethyst Block"
"Chipped","chipped:tiled_amethyst_block_column",5148,"Tiled Amethyst Block Column"
"Chipped","chipped:tiled_ancient_debris",8899,"Tiled Ancient Debris"
"Chipped","chipped:tiled_ancient_debris_column",8916,"Tiled Ancient Debris Column"
"Chipped","chipped:tiled_andesite",8965,"Tiled Andesite"
"Chipped","chipped:tiled_andesite_column",8982,"Tiled Andesite Column"
"Chipped","chipped:tiled_bamboo_door",7572,"Tiled Bamboo Door"
"Chipped","chipped:tiled_bamboo_planks",6990,"Tiled Bamboo Planks"
"Chipped","chipped:tiled_basalt",9030,"Tiled Basalt"
"Chipped","chipped:tiled_basalt_column",9046,"Tiled Basalt Column"
"Chipped","chipped:tiled_birch_door",7402,"Tiled Birch Door"
"Chipped","chipped:tiled_birch_planks",6643,"Tiled Birch Planks"
"Chipped","chipped:tiled_black_carpet",8550,"Tiled Black Carpet"
"Chipped","chipped:tiled_black_stained_glass",7876,"Tiled Black Stained Glass"
"Chipped","chipped:tiled_black_stained_glass_pane",7887,"Tiled Black Stained Glass Pane"
"Chipped","chipped:tiled_black_wool",8230,"Tiled Black Wool"
"Chipped","chipped:tiled_blackstone",9092,"Tiled Blackstone"
"Chipped","chipped:tiled_blackstone_column",9108,"Tiled Blackstone Column"
"Chipped","chipped:tiled_blue_carpet",8570,"Tiled Blue Carpet"
"Chipped","chipped:tiled_blue_ice",5600,"Tiled Blue Ice"
"Chipped","chipped:tiled_blue_ice_column",5617,"Tiled Blue Ice Column"
"Chipped","chipped:tiled_blue_stained_glass",7898,"Tiled Blue Stained Glass"
"Chipped","chipped:tiled_blue_stained_glass_pane",7909,"Tiled Blue Stained Glass Pane"
"Chipped","chipped:tiled_blue_wool",8250,"Tiled Blue Wool"
"Chipped","chipped:tiled_bone_block",6216,"Tiled Bone Block"
"Chipped","chipped:tiled_bordered_amethyst_block",5149,"Tiled Bordered Amethyst Block"
"Chipped","chipped:tiled_bordered_ancient_debris",8917,"Tiled Bordered Ancient Debris"
"Chipped","chipped:tiled_bordered_andesite",8983,"Tiled Bordered Andesite"
"Chipped","chipped:tiled_bordered_basalt",9047,"Tiled Bordered Basalt"
"Chipped","chipped:tiled_bordered_blackstone",9109,"Tiled Bordered Blackstone"
"Chipped","chipped:tiled_bordered_blue_ice",5618,"Tiled Bordered Blue Ice"
"Chipped","chipped:tiled_bordered_borderless_bricks",11792,"Tiled Bordered Borderless Bricks"
"Chipped","chipped:tiled_bordered_bricks",11727,"Tiled Bordered Bricks"
"Chipped","chipped:tiled_bordered_calcite",9176,"Tiled Bordered Calcite"
"Chipped","chipped:tiled_bordered_clay",5947,"Tiled Bordered Clay"
"Chipped","chipped:tiled_bordered_coal_block",5215,"Tiled Bordered Coal Block"
"Chipped","chipped:tiled_bordered_cobblestone",9242,"Tiled Bordered Cobblestone"
"Chipped","chipped:tiled_bordered_crying_obsidian",5281,"Tiled Bordered Crying Obsidian"
"Chipped","chipped:tiled_bordered_dark_prismarine",9307,"Tiled Bordered Dark Prismarine"
"Chipped","chipped:tiled_bordered_deepslate",9366,"Tiled Bordered Deepslate"
"Chipped","chipped:tiled_bordered_diorite",9432,"Tiled Bordered Diorite"
"Chipped","chipped:tiled_bordered_dirt",5684,"Tiled Bordered Dirt"
"Chipped","chipped:tiled_bordered_dripstone_block",9498,"Tiled Bordered Dripstone Block"
"Chipped","chipped:tiled_bordered_end_stone",9564,"Tiled Bordered End Stone"
"Chipped","chipped:tiled_bordered_gilded_blackstone",9629,"Tiled Bordered Gilded Blackstone"
"Chipped","chipped:tiled_bordered_granite",9699,"Tiled Bordered Granite"
"Chipped","chipped:tiled_bordered_ice",5750,"Tiled Bordered Ice"
"Chipped","chipped:tiled_bordered_lapis_block",5421,"Tiled Bordered Lapis Block"
"Chipped","chipped:tiled_bordered_lodestone",5355,"Tiled Bordered Lodestone"
"Chipped","chipped:tiled_bordered_magma_block",9765,"Tiled Bordered Magma Block"
"Chipped","chipped:tiled_bordered_mossy_cobblestone",9831,"Tiled Bordered Mossy Cobblestone"
"Chipped","chipped:tiled_bordered_mossy_stone_bricks",9896,"Tiled Bordered Mossy Stone Bricks"
"Chipped","chipped:tiled_bordered_mud",6020,"Tiled Bordered Mud"
"Chipped","chipped:tiled_bordered_mud_bricks",11865,"Tiled Bordered Mud Bricks"
"Chipped","chipped:tiled_bordered_nether_bricks",9962,"Tiled Bordered Nether Bricks"
"Chipped","chipped:tiled_bordered_netherrack",10028,"Tiled Bordered Netherrack"
"Chipped","chipped:tiled_bordered_obsidian",10094,"Tiled Bordered Obsidian"
"Chipped","chipped:tiled_bordered_packed_ice",5816,"Tiled Bordered Packed Ice"
"Chipped","chipped:tiled_bordered_packed_mud",6098,"Tiled Bordered Packed Mud"
"Chipped","chipped:tiled_bordered_prismarine",10159,"Tiled Bordered Prismarine"
"Chipped","chipped:tiled_bordered_purpur_block",10225,"Tiled Bordered Purpur Block"
"Chipped","chipped:tiled_bordered_quartz_block",10287,"Tiled Bordered Quartz Block"
"Chipped","chipped:tiled_bordered_raw_copper_block",10353,"Tiled Bordered Raw Copper Block"
"Chipped","chipped:tiled_bordered_raw_gold_block",10419,"Tiled Bordered Raw Gold Block"
"Chipped","chipped:tiled_bordered_raw_iron_block",10485,"Tiled Bordered Raw Iron Block"
"Chipped","chipped:tiled_bordered_red_nether_bricks",10551,"Tiled Bordered Red Nether Bricks"
"Chipped","chipped:tiled_bordered_red_sandstone",10617,"Tiled Bordered Red Sandstone"
"Chipped","chipped:tiled_bordered_redstone_block",12005,"Tiled Bordered Redstone Block"
"Chipped","chipped:tiled_bordered_sandstone",10683,"Tiled Bordered Sandstone"
"Chipped","chipped:tiled_bordered_smooth_stone",10811,"Tiled Bordered Smooth Stone"
"Chipped","chipped:tiled_bordered_snow_block",5882,"Tiled Bordered Snow Block"
"Chipped","chipped:tiled_bordered_stone",10745,"Tiled Bordered Stone"
"Chipped","chipped:tiled_bordered_tuff",10877,"Tiled Bordered Tuff"
"Chipped","chipped:tiled_borderless_bricks",11774,"Tiled Borderless Bricks"
"Chipped","chipped:tiled_borderless_bricks_column",11791,"Tiled Borderless Bricks Column"
"Chipped","chipped:tiled_bricks",11709,"Tiled Bricks"
"Chipped","chipped:tiled_bricks_column",11726,"Tiled Bricks Column"
"Chipped","chipped:tiled_brown_carpet",8590,"Tiled Brown Carpet"
"Chipped","chipped:tiled_brown_stained_glass",7920,"Tiled Brown Stained Glass"
"Chipped","chipped:tiled_brown_stained_glass_pane",7931,"Tiled Brown Stained Glass Pane"
"Chipped","chipped:tiled_brown_wool",8270,"Tiled Brown Wool"
"Chipped","chipped:tiled_calcite",9158,"Tiled Calcite"
"Chipped","chipped:tiled_calcite_column",9175,"Tiled Calcite Column"
"Chipped","chipped:tiled_cherry_door",7553,"Tiled Cherry Door"
"Chipped","chipped:tiled_cherry_planks",6952,"Tiled Cherry Planks"
"Chipped","chipped:tiled_clay",5929,"Tiled Clay"
"Chipped","chipped:tiled_clay_column",5946,"Tiled Clay Column"
"Chipped","chipped:tiled_coal_block",5197,"Tiled Coal Block"
"Chipped","chipped:tiled_coal_block_column",5214,"Tiled Coal Block Column"
"Chipped","chipped:tiled_cobblestone",9224,"Tiled Cobblestone"
"Chipped","chipped:tiled_cobblestone_column",9241,"Tiled Cobblestone Column"
"Chipped","chipped:tiled_crimson_door",7515,"Tiled Crimson Door"
"Chipped","chipped:tiled_crimson_planks",6876,"Tiled Crimson Planks"
"Chipped","chipped:tiled_crying_obsidian",5263,"Tiled Crying Obsidian"
"Chipped","chipped:tiled_crying_obsidian_column",5280,"Tiled Crying Obsidian Column"
"Chipped","chipped:tiled_cyan_carpet",8610,"Tiled Cyan Carpet"
"Chipped","chipped:tiled_cyan_stained_glass",7942,"Tiled Cyan Stained Glass"
"Chipped","chipped:tiled_cyan_stained_glass_pane",7953,"Tiled Cyan Stained Glass Pane"
"Chipped","chipped:tiled_cyan_wool",8290,"Tiled Cyan Wool"
"Chipped","chipped:tiled_dark_oak_door",7421,"Tiled Dark Oak Door"
"Chipped","chipped:tiled_dark_oak_planks",6681,"Tiled Dark Oak Planks"
"Chipped","chipped:tiled_dark_prismarine",9289,"Tiled Dark Prismarine"
"Chipped","chipped:tiled_dark_prismarine_column",9306,"Tiled Dark Prismarine Column"
"Chipped","chipped:tiled_deepslate",9348,"Tiled Deepslate"
"Chipped","chipped:tiled_deepslate_column",9365,"Tiled Deepslate Column"
"Chipped","chipped:tiled_diorite",9414,"Tiled Diorite"
"Chipped","chipped:tiled_diorite_column",9431,"Tiled Diorite Column"
"Chipped","chipped:tiled_dirt",5666,"Tiled Dirt"
"Chipped","chipped:tiled_dirt_column",5683,"Tiled Dirt Column"
"Chipped","chipped:tiled_dripstone_block",9480,"Tiled Dripstone Block"
"Chipped","chipped:tiled_dripstone_block_column",9497,"Tiled Dripstone Block Column"
"Chipped","chipped:tiled_end_stone",9546,"Tiled End Stone"
"Chipped","chipped:tiled_end_stone_column",9563,"Tiled End Stone Column"
"Chipped","chipped:tiled_gilded_blackstone",9611,"Tiled Gilded Blackstone"
"Chipped","chipped:tiled_gilded_blackstone_column",9628,"Tiled Gilded Blackstone Column"
"Chipped","chipped:tiled_glowstone_pillar",5513,"Tiled Glowstone Pillar"
"Chipped","chipped:tiled_granite",9681,"Tiled Granite"
"Chipped","chipped:tiled_granite_column",9698,"Tiled Granite Column"
"Chipped","chipped:tiled_gray_carpet",8630,"Tiled Gray Carpet"
"Chipped","chipped:tiled_gray_stained_glass",7964,"Tiled Gray Stained Glass"
"Chipped","chipped:tiled_gray_stained_glass_pane",7975,"Tiled Gray Stained Glass Pane"
"Chipped","chipped:tiled_gray_wool",8310,"Tiled Gray Wool"
"Chipped","chipped:tiled_green_carpet",8650,"Tiled Green Carpet"
"Chipped","chipped:tiled_green_stained_glass",7986,"Tiled Green Stained Glass"
"Chipped","chipped:tiled_green_stained_glass_pane",7997,"Tiled Green Stained Glass Pane"
"Chipped","chipped:tiled_green_wool",8330,"Tiled Green Wool"
"Chipped","chipped:tiled_ice",5732,"Tiled Ice"
"Chipped","chipped:tiled_ice_column",5749,"Tiled Ice Column"
"Chipped","chipped:tiled_jungle_door",7440,"Tiled Jungle Door"
"Chipped","chipped:tiled_jungle_planks",6719,"Tiled Jungle Planks"
"Chipped","chipped:tiled_lapis_block",5403,"Tiled Lapis Block"
"Chipped","chipped:tiled_lapis_block_column",5420,"Tiled Lapis Block Column"
"Chipped","chipped:tiled_light_blue_carpet",8670,"Tiled Light Blue Carpet"
"Chipped","chipped:tiled_light_blue_stained_glass",8008,"Tiled Light Blue Stained Glass"
"Chipped","chipped:tiled_light_blue_stained_glass_pane",8019,"Tiled Light Blue Stained Glass Pane"
"Chipped","chipped:tiled_light_blue_wool",8350,"Tiled Light Blue Wool"
"Chipped","chipped:tiled_light_gray_carpet",8690,"Tiled Light Gray Carpet"
"Chipped","chipped:tiled_light_gray_stained_glass",8030,"Tiled Light Gray Stained Glass"
"Chipped","chipped:tiled_light_gray_stained_glass_pane",8041,"Tiled Light Gray Stained Glass Pane"
"Chipped","chipped:tiled_light_gray_wool",8370,"Tiled Light Gray Wool"
"Chipped","chipped:tiled_lime_carpet",8710,"Tiled Lime Carpet"
"Chipped","chipped:tiled_lime_stained_glass",8052,"Tiled Lime Stained Glass"
"Chipped","chipped:tiled_lime_stained_glass_pane",8063,"Tiled Lime Stained Glass Pane"
"Chipped","chipped:tiled_lime_wool",8390,"Tiled Lime Wool"
"Chipped","chipped:tiled_lodestone",5333,"Tiled Lodestone"
"Chipped","chipped:tiled_lodestone_column",5354,"Tiled Lodestone Column"
"Chipped","chipped:tiled_magenta_carpet",8730,"Tiled Magenta Carpet"
"Chipped","chipped:tiled_magenta_stained_glass",8074,"Tiled Magenta Stained Glass"
"Chipped","chipped:tiled_magenta_stained_glass_pane",8085,"Tiled Magenta Stained Glass Pane"
"Chipped","chipped:tiled_magenta_wool",8410,"Tiled Magenta Wool"
"Chipped","chipped:tiled_magma_block",9747,"Tiled Magma Block"
"Chipped","chipped:tiled_magma_block_column",9764,"Tiled Magma Block Column"
"Chipped","chipped:tiled_mangrove_planks",6763,"Tiled Mangrove Planks"
"Chipped","chipped:tiled_mossy_cobblestone",9813,"Tiled Mossy Cobblestone"
"Chipped","chipped:tiled_mossy_cobblestone_column",9830,"Tiled Mossy Cobblestone Column"
"Chipped","chipped:tiled_mossy_stone_bricks",9878,"Tiled Mossy Stone Bricks"
"Chipped","chipped:tiled_mossy_stone_bricks_column",9895,"Tiled Mossy Stone Bricks Column"
"Chipped","chipped:tiled_mud_bricks",6008,"Tiled Mud Bricks"
"Chipped","chipped:tiled_mud_bricks_bricks",11853,"Tiled Mud Bricks Bricks"
"Chipped","chipped:tiled_mud_bricks_column",11866,"Tiled Mud Bricks Column"
"Chipped","chipped:tiled_mud_column",6021,"Tiled Mud Column"
"Chipped","chipped:tiled_nether_bricks",9944,"Tiled Nether Bricks"
"Chipped","chipped:tiled_nether_bricks_column",9961,"Tiled Nether Bricks Column"
"Chipped","chipped:tiled_netherrack",10010,"Tiled Netherrack"
"Chipped","chipped:tiled_netherrack_column",10027,"Tiled Netherrack Column"
"Chipped","chipped:tiled_oak_door",7477,"Tiled Oak Door"
"Chipped","chipped:tiled_oak_planks",6800,"Tiled Oak Planks"
"Chipped","chipped:tiled_obsidian",10076,"Tiled Obsidian"
"Chipped","chipped:tiled_obsidian_column",10093,"Tiled Obsidian Column"
"Chipped","chipped:tiled_orange_carpet",8750,"Tiled Orange Carpet"
"Chipped","chipped:tiled_orange_stained_glass",8096,"Tiled Orange Stained Glass"
"Chipped","chipped:tiled_orange_stained_glass_pane",8107,"Tiled Orange Stained Glass Pane"
"Chipped","chipped:tiled_orange_wool",8430,"Tiled Orange Wool"
"Chipped","chipped:tiled_packed_ice",5798,"Tiled Packed Ice"
"Chipped","chipped:tiled_packed_ice_column",5815,"Tiled Packed Ice Column"
"Chipped","chipped:tiled_packed_mud_bricks",6086,"Tiled Packed Mud Bricks"
"Chipped","chipped:tiled_packed_mud_column",6099,"Tiled Packed Mud Column"
"Chipped","chipped:tiled_pink_carpet",8770,"Tiled Pink Carpet"
"Chipped","chipped:tiled_pink_stained_glass",8118,"Tiled Pink Stained Glass"
"Chipped","chipped:tiled_pink_stained_glass_pane",8129,"Tiled Pink Stained Glass Pane"
"Chipped","chipped:tiled_pink_wool",8450,"Tiled Pink Wool"
"Chipped","chipped:tiled_prismarine",10141,"Tiled Prismarine"
"Chipped","chipped:tiled_prismarine_column",10158,"Tiled Prismarine Column"
"Chipped","chipped:tiled_purple_carpet",8790,"Tiled Purple Carpet"
"Chipped","chipped:tiled_purple_stained_glass",8140,"Tiled Purple Stained Glass"
"Chipped","chipped:tiled_purple_stained_glass_pane",8151,"Tiled Purple Stained Glass Pane"
"Chipped","chipped:tiled_purple_wool",8470,"Tiled Purple Wool"
"Chipped","chipped:tiled_purpur_block",10207,"Tiled Purpur Block"
"Chipped","chipped:tiled_purpur_block_column",10224,"Tiled Purpur Block Column"
"Chipped","chipped:tiled_quartz_block",10269,"Tiled Quartz Block"
"Chipped","chipped:tiled_quartz_block_column",10286,"Tiled Quartz Block Column"
"Chipped","chipped:tiled_raw_copper_block",10335,"Tiled Raw Copper Block"
"Chipped","chipped:tiled_raw_copper_block_column",10352,"Tiled Raw Copper Block Column"
"Chipped","chipped:tiled_raw_gold_block",10401,"Tiled Raw Gold Block"
"Chipped","chipped:tiled_raw_gold_block_column",10418,"Tiled Raw Gold Block Column"
"Chipped","chipped:tiled_raw_iron_block",10467,"Tiled Raw Iron Block"
"Chipped","chipped:tiled_raw_iron_block_column",10484,"Tiled Raw Iron Block Column"
"Chipped","chipped:tiled_red_carpet",8810,"Tiled Red Carpet"
"Chipped","chipped:tiled_red_nether_bricks",10533,"Tiled Red Nether Bricks"
"Chipped","chipped:tiled_red_nether_bricks_column",10550,"Tiled Red Nether Bricks Column"
"Chipped","chipped:tiled_red_sandstone",10599,"Tiled Red Sandstone"
"Chipped","chipped:tiled_red_sandstone_column",10616,"Tiled Red Sandstone Column"
"Chipped","chipped:tiled_red_stained_glass",8162,"Tiled Red Stained Glass"
"Chipped","chipped:tiled_red_stained_glass_pane",8173,"Tiled Red Stained Glass Pane"
"Chipped","chipped:tiled_red_wool",8490,"Tiled Red Wool"
"Chipped","chipped:tiled_redstone_block",11987,"Tiled Redstone Block"
"Chipped","chipped:tiled_redstone_block_column",12004,"Tiled Redstone Block Column"
"Chipped","chipped:tiled_sandstone",10665,"Tiled Sandstone"
"Chipped","chipped:tiled_sandstone_column",10682,"Tiled Sandstone Column"
"Chipped","chipped:tiled_sea_lantern_pillar",11927,"Tiled Sea Lantern Pillar"
"Chipped","chipped:tiled_shroomlight_pillar",6351,"Tiled Shroomlight Pillar"
"Chipped","chipped:tiled_smooth_stone",10793,"Tiled Smooth Stone"
"Chipped","chipped:tiled_smooth_stone_column",10810,"Tiled Smooth Stone Column"
"Chipped","chipped:tiled_snow_block",5864,"Tiled Snow Block"
"Chipped","chipped:tiled_snow_block_column",5881,"Tiled Snow Block Column"
"Chipped","chipped:tiled_spruce_door",7496,"Tiled Spruce Door"
"Chipped","chipped:tiled_spruce_planks",6838,"Tiled Spruce Planks"
"Chipped","chipped:tiled_stone",10727,"Tiled Stone"
"Chipped","chipped:tiled_stone_column",10744,"Tiled Stone Column"
"Chipped","chipped:tiled_tuff",10859,"Tiled Tuff"
"Chipped","chipped:tiled_tuff_column",10876,"Tiled Tuff Column"
"Chipped","chipped:tiled_warped_door",7533,"Tiled Warped Door"
"Chipped","chipped:tiled_warped_planks",6914,"Tiled Warped Planks"
"Chipped","chipped:tiled_white_carpet",8830,"Tiled White Carpet"
"Chipped","chipped:tiled_white_stained_glass",8184,"Tiled White Stained Glass"
"Chipped","chipped:tiled_white_stained_glass_pane",8195,"Tiled White Stained Glass Pane"
"Chipped","chipped:tiled_white_wool",8510,"Tiled White Wool"
"Chipped","chipped:tiled_yellow_carpet",8850,"Tiled Yellow Carpet"
"Chipped","chipped:tiled_yellow_stained_glass",8206,"Tiled Yellow Stained Glass"
"Chipped","chipped:tiled_yellow_stained_glass_pane",8217,"Tiled Yellow Stained Glass Pane"
"Chipped","chipped:tiled_yellow_wool",8530,"Tiled Yellow Wool"
"Chipped","chipped:tinkering_table",5089,"Tinkering Table"
"Chipped","chipped:tiny_amethyst_block_bricks",5132,"Tiny Amethyst Block Bricks"
"Chipped","chipped:tiny_ancient_debris_bricks",8900,"Tiny Ancient Debris Bricks"
"Chipped","chipped:tiny_andesite_bricks",8966,"Tiny Andesite Bricks"
"Chipped","chipped:tiny_basalt_bricks",9031,"Tiny Basalt Bricks"
"Chipped","chipped:tiny_blackstone_bricks",9093,"Tiny Blackstone Bricks"
"Chipped","chipped:tiny_blue_ice_bricks",5601,"Tiny Blue Ice Bricks"
"Chipped","chipped:tiny_borderless_bricks_bricks",11775,"Tiny Borderless Bricks Bricks"
"Chipped","chipped:tiny_brick_bordered_amethyst_block",5150,"Tiny Brick Bordered Amethyst Block"
"Chipped","chipped:tiny_brick_bordered_ancient_debris",8918,"Tiny Brick Bordered Ancient Debris"
"Chipped","chipped:tiny_brick_bordered_andesite",8984,"Tiny Brick Bordered Andesite"
"Chipped","chipped:tiny_brick_bordered_basalt",9048,"Tiny Brick Bordered Basalt"
"Chipped","chipped:tiny_brick_bordered_blackstone",9110,"Tiny Brick Bordered Blackstone"
"Chipped","chipped:tiny_brick_bordered_blue_ice",5619,"Tiny Brick Bordered Blue Ice"
"Chipped","chipped:tiny_brick_bordered_borderless_bricks",11793,"Tiny Brick Bordered Borderless Bricks"
"Chipped","chipped:tiny_brick_bordered_bricks",11728,"Tiny Brick Bordered Bricks"
"Chipped","chipped:tiny_brick_bordered_calcite",9177,"Tiny Brick Bordered Calcite"
"Chipped","chipped:tiny_brick_bordered_clay",5948,"Tiny Brick Bordered Clay"
"Chipped","chipped:tiny_brick_bordered_coal_block",5216,"Tiny Brick Bordered Coal Block"
"Chipped","chipped:tiny_brick_bordered_cobblestone",9243,"Tiny Brick Bordered Cobblestone"
"Chipped","chipped:tiny_brick_bordered_crying_obsidian",5282,"Tiny Brick Bordered Crying Obsidian"
"Chipped","chipped:tiny_brick_bordered_dark_prismarine",9308,"Tiny Brick Bordered Dark Prismarine"
"Chipped","chipped:tiny_brick_bordered_deepslate",9367,"Tiny Brick Bordered Deepslate"
"Chipped","chipped:tiny_brick_bordered_diorite",9433,"Tiny Brick Bordered Diorite"
"Chipped","chipped:tiny_brick_bordered_dirt",5685,"Tiny Brick Bordered Dirt"
"Chipped","chipped:tiny_brick_bordered_dripstone_block",9499,"Tiny Brick Bordered Dripstone Block"
"Chipped","chipped:tiny_brick_bordered_end_stone",9565,"Tiny Brick Bordered End Stone"
"Chipped","chipped:tiny_brick_bordered_gilded_blackstone",9630,"Tiny Brick Bordered Gilded Blackstone"
"Chipped","chipped:tiny_brick_bordered_granite",9700,"Tiny Brick Bordered Granite"
"Chipped","chipped:tiny_brick_bordered_ice",5751,"Tiny Brick Bordered Ice"
"Chipped","chipped:tiny_brick_bordered_lapis_block",5422,"Tiny Brick Bordered Lapis Block"
"Chipped","chipped:tiny_brick_bordered_lodestone",5356,"Tiny Brick Bordered Lodestone"
"Chipped","chipped:tiny_brick_bordered_magma_block",9766,"Tiny Brick Bordered Magma Block"
"Chipped","chipped:tiny_brick_bordered_mossy_cobblestone",9832,"Tiny Brick Bordered Mossy Cobblestone"
"Chipped","chipped:tiny_brick_bordered_mossy_stone_bricks",9897,"Tiny Brick Bordered Mossy Stone Bricks"
"Chipped","chipped:tiny_brick_bordered_nether_bricks",9963,"Tiny Brick Bordered Nether Bricks"
"Chipped","chipped:tiny_brick_bordered_netherrack",10029,"Tiny Brick Bordered Netherrack"
"Chipped","chipped:tiny_brick_bordered_obsidian",10095,"Tiny Brick Bordered Obsidian"
"Chipped","chipped:tiny_brick_bordered_packed_ice",5817,"Tiny Brick Bordered Packed Ice"
"Chipped","chipped:tiny_brick_bordered_prismarine",10160,"Tiny Brick Bordered Prismarine"
"Chipped","chipped:tiny_brick_bordered_purpur_block",10226,"Tiny Brick Bordered Purpur Block"
"Chipped","chipped:tiny_brick_bordered_quartz_block",10288,"Tiny Brick Bordered Quartz Block"
"Chipped","chipped:tiny_brick_bordered_raw_copper_block",10354,"Tiny Brick Bordered Raw Copper Block"
"Chipped","chipped:tiny_brick_bordered_raw_gold_block",10420,"Tiny Brick Bordered Raw Gold Block"
"Chipped","chipped:tiny_brick_bordered_raw_iron_block",10486,"Tiny Brick Bordered Raw Iron Block"
"Chipped","chipped:tiny_brick_bordered_red_nether_bricks",10552,"Tiny Brick Bordered Red Nether Bricks"
"Chipped","chipped:tiny_brick_bordered_red_sandstone",10618,"Tiny Brick Bordered Red Sandstone"
"Chipped","chipped:tiny_brick_bordered_redstone_block",12006,"Tiny Brick Bordered Redstone Block"
"Chipped","chipped:tiny_brick_bordered_sandstone",10684,"Tiny Brick Bordered Sandstone"
"Chipped","chipped:tiny_brick_bordered_smooth_stone",10812,"Tiny Brick Bordered Smooth Stone"
"Chipped","chipped:tiny_brick_bordered_snow_block",5883,"Tiny Brick Bordered Snow Block"
"Chipped","chipped:tiny_brick_bordered_stone",10746,"Tiny Brick Bordered Stone"
"Chipped","chipped:tiny_brick_bordered_tuff",10878,"Tiny Brick Bordered Tuff"
"Chipped","chipped:tiny_bricks_bricks",11710,"Tiny Bricks Bricks"
"Chipped","chipped:tiny_calcite_bricks",9159,"Tiny Calcite Bricks"
"Chipped","chipped:tiny_clay_bricks",5930,"Tiny Clay Bricks"
"Chipped","chipped:tiny_coal_block_bricks",5198,"Tiny Coal Block Bricks"
"Chipped","chipped:tiny_cobblestone_bricks",9225,"Tiny Cobblestone Bricks"
"Chipped","chipped:tiny_crying_obsidian_bricks",5264,"Tiny Crying Obsidian Bricks"
"Chipped","chipped:tiny_dark_prismarine_bricks",9290,"Tiny Dark Prismarine Bricks"
"Chipped","chipped:tiny_deepslate_bricks",9349,"Tiny Deepslate Bricks"
"Chipped","chipped:tiny_diorite_bricks",9415,"Tiny Diorite Bricks"
"Chipped","chipped:tiny_dirt_bricks",5667,"Tiny Dirt Bricks"
"Chipped","chipped:tiny_dripstone_block_bricks",9481,"Tiny Dripstone Block Bricks"
"Chipped","chipped:tiny_end_stone_bricks",9547,"Tiny End Stone Bricks"
"Chipped","chipped:tiny_gilded_blackstone_bricks",9612,"Tiny Gilded Blackstone Bricks"
"Chipped","chipped:tiny_granite_bricks",9682,"Tiny Granite Bricks"
"Chipped","chipped:tiny_ice_bricks",5733,"Tiny Ice Bricks"
"Chipped","chipped:tiny_lapis_block_bricks",5404,"Tiny Lapis Block Bricks"
"Chipped","chipped:tiny_layered_amethyst_block_bricks",5133,"Tiny Layered Amethyst Block Bricks"
"Chipped","chipped:tiny_layered_amethyst_block_slabs",5134,"Tiny Layered Amethyst Block Slabs"
"Chipped","chipped:tiny_layered_ancient_debris_bricks",8901,"Tiny Layered Ancient Debris Bricks"
"Chipped","chipped:tiny_layered_ancient_debris_slabs",8902,"Tiny Layered Ancient Debris Slabs"
"Chipped","chipped:tiny_layered_andesite_bricks",8967,"Tiny Layered Andesite Bricks"
"Chipped","chipped:tiny_layered_andesite_slabs",8968,"Tiny Layered Andesite Slabs"
"Chipped","chipped:tiny_layered_basalt_bricks",9032,"Tiny Layered Basalt Bricks"
"Chipped","chipped:tiny_layered_basalt_slabs",9033,"Tiny Layered Basalt Slabs"
"Chipped","chipped:tiny_layered_blackstone_bricks",9094,"Tiny Layered Blackstone Bricks"
"Chipped","chipped:tiny_layered_blackstone_slabs",9095,"Tiny Layered Blackstone Slabs"
