"ID","Registry name","Tags"
108,"betterend:lush_smaragdant_cave","minecraft:spawns_cold_variant_farm_animals, endermanoverhaul:end_spawns, minecraft:spawns_cold_variant_frogs, minecraft:is_end, c:in_the_end"
109,"still_life:lush_tundra","farmersdelight:wild_potatoes_whitelist, minecraft:stronghold_biased_to, creeperoverhaul:has_snowy_creeper, endermanoverhaul:all_spawns, structory:has_structure/ruins, bettermineshafts:has_structure/mineshaft, betterstrongholds:has_structure/stronghold, supplementaries:has_wild_flax, friendsandfoes:has_rascal, endermanoverhaul:cave_spawns, still_life:is_still_life, farmersdelight:wild_carrots_whitelist, minecraft:is_overworld, ecologics:has_penguin, supplementaries:has_cave_urns, betterdungeons:has_structure/zombie_dungeon, minecraft:spawns_cold_variant_frogs, betterdungeons:has_structure/small_dungeon, minecraft:has_structure/igloo, supplementaries:has_way_signs, minecraft:is_cold, minecraft:spawns_snow_foxes, betterdungeons:has_structure/skeleton_dungeon, ae2:has_meteorites, t_and_t:has_structure/village_snowy, minecraft:has_structure/mineshaft, t_and_t:has_structure/pillager_outpost_snowy, minecraft:spawns_white_rabbits, structory_towers:has_structure/towers, explorify:has_structure/ruins, c:climate_cold, farmersdelight:wild_onions_whitelist, betterdungeons:has_structure/spider_dungeon, c:in_overworld, galosphere:has_structure/forgotten_ruins, endermanoverhaul:snowy_spawns, minecraft:has_structure/village_snowy, minecraft:has_structure/stronghold"
110,"betternether:magma_land","betterdungeons:has_structure/small_nether_dungeon, minecraft:is_nether, minecraft:has_structure/ruined_portal_nether, betterfortresses:has_structure/better_fortress, betternether:has_structure/ghast_hive, c:climate_hot, minecraft:has_structure/nether_fortress, betternether:has_structure/nether_city, betternether:has_structure/pyramid, betternether:biome, friendsandfoes:has_structure/citadel, c:in_nether, farmersdelight:has_wild_beetroots, betternether:has_structure/nether_decorations, minecraft:spawns_warm_variant_farm_animals, minecraft:spawns_warm_variant_frogs, c:climate_dry"
111,"still_life:mangrove_marsh","t_and_t:has_structure/village_swamp, betterstrongholds:has_structure/stronghold, c:in_overworld, naturalist:has_catfish, farmersdelight:has_wild_beetroots, structory:has_structure/ruins, friendsandfoes:has_rascal, minecraft:water_on_map_outlines, naturalist:has_tortoise, minecraft:has_structure/mineshaft, naturalist:has_snail, betterwitchhuts:has_structure/better_witch_hut, betterdungeons:has_structure/skeleton_dungeon, c:swamp, betterwitchhuts:has_structure/witch_circle, naturalist:has_duck, c:climate_wet, betterdungeons:has_structure/spider_dungeon, naturalist:has_lizard, minecraft:has_structure/stronghold, farmersdelight:wild_potatoes_whitelist, minecraft:stronghold_biased_to, betterdungeons:has_structure/zombie_dungeon, still_life:is_still_life, endermanoverhaul:cave_spawns, ae2:has_meteorites, endermanoverhaul:swamp_spawns, naturalist:has_firefly, minecraft:is_hot, minecraft:has_closer_water_fog, minecraft:spawns_warm_variant_frogs, minecraft:is_overworld, galosphere:has_structure/forgotten_ruins, minecraft:has_structure/swamp_hut, naturalist:has_bass, betterdungeons:has_structure/small_dungeon, explorify:has_structure/ruins, minecraft:allows_surface_slime_spawns, supplementaries:has_cave_urns, betterwitchhuts:has_structure/witch_hut, naturalist:has_alligator, yungsextras:has_structure/swamp_structures, untitledduckmod:duck_spawn, c:climate_hot, naturalist:has_snake, meadow:spawns_water_buffalo, farmersdelight:wild_onions_whitelist, naturalist:has_dragonfly, naturalist:has_butterfly, minecraft:spawns_warm_variant_farm_animals, minecraft:is_swamp, naturalist:has_cardinal, ribbits:has_structure/ribbit_village, supplementaries:has_way_signs, endermanoverhaul:all_spawns, hybrid-aquatic:mangroves, structory_towers:has_structure/towers, farmersdelight:wild_carrots_whitelist, bettermineshafts:has_structure/mineshaft, minecraft:has_structure/ruined_portal_swamp, supplementaries:has_wild_flax"
112,"minecraft:mangrove_swamp","bloomingnature:overworld, naturalist:has_duck, letsdoaddon-structures:has_structure/mangrove_outpost, c:is_wet/overworld, minecraft:allows_surface_slime_spawns, minecraft:spawns_warm_variant_farm_animals, supplementaries:has_wild_flax, minecraft:has_closer_water_fog, friendsandfoes:has_rascal, naturalist:has_bass, endermanoverhaul:all_spawns, explorify:has_structure/ruins, minecraft:has_structure/stronghold, farmersdelight:wild_carrots_whitelist, farmersdelight:wild_potatoes_whitelist, c:is_wet, farmersdelight:wild_rice_whitelist, naturalist:has_dragonfly, naturalist:has_lizard, c:climate_wet, endermanoverhaul:cave_spawns, minecraft:is_overworld, farmersdelight:wild_tomatoes_whitelist, naturalist:has_butterfly, bloomingnature:has_structure/swamp, naturalist:has_firefly, moremobvariants:spawn_mossy_skeletons, structory_towers:has_structure/towers, naturalist:has_cardinal, bloomingnature:mangrove_swamp, meadow:spawns_water_buffalo, untitledduckmod:duck_spawn, naturalist:has_snail, structory:has_structure/ruins, betterwitchhuts:has_structure/witch_circle, hybrid-aquatic:mangroves, letsdoaddon-structures:has_structure/mangrove_pond, sereneseasons:tropical_biomes, betterwitchhuts:has_structure/witch_hut, betterdungeons:has_structure/spider_dungeon, supplementaries:has_cave_urns, supplementaries:has_way_signs, c:is_hot/overworld, minecraft:spawns_warm_variant_frogs, c:swamp, naturalist:has_catfish, friendsandfoes:has_crab, letsdoaddon-structures:has_structure/mangrove_hut, waystones:has_structure/mossy_waystone, letsdoaddon-structures:has_structure/swamp_well, ribbits:has_structure/ribbit_village, minecraft:has_structure/ruined_portal_swamp, betterdungeons:has_structure/small_dungeon, structory_towers:mangrove, farmersdelight:wild_onions_whitelist, c:is_swamp, betterwitchhuts:has_structure/better_witch_hut, ae2:has_meteorites, c:is_hot, bettermineshafts:has_structure/mineshaft, minecraft:water_on_map_outlines, fetzisasiandeco:swamp_biomes, farm_and_charm:spawns_wild_flowers, naturalist:has_snake, c:in_overworld, explorify:has_structure/mangrove_hut, minecraft:has_structure/trial_chambers, explorify:has_structure/supply_cache/mangrove, betterdungeons:has_structure/skeleton_dungeon, naturalist:has_alligator, naturalist:has_tortoise, minecraft:increased_fire_burnout, yungsextras:has_structure/swamp_structures, endermanoverhaul:swamp_spawns, galosphere:has_structure/forgotten_ruins, minecraft:has_structure/mineshaft, betterstrongholds:has_structure/stronghold, betterdungeons:has_structure/zombie_dungeon"
113,"minecraft:meadow","endermanoverhaul:flower_fields_spawns, meadow:has_structure/monument, farmersdelight:wild_potatoes_whitelist, farm_and_charm:spawns_wild_oat, minecraft:has_structure/pillager_outpost, structory_towers:oak_biomes, friendsandfoes:has_moobloom/buttercup, vinery:spawns_grape, bakery:spawns_strawberries, c:climate_temperate, letsdoaddon-structures:has_structure/illager_camp, betterstrongholds:has_structure/better_stronghold, minecraft:has_structure/mineshaft, betterdungeons:has_structure/zombie_dungeon, galosphere:has_structure/forgotten_ruins, c:is_mountain, supplementaries:has_cave_urns, farmersdelight:wild_onions_whitelist, letsdoaddon-structures:has_structure/illager_mine, bettermineshafts:has_structure/mineshaft, vinery:spawns_cherry_tree, herbalbrews:mountain_biomes, meadow:has_structure/observation_post, endermanoverhaul:cave_spawns, explorify:has_structure/guide_post_cold, bettermineshafts:has_structure/better_mineshaft_oak, betterdungeons:has_structure/spider_dungeon, meadow:has_structure/chapel, naturalist:has_canary, meadow:has_structure/chalet, friendsandfoes:has_moobloom/any, endermanoverhaul:all_spawns, wildernature:spawns_minisheep, naturalist:has_snail, meadow:spawns_rocky_sheep, moremobvariants:sheep_spawn_with_horns, structory:has_structure/ruins, betterstrongholds:has_structure/stronghold, minecraft:stronghold_biased_to, letsdoaddon-structures:has_structure/barn, towns_and_towers:has_structure/village_meadow_swiss, minecraft:has_structure/trial_chambers, c:is_slope, c:is_plateau, friendsandfoes:has_rascal, bloomingnature:overworld, naturalist:has_bear, betterdungeons:has_structure/small_dungeon, ae2:has_meteorites, farm_and_charm:spawns_wild_potatoes, minecraft:has_structure/ruined_portal_mountain, minecraft:is_overworld, supplementaries:has_wild_flax, bakery:has_structure/bakery, friendsandfoes:has_structure/beekeeper_hut, c:in_overworld, naturalist:has_robin, letsdoaddon-structures:has_structure/meadow_pillager_outpost, minecraft:has_structure/stronghold, c:mountain, c:floral, supplementaries:has_way_signs, meadow:is_meadow, waystones:has_structure/waystone, c:is_plains, farmersdelight:wild_carrots_whitelist, meadow:has_structure/logging_camp, explorify:has_structure/ruins, structory_towers:has_structure/towers, vinery:spawns_taiga_grape, meadow:meadow_biomes, meadow:has_structure/bench, candlelight:spawns_rose, farm_and_charm:spawns_wild_crops, farm_and_charm:spawns_wild_strawberries, candlelight:has_structure/tree, towns_and_towers:has_structure/pillager_outpost_meadow, minecraft:is_mountain, underground_bunkers:has_structure/underground_bunker_biomes, betterdungeons:has_structure/skeleton_dungeon"
114,"still_life:mediterranean_beach","farmersdelight:wild_onions_whitelist, farmersdelight:has_wild_cabbage, friendsandfoes:has_rascal, betterdungeons:has_structure/skeleton_dungeon, minecraft:has_structure/mineshaft, farmersdelight:wild_potatoes_whitelist, structory_towers:has_structure/towers, towns_and_towers:has_structure/pillager_outpost_beach, minecraft:has_structure/buried_treasure, explorify:has_structure/ruins, wildernature:spawns_pelican, hybrid-aquatic:bottle_spawn_biomes, betterdungeons:has_structure/spider_dungeon, minecraft:has_structure/ruined_portal_standard, minecraft:is_overworld, still_life:is_still_life, ctov:has_structure/village_beach, t_and_t:has_structure/pillager_outpost_beach, betterdungeons:has_structure/zombie_dungeon, minecraft:has_structure/shipwreck_beached, ae2:has_meteorites, supplementaries:has_cave_urns, supplementaries:has_way_signs, minecraft:stronghold_biased_to, bettermineshafts:has_structure/mineshaft, naturalist:has_coral_snake, galosphere:has_structure/forgotten_ruins, towns_and_towers:has_structure/village_beach_lighthouse, betterstrongholds:has_structure/stronghold, betterdungeons:has_structure/small_dungeon, minecraft:has_structure/stronghold, structory:has_structure/ruins, c:beach, herbalbrews:savanna_biomes, farmersdelight:has_wild_beetroots, c:in_overworld, supplementaries:has_wild_flax, t_and_t:has_structure/village_mediterranean, minecraft:is_beach, hybrid-aquatic:sandy_beaches, farmersdelight:wild_carrots_whitelist"
115,"still_life:mediterranean_forest","galosphere:has_structure/forgotten_ruins, naturalist:has_boar, farm_and_charm:spawns_wild_potatoes, supplementaries:has_way_signs, ecologics:has_squirrel, naturalist:has_snake, minecraft:has_structure/trail_ruins, t_and_t:has_structure/village_mediterranean, bettermineshafts:has_structure/better_mineshaft_overgrown, c:in_overworld, naturalist:has_finch, naturalist:has_robin, underground_bunkers:has_structure/underground_bunker_biomes, naturalist:has_butterfly, minecraft:has_structure/stronghold, farmersdelight:wild_onions_whitelist, betterdungeons:has_structure/skeleton_dungeon, meadow:spawns_umbra_cow, farm_and_charm:spawns_wild_flowers, betterdungeons:has_structure/zombie_dungeon, ae2:has_meteorites, explorify:has_structure/mausoleum, explorify:has_structure/ruins, minecraft:is_overworld, bettermineshafts:has_structure/mineshaft, farm_and_charm:spawns_wild_emmer, wildernature:spawns_deer, wildernature:spawns_turkey, towns_and_towers:has_structure/exclusives/village_mediterranean, naturalist:has_lizard, still_life:is_still_life, farm_and_charm:spawns_wild_crops, minecraft:is_forest, farm_and_charm:spawns_wild_strawberries, betterstrongholds:has_structure/stronghold, naturalist:has_deer, wildernature:spawns_owl, vinery:spawns_grape, naturalist:has_firefly, naturalist:has_snail, minecraft:has_structure/pillager_outpost, wildernature:spawns_hedgehog, structory:has_structure/ruins, naturalist:has_cardinal, naturalist:has_bear, betterdungeons:has_structure/small_dungeon, bakery:spawns_strawberries, crittersandcompanions:silk_cocoon_spawns, minecraft:has_structure/mineshaft, supplementaries:has_wild_flax, betterstrongholds:has_structure/better_stronghold, c:forest, minecraft:has_structure/ruined_portal_standard, towns_and_towers:has_structure/exclusives/pillager_outpost_mediterranean, structory_towers:has_structure/towers, wildernature:spawns_boar, friendsandfoes:has_rascal, farmersdelight:wild_potatoes_whitelist, farmersdelight:wild_carrots_whitelist, meadow:spawns_buffalo, supplementaries:has_cave_urns, betterdungeons:has_structure/spider_dungeon, minecraft:stronghold_biased_to"
116,"still_life:mediterranean_highlands","herbalbrews:mountain_biomes, still_life:is_still_life, t_and_t:has_structure/village_mediterranean, minecraft:is_overworld, bettermineshafts:has_structure/mineshaft, c:in_overworld, ae2:has_meteorites, structory_towers:has_structure/towers, betterstrongholds:has_structure/better_stronghold, betterdungeons:has_structure/skeleton_dungeon, minecraft:is_mountain, naturalist:has_canary, naturalist:has_snail, structory:has_structure/ruins, galosphere:has_structure/forgotten_ruins, minecraft:has_structure/mineshaft, betterstrongholds:has_structure/stronghold, betterdungeons:has_structure/zombie_dungeon, vinery:spawns_taiga_grape, meadow:spawns_rocky_sheep, vinery:spawns_grape, betterdungeons:has_structure/spider_dungeon, supplementaries:has_wild_flax, naturalist:has_robin, supplementaries:has_cave_urns, minecraft:has_structure/pillager_outpost, supplementaries:has_way_signs, c:mountain, explorify:has_structure/ruins, friendsandfoes:has_rascal, minecraft:has_structure/stronghold, farmersdelight:wild_carrots_whitelist, minecraft:stronghold_biased_to, naturalist:has_bear, farmersdelight:wild_potatoes_whitelist, betterdungeons:has_structure/small_dungeon, minecraft:has_structure/ruined_portal_mountain, farmersdelight:wild_onions_whitelist, underground_bunkers:has_structure/underground_bunker_biomes"
117,"still_life:mediterranean_marsh","galosphere:has_structure/forgotten_ruins, betterdungeons:has_structure/zombie_dungeon, supplementaries:has_way_signs, minecraft:stronghold_biased_to, minecraft:has_structure/ruined_portal_swamp, naturalist:has_cardinal, minecraft:allows_surface_slime_spawns, betterwitchhuts:has_structure/witch_circle, naturalist:has_alligator, betterwitchhuts:has_structure/better_witch_hut, ribbits:has_structure/ribbit_village, farmersdelight:wild_potatoes_whitelist, naturalist:has_firefly, betterdungeons:has_structure/small_dungeon, minecraft:has_closer_water_fog, minecraft:is_swamp, minecraft:is_overworld, farmersdelight:wild_onions_whitelist, naturalist:has_dragonfly, untitledduckmod:duck_spawn, explorify:has_structure/ruins, structory_towers:has_structure/towers, naturalist:has_snake, supplementaries:has_wild_flax, betterdungeons:has_structure/skeleton_dungeon, meadow:spawns_water_buffalo, minecraft:has_structure/mineshaft, minecraft:has_structure/stronghold, c:in_overworld, bettermineshafts:has_structure/mineshaft, friendsandfoes:has_rascal, naturalist:has_catfish, naturalist:has_butterfly, naturalist:has_duck, structory:has_structure/ruins, endermanoverhaul:all_spawns, still_life:is_still_life, supplementaries:has_cave_urns, naturalist:has_tortoise, betterwitchhuts:has_structure/witch_hut, minecraft:water_on_map_outlines, hybrid-aquatic:marshes, yungsextras:has_structure/swamp_structures, ae2:has_meteorites, naturalist:has_lizard, endermanoverhaul:cave_spawns, naturalist:has_bass, c:swamp, betterdungeons:has_structure/spider_dungeon, naturalist:has_snail, endermanoverhaul:swamp_spawns, c:climate_wet, betterstrongholds:has_structure/stronghold, t_and_t:has_structure/village_mediterranean, farmersdelight:wild_carrots_whitelist"
118,"still_life:mediterranean_river","minecraft:water_on_map_outlines, loot_n_explore:has_structure/wizards_wind_tower, wildernature:spawns_pelican, naturalist:has_coral_snake, untitledduckmod:duck_spawn, supplementaries:has_cave_urns, minecraft:is_river, friendsandfoes:has_rascal, c:river, elemental_wizards_rpg:has_structure/water_wizard_river, naturalist:has_duck, structory:has_structure/ruins, bettermineshafts:has_structure/mineshaft, vinery:spawns_grape, naturalist:has_bass, still_life:is_still_life, minecraft:has_structure/ruined_portal_standard, minecraft:is_overworld, c:in_overworld, hybrid-aquatic:rivers, minecraft:required_ocean_monument_surrounding, c:aquatic, c:is_water, farmersdelight:wild_onions_whitelist, farmersdelight:wild_potatoes_whitelist, supplementaries:has_way_signs, c:climate_wet, betterstrongholds:has_structure/stronghold, minecraft:more_frequent_drowned_spawns, minecraft:plays_underwater_music, minecraft:reduce_water_ambient_spawns, minecraft:has_structure/stronghold, supplementaries:has_wild_flax, betterdungeons:has_structure/spider_dungeon, minecraft:has_structure/mineshaft, ae2:has_meteorites, naturalist:has_snail, betterdungeons:has_structure/small_dungeon, betterdungeons:has_structure/skeleton_dungeon, structory_towers:has_structure/towers, farmersdelight:wild_carrots_whitelist, galosphere:has_structure/forgotten_ruins, minecraft:stronghold_biased_to, betterdungeons:has_structure/zombie_dungeon, elemental_wizards_rpg:has_structure/wind_wizard, untitledduckmod:goose_spawn, explorify:has_structure/ruins"
119,"still_life:mediterranean_shrubland","friendsandfoes:has_rascal, betterdungeons:has_structure/small_dungeon, towns_and_towers:has_structure/exclusives/village_mediterranean, betterdungeons:has_structure/zombie_dungeon, farmersdelight:wild_carrots_whitelist, explorify:has_structure/ruins, minecraft:stronghold_biased_to, supplementaries:has_cave_urns, structory:has_structure/ruins, galosphere:has_structure/forgotten_ruins, betterdungeons:has_structure/skeleton_dungeon, supplementaries:has_wild_flax, minecraft:is_overworld, betterdungeons:has_structure/spider_dungeon, towns_and_towers:has_structure/exclusives/pillager_outpost_mediterranean, minecraft:has_structure/stronghold, farmersdelight:wild_onions_whitelist, supplementaries:has_way_signs, c:in_overworld, minecraft:has_structure/mineshaft, still_life:is_still_life, farmersdelight:wild_potatoes_whitelist, ae2:has_meteorites, t_and_t:has_structure/village_mediterranean, betterstrongholds:has_structure/stronghold, bettermineshafts:has_structure/mineshaft, structory_towers:has_structure/towers"
120,"still_life:mediterranean_steppe","naturalist:has_butterfly, minecraft:has_structure/mineshaft, minecraft:has_structure/village_plains, naturalist:has_firefly, betterstrongholds:has_structure/better_stronghold, wildernature:spawns_bison, bettermineshafts:has_structure/better_mineshaft_oak, explorify:has_structure/tavern, supplementaries:has_cave_urns, naturalist:has_snail, naturalist:has_robin, still_life:is_still_life, c:in_overworld, minecraft:has_structure/stronghold, structory_towers:has_structure/towers, explorify:has_structure/farmstead, towns_and_towers:has_structure/exclusives/pillager_outpost_iberian, c:plains, farmersdelight:wild_onions_whitelist, loot_n_explore:has_structure/wizards_plains_structures, minecraft:is_overworld, betterdungeons:has_structure/skeleton_dungeon, farmersdelight:wild_potatoes_whitelist, galosphere:has_structure/forgotten_ruins, explorify:has_structure/watchtower_plains, untitledduckmod:goose_spawn, t_and_t:has_structure/village_mediterranean, vinery:spawns_grape, supplementaries:has_wild_flax, minecraft:stronghold_biased_to, farmersdelight:wild_carrots_whitelist, explorify:has_structure/ruins, supplementaries:has_way_signs, betterdungeons:has_structure/zombie_dungeon, friendsandfoes:has_rascal, naturalist:has_deer, betterdungeons:has_structure/spider_dungeon, betterdungeons:has_structure/small_dungeon, betterstrongholds:has_structure/stronghold, towns_and_towers:has_structure/exclusives/village_iberian, naturalist:has_sparrow, structory:has_structure/ruins, bettermineshafts:has_structure/mineshaft, naturalist:has_snake, ae2:has_meteorites, structory:has_structure/northern_ruin"
121,"still_life:mediterranean_swamp","endermanoverhaul:cave_spawns, still_life:is_still_life, farmersdelight:wild_carrots_whitelist, naturalist:has_alligator, structory_towers:has_structure/towers, explorify:has_structure/ruins, meadow:spawns_water_buffalo, naturalist:has_catfish, naturalist:has_bass, naturalist:has_firefly, minecraft:has_structure/ruined_portal_swamp, betterwitchhuts:has_structure/witch_circle, farmersdelight:wild_potatoes_whitelist, minecraft:has_structure/swamp_hut, c:climate_wet, c:swamp, endermanoverhaul:all_spawns, yungsextras:has_structure/swamp_structures, betterstrongholds:has_structure/stronghold, hybrid-aquatic:swamp, supplementaries:has_wild_flax, minecraft:is_swamp, naturalist:has_lizard, naturalist:has_snake, minecraft:water_on_map_outlines, naturalist:has_dragonfly, c:in_overworld, betterwitchhuts:has_structure/better_witch_hut, t_and_t:has_structure/village_swamp, supplementaries:has_way_signs, betterdungeons:has_structure/skeleton_dungeon, t_and_t:has_structure/village_mediterranean, naturalist:has_tortoise, minecraft:allows_surface_slime_spawns, bettermineshafts:has_structure/mineshaft, friendsandfoes:has_rascal, ribbits:has_structure/ribbit_village, minecraft:has_structure/mineshaft, farmersdelight:wild_onions_whitelist, minecraft:is_overworld, betterdungeons:has_structure/zombie_dungeon, supplementaries:has_cave_urns, betterdungeons:has_structure/spider_dungeon, galosphere:has_structure/forgotten_ruins, naturalist:has_cardinal, minecraft:has_structure/stronghold, betterdungeons:has_structure/small_dungeon, minecraft:has_closer_water_fog, minecraft:stronghold_biased_to, naturalist:has_snail, untitledduckmod:duck_spawn, ae2:has_meteorites, naturalist:has_duck, endermanoverhaul:swamp_spawns, naturalist:has_butterfly, structory:has_structure/ruins, betterwitchhuts:has_structure/witch_hut"
122,"still_life:mediterranean_wooded_highlands","supplementaries:has_way_signs, supplementaries:has_wild_flax, naturalist:has_boar, vinery:spawns_grape, explorify:has_structure/mausoleum, bettermineshafts:has_structure/better_mineshaft_overgrown, betterdungeons:has_structure/skeleton_dungeon, minecraft:has_structure/mineshaft, betterdungeons:has_structure/zombie_dungeon, betterdungeons:has_structure/spider_dungeon, minecraft:is_hill, naturalist:has_canary, minecraft:is_mountain, betterstrongholds:has_structure/stronghold, minecraft:has_structure/pillager_outpost, friendsandfoes:has_rascal, galosphere:has_structure/forgotten_ruins, naturalist:has_bluejay, explorify:has_structure/ruins, meadow:spawns_umbra_cow, bettermineshafts:has_structure/mineshaft, meadow:spawns_buffalo, betterstrongholds:has_structure/better_stronghold, structory:has_structure/ruins, minecraft:stronghold_biased_to, wildernature:spawns_owl, c:forest, t_and_t:has_structure/village_mediterranean, ecologics:has_squirrel, wildernature:spawns_deer, minecraft:has_structure/ruined_portal_standard, wildernature:spawns_boar, structory_towers:has_structure/towers, minecraft:is_overworld, farmersdelight:wild_potatoes_whitelist, farmersdelight:wild_onions_whitelist, farm_and_charm:spawns_wild_emmer, crittersandcompanions:silk_cocoon_spawns, still_life:is_still_life, minecraft:has_structure/stronghold, loot_n_explore:has_structure/wizards_earth_tower, naturalist:has_snail, structory_towers:shattered_biomes, wildernature:spawns_turkey, c:in_overworld, naturalist:has_butterfly, naturalist:has_cardinal, naturalist:has_robin, farm_and_charm:spawns_wild_potatoes, elemental_wizards_rpg:has_structure/wind_wizard_monolith, betterdungeons:has_structure/small_dungeon, bakery:spawns_strawberries, wildernature:spawns_hedgehog, naturalist:has_lizard, elemental_wizards_rpg:has_structure/earth_wizard, minecraft:has_structure/ruined_portal_mountain, naturalist:has_snake, herbalbrews:mountain_biomes, farmersdelight:wild_carrots_whitelist, c:mountain, underground_bunkers:has_structure/underground_bunker_biomes, farm_and_charm:spawns_wild_strawberries, farm_and_charm:spawns_wild_flowers, minecraft:has_structure/trail_ruins, ae2:has_meteorites, farm_and_charm:spawns_wild_crops, minecraft:is_forest, naturalist:has_firefly, naturalist:has_bear, vinery:spawns_taiga_grape, meadow:spawns_rocky_sheep, naturalist:has_finch, loot_n_explore:has_structure/wizards_wind_monolith, supplementaries:has_cave_urns, naturalist:has_deer"
123,"betterend:megalake","minecraft:spawns_cold_variant_farm_animals, c:in_the_end, c:is_end_highland, minecraft:spawns_cold_variant_frogs, endermanoverhaul:end_spawns, endermanoverhaul:end_islands_spawns, betterend:has_structure/megalake, minecraft:is_end"
124,"betterend:megalake_grove","minecraft:spawns_cold_variant_farm_animals, c:in_the_end, betterend:has_structure/megalake_small, c:is_end_highland, minecraft:spawns_cold_variant_frogs, endermanoverhaul:end_spawns, endermanoverhaul:end_islands_spawns, minecraft:is_end"
125,"still_life:mire","endermanoverhaul:cave_spawns, still_life:is_still_life, farmersdelight:wild_carrots_whitelist, naturalist:has_alligator, structory_towers:has_structure/towers, explorify:has_structure/ruins, meadow:spawns_water_buffalo, naturalist:has_catfish, naturalist:has_bass, naturalist:has_firefly, minecraft:has_structure/ruined_portal_swamp, towns_and_towers:has_structure/pillager_outpost_swamp, betterwitchhuts:has_structure/witch_circle, farmersdelight:wild_potatoes_whitelist, minecraft:has_structure/swamp_hut, c:climate_wet, c:swamp, endermanoverhaul:all_spawns, yungsextras:has_structure/swamp_structures, betterstrongholds:has_structure/stronghold, supplementaries:has_wild_flax, minecraft:is_swamp, naturalist:has_lizard, naturalist:has_snake, minecraft:water_on_map_outlines, naturalist:has_dragonfly, c:in_overworld, betterwitchhuts:has_structure/better_witch_hut, t_and_t:has_structure/village_swamp, supplementaries:has_way_signs, betterdungeons:has_structure/skeleton_dungeon, naturalist:has_tortoise, minecraft:allows_surface_slime_spawns, bettermineshafts:has_structure/mineshaft, friendsandfoes:has_rascal, ribbits:has_structure/ribbit_village, minecraft:has_structure/mineshaft, farmersdelight:wild_onions_whitelist, minecraft:is_overworld, betterdungeons:has_structure/zombie_dungeon, supplementaries:has_cave_urns, betterdungeons:has_structure/spider_dungeon, galosphere:has_structure/forgotten_ruins, naturalist:has_cardinal, minecraft:has_structure/stronghold, betterdungeons:has_structure/small_dungeon, minecraft:has_closer_water_fog, minecraft:stronghold_biased_to, naturalist:has_snail, towns_and_towers:has_structure/village_swamp_boat, untitledduckmod:duck_spawn, ae2:has_meteorites, naturalist:has_duck, endermanoverhaul:swamp_spawns, naturalist:has_butterfly, structory:has_structure/ruins, betterwitchhuts:has_structure/witch_hut"
126,"still_life:mixed_forest_steppe","explorify:has_structure/watchtower_plains, towns_and_towers:has_structure/pillager_outpost_sunflower_plains, minecraft:has_structure/pillager_outpost, bettermineshafts:has_structure/better_mineshaft_oak, naturalist:has_firefly, loot_n_explore:has_structure/wizards_plains_structures, supplementaries:has_cave_urns, friendsandfoes:has_rascal, naturalist:has_robin, structory:has_structure/northern_ruin, towns_and_towers:has_structure/village_sunflower_plains_farm, structory:has_structure/ruins, bettermineshafts:has_structure/mineshaft, vinery:spawns_grape, naturalist:has_snake, still_life:is_still_life, minecraft:is_overworld, c:in_overworld, betterstrongholds:has_structure/better_stronghold, naturalist:has_deer, t_and_t:has_structure/village_plains, farmersdelight:wild_onions_whitelist, naturalist:has_sparrow, naturalist:has_butterfly, supplementaries:has_way_signs, c:plains, betterstrongholds:has_structure/stronghold, farmersdelight:wild_potatoes_whitelist, ae2:has_meteorites, minecraft:has_structure/stronghold, supplementaries:has_wild_flax, betterdungeons:has_structure/spider_dungeon, minecraft:has_structure/mineshaft, explorify:has_structure/tavern, naturalist:has_snail, explorify:has_structure/farmstead, wildernature:spawns_bison, betterdungeons:has_structure/small_dungeon, betterdungeons:has_structure/skeleton_dungeon, structory_towers:has_structure/towers, farmersdelight:wild_carrots_whitelist, galosphere:has_structure/forgotten_ruins, minecraft:stronghold_biased_to, minecraft:has_structure/village_plains, betterdungeons:has_structure/zombie_dungeon, untitledduckmod:goose_spawn, explorify:has_structure/ruins"
