"Mod name","Registry name","Item ID","Display name","Durability","Tags"
"Unknown","advancednetherite:netherite_gold_pickaxe",1884,"Netherite-Gold Pickaxe",2313,"advancednetherite:pickaxes/upgrade_to_netherite_emerald, minecraft:cluster_max_harvestables, minecraft:piglin_loved, minecraft:breaks_decorated_pots, advancednetherite:tiers/tools, galosphere:weapon_racks_can_hold, minecraft:pickaxes, minecraft:tools, advancednetherite:tiers/tools/netherite_gold, galosphere:preservable_items, tooltiprareness:epic_item, advancednetherite:pickaxes/netherite_gold, galosphere:stonefish_repellent"
"Unknown","advancednetherite:netherite_gold_shovel",1888,"Netherite-Gold Shovel",2313,"minecraft:tools, advancednetherite:tiers/tools, galosphere:preservable_items, minecraft:shovels, minecraft:piglin_loved, advancednetherite:shovels/netherite_gold, galosphere:weapon_racks_can_hold, advancednetherite:shovels/upgrade_to_netherite_emerald, advancednetherite:tiers/tools/netherite_gold, tooltiprareness:epic_item, minecraft:breaks_decorated_pots"
"Unknown","advancednetherite:netherite_gold_sword",1892,"Netherite-Gold Sword",2313,"minecraft:tools, advancednetherite:tiers/tools, galosphere:preservable_items, minecraft:piglin_loved, galosphere:weapon_racks_can_hold, minecraft:swords, advancednetherite:swords/upgrade_to_netherite_emerald, advancednetherite:tiers/tools/netherite_gold, tooltiprareness:epic_item, minecraft:breaks_decorated_pots, advancednetherite:swords/netherite_gold"
"Unknown","advancednetherite:netherite_iron_axe",1875,"Netherite-Iron Axe",2281,"minecraft:axes, advancednetherite:tiers/tools, galosphere:preservable_items, minecraft:tools, advancednetherite:axes/netherite_iron, galosphere:weapon_racks_can_hold, advancednetherite:tiers/tools/netherite_iron, tooltiprareness:epic_item, advancednetherite:axes/upgrade_to_netherite_gold, immersive_armors:axes, minecraft:breaks_decorated_pots"
"Unknown","advancednetherite:netherite_iron_boots",1862,"Netherite-Iron Boots",507,"advancednetherite:tiers/armor/netherite_iron, c:boots, advancednetherite:boots/netherite_iron, bookshelf:armor, minecraft:trimmable_armor, advancednetherite:boots/upgrade_to_netherite_gold, advancednetherite:config/pacify_phantoms, c:armors, galosphere:preservable_items, tooltiprareness:epic_item, c:armor, advancednetherite:tiers/armor, bookshelf:boots"
"Unknown","advancednetherite:netherite_iron_chestplate",1860,"Netherite-Iron Chestplate",624,"advancednetherite:tiers/armor/netherite_iron, advancednetherite:chestplates/netherite_iron, bookshelf:armor, minecraft:trimmable_armor, bookshelf:chestplates, advancednetherite:config/pacify_phantoms, c:armors, galosphere:preservable_items, tooltiprareness:epic_item, c:armor, c:chestplates, advancednetherite:tiers/armor, advancednetherite:chestplates/upgrade_to_netherite_gold"
"Unknown","advancednetherite:netherite_iron_helmet",1859,"Netherite-Iron Helmet",429,"advancednetherite:tiers/armor/netherite_iron, advancednetherite:helmets/upgrade_to_netherite_gold, c:helmets, bookshelf:armor, minecraft:trimmable_armor, advancednetherite:helmets/netherite_iron, advancednetherite:config/pacify_phantoms, c:armors, galosphere:preservable_items, tooltiprareness:epic_item, c:armor, advancednetherite:tiers/armor, bookshelf:helmets"
"Unknown","advancednetherite:netherite_iron_hoe",1879,"Netherite-Iron Hoe",2281,"minecraft:hoes, advancednetherite:tiers/tools, galosphere:weapon_racks_can_hold, advancednetherite:tiers/tools/netherite_iron, minecraft:breaks_decorated_pots, galosphere:preservable_items, minecraft:tools, advancednetherite:hoes/netherite_iron, advancednetherite:hoes/upgrade_to_netherite_gold, tooltiprareness:epic_item"
"Unknown","advancednetherite:netherite_iron_leggings",1861,"Netherite-Iron Leggings",585,"advancednetherite:tiers/armor/netherite_iron, c:leggings, advancednetherite:leggings/upgrade_to_netherite_gold, bookshelf:armor, minecraft:trimmable_armor, advancednetherite:leggings/netherite_iron, advancednetherite:config/pacify_phantoms, c:armors, galosphere:preservable_items, tooltiprareness:epic_item, c:armor, bookshelf:leggings, advancednetherite:tiers/armor"
"Unknown","advancednetherite:netherite_iron_pickaxe",1883,"Netherite-Iron Pickaxe",2281,"galosphere:stonefish_repellent, galosphere:weapon_racks_can_hold, minecraft:cluster_max_harvestables, advancednetherite:tiers/tools, minecraft:tools, advancednetherite:tiers/tools/netherite_iron, advancednetherite:pickaxes/upgrade_to_netherite_gold, galosphere:preservable_items, minecraft:breaks_decorated_pots, advancednetherite:pickaxes/netherite_iron, minecraft:pickaxes, tooltiprareness:epic_item"
"Unknown","advancednetherite:netherite_iron_shovel",1887,"Netherite-Iron Shovel",2281,"advancednetherite:shovels/netherite_iron, advancednetherite:tiers/tools, galosphere:weapon_racks_can_hold, advancednetherite:shovels/upgrade_to_netherite_gold, advancednetherite:tiers/tools/netherite_iron, minecraft:breaks_decorated_pots, galosphere:preservable_items, minecraft:shovels, minecraft:tools, tooltiprareness:epic_item"
"Unknown","advancednetherite:netherite_iron_sword",1891,"Netherite-Iron Sword",2281,"advancednetherite:tiers/tools, galosphere:weapon_racks_can_hold, advancednetherite:tiers/tools/netherite_iron, minecraft:breaks_decorated_pots, galosphere:preservable_items, minecraft:tools, advancednetherite:swords/netherite_iron, minecraft:swords, tooltiprareness:epic_item, advancednetherite:swords/upgrade_to_netherite_gold"
"Unknown","ae2:certus_quartz_axe",25053,"Certus Quartz Axe",250,"minecraft:tools, minecraft:axes, ae2:quartz_axe, minecraft:breaks_decorated_pots, galosphere:preservable_items, galosphere:weapon_racks_can_hold, immersive_armors:axes"
"Unknown","ae2:certus_quartz_cutting_knife",25059,"Certus Quartz Cutting Knife",50,"ae2:knife"
"Unknown","ae2:certus_quartz_hoe",25054,"Certus Quartz Hoe",250,"minecraft:tools, minecraft:hoes, ae2:quartz_hoe, galosphere:preservable_items, minecraft:breaks_decorated_pots, galosphere:weapon_racks_can_hold"
"Unknown","ae2:certus_quartz_pickaxe",25056,"Certus Quartz Pickaxe",250,"minecraft:pickaxes, minecraft:tools, galosphere:preservable_items, ae2:quartz_pickaxe, minecraft:breaks_decorated_pots, galosphere:weapon_racks_can_hold"
"Unknown","ae2:certus_quartz_shovel",25055,"Certus Quartz Shovel",250,"minecraft:tools, galosphere:preservable_items, minecraft:breaks_decorated_pots, ae2:quartz_shovel, galosphere:weapon_racks_can_hold, minecraft:shovels"
"Unknown","ae2:certus_quartz_sword",25057,"Certus Quartz Sword",250,"minecraft:tools, galosphere:preservable_items, ae2:quartz_sword, minecraft:breaks_decorated_pots, minecraft:swords, galosphere:weapon_racks_can_hold"
"Unknown","ae2:fluix_axe",25068,"Fluix Axe",750,"minecraft:axes, minecraft:tools, galosphere:preservable_items, minecraft:breaks_decorated_pots, immersive_armors:axes, galosphere:weapon_racks_can_hold"
"Unknown","ae2:fluix_hoe",25069,"Fluix Hoe",750,"galosphere:weapon_racks_can_hold, minecraft:breaks_decorated_pots, minecraft:hoes, galosphere:preservable_items, minecraft:tools"
"Unknown","ae2:fluix_pickaxe",25071,"Fluix Pickaxe",750,"minecraft:pickaxes, galosphere:weapon_racks_can_hold, minecraft:breaks_decorated_pots, galosphere:preservable_items, minecraft:tools"
"Unknown","ae2:fluix_shovel",25070,"Fluix Shovel",750,"galosphere:weapon_racks_can_hold, minecraft:breaks_decorated_pots, galosphere:preservable_items, minecraft:shovels, minecraft:tools"
"Unknown","ae2:fluix_sword",25072,"Fluix Sword",750,"galosphere:weapon_racks_can_hold, minecraft:swords, minecraft:breaks_decorated_pots, galosphere:preservable_items, minecraft:tools"
"Unknown","ae2:nether_quartz_axe",25060,"Nether Quartz Axe",250,"minecraft:tools, minecraft:axes, ae2:quartz_axe, minecraft:breaks_decorated_pots, galosphere:preservable_items, galosphere:weapon_racks_can_hold, immersive_armors:axes"
"Unknown","ae2:nether_quartz_cutting_knife",25066,"Nether Quartz Cutting Knife",50,"ae2:knife"
"Unknown","ae2:nether_quartz_hoe",25061,"Nether Quartz Hoe",250,"minecraft:tools, minecraft:hoes, ae2:quartz_hoe, galosphere:preservable_items, minecraft:breaks_decorated_pots, galosphere:weapon_racks_can_hold"
"Unknown","ae2:nether_quartz_pickaxe",25063,"Nether Quartz Pickaxe",250,"minecraft:pickaxes, minecraft:tools, galosphere:preservable_items, ae2:quartz_pickaxe, minecraft:breaks_decorated_pots, galosphere:weapon_racks_can_hold"
"Unknown","ae2:nether_quartz_shovel",25062,"Nether Quartz Shovel",250,"minecraft:tools, galosphere:preservable_items, minecraft:breaks_decorated_pots, ae2:quartz_shovel, galosphere:weapon_racks_can_hold, minecraft:shovels"
"Unknown","ae2:nether_quartz_sword",25064,"Nether Quartz Sword",250,"minecraft:tools, galosphere:preservable_items, ae2:quartz_sword, minecraft:breaks_decorated_pots, minecraft:swords, galosphere:weapon_racks_can_hold"
"Unknown","bakery:bread_knife",1964,"Bread Knife",250,"minecraft:tools, bakery:knives, minecraft:breaks_decorated_pots, farmersdelight:tools/knives, galosphere:weapon_racks_can_hold, farmersdelight:straw_harvesters, galosphere:preservable_items"
"Unknown","bakery:rolling_pin",1963,"Rolling Pin",59,""
"Unknown","bakery:small_cooking_pot",1965,"Small Cooking Pot",200,"farm_and_charm:hangable"
"Unknown","betterend:aeternium_axe",2160,"Aeternium Axe",2196,"amendments:goes_in_tripwire_hook, galosphere:weapon_racks_can_hold, minecraft:breaks_decorated_pots, fabric:axes, galosphere:preservable_items, minecraft:tools, c:tools, minecraft:axes, c:axes, immersive_armors:axes"
"Unknown","betterend:aeternium_boots",2150,"Aeternium Boots",520,""
"Unknown","betterend:aeternium_chestplate",2148,"Aeternium Chestplate",640,""
"Unknown","betterend:aeternium_hammer",2162,"Aeternium Smith Hammer",2196,"galosphere:weapon_racks_can_hold, minecraft:breaks_decorated_pots, galosphere:preservable_items, minecraft:tools, c:hammers"
"Unknown","betterend:aeternium_helmet",2147,"Aeternium Helmet",440,""
"Unknown","betterend:aeternium_hoe",2161,"Aeternium Hoe",2196,"galosphere:weapon_racks_can_hold, galosphere:preservable_items, minecraft:breaks_decorated_pots, c:hoes, c:tools, minecraft:hoes, fabric:hoes, amendments:goes_in_tripwire_hook, minecraft:tools"
"Unknown","betterend:aeternium_leggings",2149,"Aeternium Leggings",600,""
"Unknown","betterend:aeternium_pickaxe",2159,"Aeternium Pickaxe",2196,"fabric:pickaxes, galosphere:weapon_racks_can_hold, minecraft:tools, galosphere:preservable_items, minecraft:breaks_decorated_pots, c:pickaxes, c:tools, minecraft:pickaxes, amendments:goes_in_tripwire_hook"
"Unknown","betterend:aeternium_shovel",2157,"Aeternium Shovel",2196,"galosphere:weapon_racks_can_hold, minecraft:shovels, galosphere:preservable_items, fabric:shovels, minecraft:breaks_decorated_pots, c:tools, c:shovels, amendments:goes_in_tripwire_hook, minecraft:tools"
"Unknown","betterend:aeternium_sword",2158,"Aeternium Sword",2196,"minecraft:swords, galosphere:weapon_racks_can_hold, fabric:swords, galosphere:preservable_items, minecraft:breaks_decorated_pots, c:tools, c:swords, amendments:goes_in_tripwire_hook, minecraft:tools"
"Unknown","betterend:crystalite_boots",2154,"Crystalite Boots",390,""
"Unknown","betterend:crystalite_chestplate",2152,"Crystalite Chestplate",480,""
"Unknown","betterend:crystalite_helmet",2151,"Crystalite Helmet",330,""
"Unknown","betterend:crystalite_leggings",2153,"Crystalite Leggings",450,""
"Unknown","betterend:diamond_hammer",2172,"Diamond Smith Hammer",1561,"galosphere:weapon_racks_can_hold, minecraft:breaks_decorated_pots, galosphere:preservable_items, minecraft:tools, c:hammers"
"Unknown","betterend:elytra_armored",2155,"Armored Elytra",900,"trinkets:chest/cape"
"Unknown","betterend:elytra_crystalite",2156,"Crystalite Elytra",650,"trinkets:chest/cape"
"Unknown","betterend:golden_hammer",2171,"Golden Smith Hammer",32,"galosphere:weapon_racks_can_hold, minecraft:breaks_decorated_pots, galosphere:preservable_items, minecraft:tools, c:hammers"
"Unknown","betterend:iron_hammer",2170,"Iron Smith Hammer",250,"galosphere:weapon_racks_can_hold, minecraft:breaks_decorated_pots, galosphere:preservable_items, minecraft:tools, c:hammers"
"Unknown","betterend:netherite_hammer",2173,"Netherite Smith Hammer",2031,"galosphere:weapon_racks_can_hold, minecraft:breaks_decorated_pots, galosphere:preservable_items, minecraft:tools, c:hammers"
"Unknown","betterend:terminite_axe",2796,"Terminite Axe",1230,"amendments:goes_in_tripwire_hook, galosphere:weapon_racks_can_hold, minecraft:breaks_decorated_pots, fabric:axes, galosphere:preservable_items, minecraft:tools, c:tools, minecraft:axes, c:axes, immersive_armors:axes"
"Unknown","betterend:terminite_boots",2803,"Terminite Boots",1230,""
"Unknown","betterend:terminite_chestplate",2801,"Terminite Chestplate",1230,""
"Unknown","betterend:terminite_hammer",2798,"Terminite Smith Hammer",1230,"galosphere:weapon_racks_can_hold, minecraft:breaks_decorated_pots, galosphere:preservable_items, minecraft:tools, c:hammers"
"Unknown","betterend:terminite_helmet",2800,"Terminite Helmet",1230,""
"Unknown","betterend:terminite_hoe",2797,"Terminite Hoe",1230,"galosphere:weapon_racks_can_hold, galosphere:preservable_items, minecraft:breaks_decorated_pots, c:hoes, c:tools, minecraft:hoes, fabric:hoes, amendments:goes_in_tripwire_hook, minecraft:tools"
"Unknown","betterend:terminite_leggings",2802,"Terminite Leggings",1230,""
"Unknown","betterend:terminite_pickaxe",2795,"Terminite Pickaxe",1230,"fabric:pickaxes, galosphere:weapon_racks_can_hold, minecraft:tools, galosphere:preservable_items, minecraft:breaks_decorated_pots, c:pickaxes, c:tools, minecraft:pickaxes, amendments:goes_in_tripwire_hook"
"Unknown","betterend:terminite_shovel",2793,"Terminite Shovel",1230,"galosphere:weapon_racks_can_hold, minecraft:shovels, galosphere:preservable_items, fabric:shovels, minecraft:breaks_decorated_pots, c:tools, c:shovels, amendments:goes_in_tripwire_hook, minecraft:tools"
"Unknown","betterend:terminite_sword",2794,"Terminite Sword",1230,"minecraft:swords, galosphere:weapon_racks_can_hold, fabric:swords, galosphere:preservable_items, minecraft:breaks_decorated_pots, c:tools, c:swords, amendments:goes_in_tripwire_hook, minecraft:tools"
"Unknown","betterend:thallasium_axe",2749,"Thallasium Axe",320,"amendments:goes_in_tripwire_hook, galosphere:weapon_racks_can_hold, minecraft:breaks_decorated_pots, fabric:axes, galosphere:preservable_items, minecraft:tools, c:tools, minecraft:axes, c:axes, immersive_armors:axes"
"Unknown","betterend:thallasium_boots",2756,"Thallasium Boots",320,""
"Unknown","betterend:thallasium_chestplate",2754,"Thallasium Chestplate",320,""
"Unknown","betterend:thallasium_hammer",2751,"Thallasium Hammer",320,"galosphere:weapon_racks_can_hold, minecraft:breaks_decorated_pots, galosphere:preservable_items, minecraft:tools, c:hammers"
"Unknown","betterend:thallasium_helmet",2753,"Thallasium Helmet",320,""
"Unknown","betterend:thallasium_hoe",2750,"Thallasium Hoe",320,"galosphere:weapon_racks_can_hold, galosphere:preservable_items, minecraft:breaks_decorated_pots, c:hoes, c:tools, minecraft:hoes, fabric:hoes, amendments:goes_in_tripwire_hook, minecraft:tools"
"Unknown","betterend:thallasium_leggings",2755,"Thallasium Leggings",320,""
"Unknown","betterend:thallasium_pickaxe",2748,"Thallasium Pickaxe",320,"fabric:pickaxes, galosphere:weapon_racks_can_hold, minecraft:tools, galosphere:preservable_items, minecraft:breaks_decorated_pots, c:pickaxes, c:tools, minecraft:pickaxes, amendments:goes_in_tripwire_hook"
"Unknown","betterend:thallasium_shovel",2746,"Thallasium Shovel",320,"galosphere:weapon_racks_can_hold, minecraft:shovels, galosphere:preservable_items, fabric:shovels, minecraft:breaks_decorated_pots, c:tools, c:shovels, amendments:goes_in_tripwire_hook, minecraft:tools"
"Unknown","betterend:thallasium_sword",2747,"Thallasium Sword",320,"minecraft:swords, galosphere:weapon_racks_can_hold, fabric:swords, galosphere:preservable_items, minecraft:breaks_decorated_pots, c:tools, c:swords, amendments:goes_in_tripwire_hook, minecraft:tools"
"Unknown","betternether:cincinnasite_axe",1811,"Cincinnasite Axe",512,"amendments:goes_in_tripwire_hook, galosphere:weapon_racks_can_hold, minecraft:breaks_decorated_pots, fabric:axes, galosphere:preservable_items, minecraft:tools, c:tools, minecraft:axes, c:axes, immersive_armors:axes"
"Unknown","betternether:cincinnasite_axe_diamond",1830,"Cincinnasite-Diamond Axe",2061,"amendments:goes_in_tripwire_hook, galosphere:weapon_racks_can_hold, minecraft:breaks_decorated_pots, fabric:axes, galosphere:preservable_items, minecraft:tools, c:tools, minecraft:axes, c:axes, immersive_armors:axes"
"Unknown","betternether:cincinnasite_boots",1819,"Cincinnasite Boots",156,"environmentz:warm_armor"
"Unknown","betternether:cincinnasite_chestplate",1818,"Cincinnasite Chestplate",192,"environmentz:warm_armor"
"Unknown","betternether:cincinnasite_helmet",1820,"Cincinnasite Helmet",132,"environmentz:warm_armor"
"Unknown","betternether:cincinnasite_hoe",1814,"Cincinnasite Hoe",512,"galosphere:weapon_racks_can_hold, galosphere:preservable_items, minecraft:breaks_decorated_pots, c:hoes, c:tools, minecraft:hoes, fabric:hoes, amendments:goes_in_tripwire_hook, minecraft:tools"
"Unknown","betternether:cincinnasite_hoe_diamond",1833,"Cincinnasite-Diamond Hoe",2061,"galosphere:weapon_racks_can_hold, galosphere:preservable_items, minecraft:breaks_decorated_pots, c:hoes, c:tools, minecraft:hoes, fabric:hoes, amendments:goes_in_tripwire_hook, minecraft:tools"
"Unknown","betternether:cincinnasite_leggings",1817,"Cincinnasite Leggings",180,"environmentz:warm_armor"
"Unknown","betternether:cincinnasite_pickaxe",1812,"Cincinnasite Pickaxe",512,"fabric:pickaxes, galosphere:weapon_racks_can_hold, minecraft:tools, galosphere:preservable_items, minecraft:breaks_decorated_pots, c:pickaxes, c:tools, minecraft:pickaxes, amendments:goes_in_tripwire_hook"
"Unknown","betternether:cincinnasite_pickaxe_diamond",1831,"Cincinnasite-Diamond Pickaxe",2061,"fabric:pickaxes, galosphere:weapon_racks_can_hold, minecraft:tools, galosphere:preservable_items, minecraft:breaks_decorated_pots, c:pickaxes, c:tools, minecraft:pickaxes, amendments:goes_in_tripwire_hook"
"Unknown","betternether:cincinnasite_shears",1816,"Cincinnasite Shears",384,"galosphere:weapon_racks_can_hold, galosphere:preservable_items, meadow:shears, minecraft:breaks_decorated_pots, fabric:shears, bookshelf:shears, naturalist:shears, c:shears, minecraft:tools"
"Unknown","betternether:cincinnasite_shovel",1813,"Cincinnasite Shovel",512,"galosphere:weapon_racks_can_hold, minecraft:shovels, galosphere:preservable_items, fabric:shovels, minecraft:breaks_decorated_pots, c:tools, c:shovels, amendments:goes_in_tripwire_hook, minecraft:tools"
"Unknown","betternether:cincinnasite_shovel_diamond",1832,"Cincinnasite-Diamond Shovel",2061,"galosphere:weapon_racks_can_hold, minecraft:shovels, galosphere:preservable_items, fabric:shovels, minecraft:breaks_decorated_pots, c:tools, c:shovels, amendments:goes_in_tripwire_hook, minecraft:tools"
"Unknown","betternether:cincinnasite_sword",1815,"Cincinnasite Sword",512,"minecraft:swords, galosphere:weapon_racks_can_hold, fabric:swords, galosphere:preservable_items, minecraft:breaks_decorated_pots, c:tools, c:swords, amendments:goes_in_tripwire_hook, minecraft:tools"
"Unknown","betternether:cincinnasite_sword_diamond",1834,"Cincinnasite-Diamond Sword",2061,"minecraft:swords, galosphere:weapon_racks_can_hold, fabric:swords, galosphere:preservable_items, minecraft:breaks_decorated_pots, c:tools, c:swords, amendments:goes_in_tripwire_hook, minecraft:tools"
"Unknown","betternether:flaming_ruby_axe",1835,"Fireruby Axe",2861,"amendments:goes_in_tripwire_hook, galosphere:weapon_racks_can_hold, minecraft:breaks_decorated_pots, fabric:axes, galosphere:preservable_items, minecraft:tools, c:tools, minecraft:axes, c:axes, immersive_armors:axes"
"Unknown","betternether:flaming_ruby_boots",1842,"Fireruby Boots",390,""
"Unknown","betternether:flaming_ruby_chestplate",1841,"Fireruby Chestplate",480,""
"Unknown","betternether:flaming_ruby_helmet",1843,"Fireruby Helmet",330,""
"Unknown","betternether:flaming_ruby_hoe",1838,"Fireruby Hoe",2861,"galosphere:weapon_racks_can_hold, galosphere:preservable_items, minecraft:breaks_decorated_pots, c:hoes, c:tools, minecraft:hoes, fabric:hoes, amendments:goes_in_tripwire_hook, minecraft:tools"
"Unknown","betternether:flaming_ruby_leggings",1840,"Fireruby Leggings",450,""
"Unknown","betternether:flaming_ruby_pickaxe",1836,"Fireruby Pickaxe",2861,"fabric:pickaxes, galosphere:weapon_racks_can_hold, minecraft:tools, galosphere:preservable_items, minecraft:breaks_decorated_pots, c:pickaxes, c:tools, minecraft:pickaxes, amendments:goes_in_tripwire_hook"
"Unknown","betternether:flaming_ruby_shovel",1837,"Fireruby Shovel",2861,"galosphere:weapon_racks_can_hold, minecraft:shovels, galosphere:preservable_items, fabric:shovels, minecraft:breaks_decorated_pots, c:tools, c:shovels, amendments:goes_in_tripwire_hook, minecraft:tools"
"Unknown","betternether:flaming_ruby_sword",1839,"Fireruby Sword",2861,"minecraft:swords, galosphere:weapon_racks_can_hold, fabric:swords, galosphere:preservable_items, minecraft:breaks_decorated_pots, c:tools, c:swords, amendments:goes_in_tripwire_hook, minecraft:tools"
"Unknown","betternether:nether_ruby_axe",1821,"Nether Ruby Axe",2561,"amendments:goes_in_tripwire_hook, galosphere:weapon_racks_can_hold, minecraft:breaks_decorated_pots, fabric:axes, galosphere:preservable_items, minecraft:tools, c:tools, minecraft:axes, c:axes, immersive_armors:axes"
"Unknown","betternether:nether_ruby_boots",1828,"Nether Ruby Boots",234,"environmentz:warm_armor"
"Unknown","betternether:nether_ruby_chestplate",1827,"Nether Ruby Chestplate",288,"environmentz:warm_armor"
"Unknown","betternether:nether_ruby_helmet",1829,"Nether Ruby Helmet",198,"environmentz:warm_armor"
"Unknown","betternether:nether_ruby_hoe",1824,"Nether Ruby Hoe",2561,"galosphere:weapon_racks_can_hold, galosphere:preservable_items, minecraft:breaks_decorated_pots, c:hoes, c:tools, minecraft:hoes, fabric:hoes, amendments:goes_in_tripwire_hook, minecraft:tools"
"Unknown","betternether:nether_ruby_leggings",1826,"Nether Ruby Leggings",270,"environmentz:warm_armor"
"Unknown","betternether:nether_ruby_pickaxe",1822,"Nether Ruby Pickaxe",2561,"fabric:pickaxes, galosphere:weapon_racks_can_hold, minecraft:tools, galosphere:preservable_items, minecraft:breaks_decorated_pots, c:pickaxes, c:tools, minecraft:pickaxes, amendments:goes_in_tripwire_hook"
"Unknown","betternether:nether_ruby_shovel",1823,"Nether Ruby Shovel",2561,"galosphere:weapon_racks_can_hold, minecraft:shovels, galosphere:preservable_items, fabric:shovels, minecraft:breaks_decorated_pots, c:tools, c:shovels, amendments:goes_in_tripwire_hook, minecraft:tools"
"Unknown","betternether:nether_ruby_sword",1825,"Nether Ruby Sword",2561,"minecraft:swords, galosphere:weapon_racks_can_hold, fabric:swords, galosphere:preservable_items, minecraft:breaks_decorated_pots, c:tools, c:swords, amendments:goes_in_tripwire_hook, minecraft:tools"
"Unknown","brewery:brewfest_blouse",4817,"Brewfest Blouse",64,""
"Unknown","brewery:brewfest_boots",4815,"Brewfest Boots",52,""
"Unknown","brewery:brewfest_dress",4816,"Brewfest Dress",60,""
"Unknown","brewery:brewfest_hat",4811,"Brewfest Hat",44,""
"Unknown","brewery:brewfest_hat_red",4812,"Brewfest Hat",44,""
"Unknown","brewery:brewfest_regalia",4813,"Brewfest Regalia",64,""
"Unknown","brewery:brewfest_shoes",4818,"Brewfest Shoes",52,""
"Unknown","brewery:brewfest_trousers",4814,"Brewfest Trousers",64,""
"Unknown","camping:multitool",4870,"Multitool",92,""
"Unknown","camping:walking_stick",4869,"Walking Stick",200,""
"Unknown","candlelight:chefs_boots",4943,"Chefs Boots",65,""
"Unknown","candlelight:chefs_jacket",4941,"Chefs Jacket",80,""
"Unknown","candlelight:chefs_pants",4942,"Chefs Pants",75,""
"Unknown","candlelight:cooking_hat",4940,"Cooking Hat",55,""
"Unknown","candlelight:cooking_pan",4968,"Cooking Pan",200,"farm_and_charm:hangable"
"Unknown","candlelight:dress",4945,"Dress",80,""
"Unknown","candlelight:flower_crown",4944,"Flower Crown",55,""
"Unknown","candlelight:formal_shirt",4947,"Formal Shirt",80,""
"Unknown","candlelight:gold_ring",4939,"Gold Ring",80,"candlelight:rings, trinkets:hand/ring"
"Unknown","candlelight:necktie",4948,"Necktie",55,""
"Unknown","candlelight:shirt",4946,"Shirt",80,""
"Unknown","candlelight:trousers_and_vest",4949,"Trousers and Vest",75,""
"Unknown","ecologics:crab_claw",12313,"Crab Claw",50,"c:enchantable/mining, galosphere:weapon_racks_can_hold, minecraft:tools, c:enchantables, c:tools/shears, galosphere:preservable_items, meadow:shears, c:tools, amendments:goes_in_tripwire_hook, minecraft:breaks_decorated_pots, bookshelf:shears, c:enchantable/vanishing, naturalist:shears, c:shears, c:enchantable/durability"
"Unknown","elemental_wizards_rpg:dripstone_chest",12373,"Terra Robe Top",320,"rpg_series:tier_2_equipment, spell_power:enchant_critical_chance, spell_power:enchant_critical_damage, spell_power:enchant_spell_power_soulfrost, spell_power:enchant_spell_power_sunfire, spell_power:enchant_critical, wizards:wizard_robes, rpg_series:tier_2_armors, more_rpg_classes:enchant_elemental_mastery, spell_power:enchant_spell_power_energize, spell_power:enchant_spell_power_specialized, elemental_wizards_rpg:elemental_robes"
"Unknown","elemental_wizards_rpg:dripstone_feet",12375,"Terra Boots",260,"rpg_series:tier_2_equipment, spell_power:enchant_critical_chance, spell_power:enchant_critical_damage, spell_power:enchant_spell_power_soulfrost, spell_power:enchant_spell_power_sunfire, spell_power:enchant_critical, wizards:wizard_robes, rpg_series:tier_2_armors, more_rpg_classes:enchant_elemental_mastery, spell_power:enchant_spell_power_energize, spell_power:enchant_spell_power_specialized, elemental_wizards_rpg:elemental_robes"
"Unknown","elemental_wizards_rpg:dripstone_head",12372,"Terra Hat",220,"rpg_series:tier_2_equipment, spell_power:enchant_critical_chance, spell_power:enchant_critical_damage, spell_power:enchant_spell_power_soulfrost, spell_power:enchant_spell_power_sunfire, spell_power:enchant_critical, wizards:wizard_robes, rpg_series:tier_2_armors, more_rpg_classes:enchant_elemental_mastery, spell_power:enchant_spell_power_energize, spell_power:enchant_spell_power_specialized, elemental_wizards_rpg:elemental_robes"
"Unknown","elemental_wizards_rpg:dripstone_legs",12374,"Terra Robe Bottom",300,"rpg_series:tier_2_equipment, spell_power:enchant_critical_chance, spell_power:enchant_critical_damage, spell_power:enchant_spell_power_soulfrost, spell_power:enchant_spell_power_sunfire, spell_power:enchant_critical, wizards:wizard_robes, rpg_series:tier_2_armors, more_rpg_classes:enchant_elemental_mastery, spell_power:enchant_spell_power_energize, spell_power:enchant_spell_power_specialized, elemental_wizards_rpg:elemental_robes"
"Unknown","elemental_wizards_rpg:elemental_chest",12365,"Elemental Apprentice Robe Top",160,"spell_power:enchant_critical_chance, spell_power:enchant_critical_damage, spell_power:enchant_spell_power_soulfrost, spell_power:enchant_spell_power_sunfire, rpg_series:tier_1_equipment, spell_power:enchant_critical, wizards:wizard_robes, more_rpg_classes:enchant_elemental_mastery, spell_power:enchant_spell_power_energize, spell_power:enchant_spell_power_specialized, elemental_wizards_rpg:elemental_robes, rpg_series:tier_1_armors"
"Unknown","elemental_wizards_rpg:elemental_feet",12367,"Elemental Apprentice Boots",130,"spell_power:enchant_critical_chance, spell_power:enchant_critical_damage, spell_power:enchant_spell_power_soulfrost, spell_power:enchant_spell_power_sunfire, rpg_series:tier_1_equipment, spell_power:enchant_critical, wizards:wizard_robes, more_rpg_classes:enchant_elemental_mastery, spell_power:enchant_spell_power_energize, spell_power:enchant_spell_power_specialized, elemental_wizards_rpg:elemental_robes, rpg_series:tier_1_armors"
