"Registry name","ID"
"minecraft:block.anvil.step",52
"minecraft:block.anvil.use",53
"minecraft:block.azalea.break",80
"minecraft:block.azalea.fall",81
"minecraft:block.azalea.hit",82
"minecraft:block.azalea.place",83
"minecraft:block.azalea.step",84
"minecraft:block.azalea_leaves.break",85
"minecraft:block.azalea_leaves.fall",86
"minecraft:block.azalea_leaves.hit",87
"minecraft:block.azalea_leaves.place",88
"minecraft:block.azalea_leaves.step",89
"minecraft:block.bamboo.break",90
"minecraft:block.bamboo.fall",91
"minecraft:block.bamboo.hit",92
"minecraft:block.bamboo.place",93
"minecraft:block.bamboo.step",94
"minecraft:block.bamboo_sapling.break",95
"minecraft:block.bamboo_sapling.hit",96
"minecraft:block.bamboo_sapling.place",97
"minecraft:block.bamboo_wood.break",98
"minecraft:block.bamboo_wood.fall",99
"minecraft:block.bamboo_wood.hit",100
"minecraft:block.bamboo_wood.place",101
"minecraft:block.bamboo_wood.step",102
"minecraft:block.bamboo_wood_button.click_off",107
"minecraft:block.bamboo_wood_button.click_on",108
"minecraft:block.bamboo_wood_door.close",103
"minecraft:block.bamboo_wood_door.open",104
"minecraft:block.bamboo_wood_fence_gate.close",111
"minecraft:block.bamboo_wood_fence_gate.open",112
"minecraft:block.bamboo_wood_hanging_sign.break",605
"minecraft:block.bamboo_wood_hanging_sign.fall",606
"minecraft:block.bamboo_wood_hanging_sign.hit",607
"minecraft:block.bamboo_wood_hanging_sign.place",608
"minecraft:block.bamboo_wood_hanging_sign.step",604
"minecraft:block.bamboo_wood_pressure_plate.click_off",109
"minecraft:block.bamboo_wood_pressure_plate.click_on",110
"minecraft:block.bamboo_wood_trapdoor.close",105
"minecraft:block.bamboo_wood_trapdoor.open",106
"minecraft:block.barrel.close",113
"minecraft:block.barrel.open",114
"minecraft:block.basalt.break",115
"minecraft:block.basalt.fall",119
"minecraft:block.basalt.hit",118
"minecraft:block.basalt.place",117
"minecraft:block.basalt.step",116
"minecraft:block.beacon.activate",125
"minecraft:block.beacon.ambient",126
"minecraft:block.beacon.deactivate",127
"minecraft:block.beacon.power_select",128
"minecraft:block.beehive.drip",135
"minecraft:block.beehive.enter",136
"minecraft:block.beehive.exit",137
"minecraft:block.beehive.shear",138
"minecraft:block.beehive.work",139
"minecraft:block.bell.resonate",141
"minecraft:block.bell.use",140
"minecraft:block.big_dripleaf.break",142
"minecraft:block.big_dripleaf.fall",143
"minecraft:block.big_dripleaf.hit",144
"minecraft:block.big_dripleaf.place",145
"minecraft:block.big_dripleaf.step",146
"minecraft:block.big_dripleaf.tilt_down",384
"minecraft:block.big_dripleaf.tilt_up",385
"minecraft:block.blastfurnace.fire_crackle",162
"minecraft:block.bone_block.break",154
"minecraft:block.bone_block.fall",155
"minecraft:block.bone_block.hit",156
"minecraft:block.bone_block.place",157
"minecraft:block.bone_block.step",158
"minecraft:block.brewing_stand.brew",166
"minecraft:block.bubble_column.bubble_pop",172
"minecraft:block.bubble_column.upwards_ambient",173
"minecraft:block.bubble_column.upwards_inside",174
"minecraft:block.bubble_column.whirlpool_ambient",175
"minecraft:block.bubble_column.whirlpool_inside",176
"minecraft:block.cake.add_candle",192
"minecraft:block.calcite.break",193
"minecraft:block.calcite.fall",197
"minecraft:block.calcite.hit",196
"minecraft:block.calcite.place",195
"minecraft:block.calcite.step",194
"minecraft:block.campfire.crackle",209
"minecraft:block.candle.ambient",210
"minecraft:block.candle.break",211
"minecraft:block.candle.extinguish",212
"minecraft:block.candle.fall",213
"minecraft:block.candle.hit",214
"minecraft:block.candle.place",215
"minecraft:block.candle.step",216
"minecraft:block.cave_vines.break",226
"minecraft:block.cave_vines.fall",227
"minecraft:block.cave_vines.hit",228
"minecraft:block.cave_vines.pick_berries",231
"minecraft:block.cave_vines.place",229
"minecraft:block.cave_vines.step",230
"minecraft:block.chain.break",232
"minecraft:block.chain.fall",233
"minecraft:block.chain.hit",234
"minecraft:block.chain.place",235
"minecraft:block.chain.step",236
"minecraft:block.cherry_leaves.break",247
"minecraft:block.cherry_leaves.fall",248
"minecraft:block.cherry_leaves.hit",249
"minecraft:block.cherry_leaves.place",250
"minecraft:block.cherry_leaves.step",251
"minecraft:block.cherry_sapling.break",242
"minecraft:block.cherry_sapling.fall",243
"minecraft:block.cherry_sapling.hit",244
"minecraft:block.cherry_sapling.place",245
"minecraft:block.cherry_sapling.step",246
"minecraft:block.cherry_wood.break",237
"minecraft:block.cherry_wood.fall",238
"minecraft:block.cherry_wood.hit",239
"minecraft:block.cherry_wood.place",240
"minecraft:block.cherry_wood.step",241
"minecraft:block.cherry_wood_button.click_off",261
"minecraft:block.cherry_wood_button.click_on",262
"minecraft:block.cherry_wood_door.close",257
"minecraft:block.cherry_wood_door.open",258
"minecraft:block.cherry_wood_fence_gate.close",265
"minecraft:block.cherry_wood_fence_gate.open",266
"minecraft:block.cherry_wood_hanging_sign.break",253
"minecraft:block.cherry_wood_hanging_sign.fall",254
"minecraft:block.cherry_wood_hanging_sign.hit",255
"minecraft:block.cherry_wood_hanging_sign.place",256
"minecraft:block.cherry_wood_hanging_sign.step",252
"minecraft:block.cherry_wood_pressure_plate.click_off",263
"minecraft:block.cherry_wood_pressure_plate.click_on",264
"minecraft:block.cherry_wood_trapdoor.close",259
"minecraft:block.cherry_wood_trapdoor.open",260
"minecraft:block.chest.close",267
"minecraft:block.chest.locked",268
"minecraft:block.chest.open",269
"minecraft:block.chiseled_bookshelf.break",275
"minecraft:block.chiseled_bookshelf.fall",276
"minecraft:block.chiseled_bookshelf.hit",277
"minecraft:block.chiseled_bookshelf.insert",278
"minecraft:block.chiseled_bookshelf.insert.enchanted",279
"minecraft:block.chiseled_bookshelf.pickup",281
"minecraft:block.chiseled_bookshelf.pickup.enchanted",282
"minecraft:block.chiseled_bookshelf.place",283
"minecraft:block.chiseled_bookshelf.step",280
"minecraft:block.chorus_flower.death",284
"minecraft:block.chorus_flower.grow",285
"minecraft:block.comparator.click",291
"minecraft:block.composter.empty",292
"minecraft:block.composter.fill",293
"minecraft:block.composter.fill_success",294
"minecraft:block.composter.ready",295
"minecraft:block.conduit.activate",296
"minecraft:block.conduit.ambient",297
"minecraft:block.conduit.ambient.short",298
"minecraft:block.conduit.attack.target",299
"minecraft:block.conduit.deactivate",300
"minecraft:block.copper.break",301
"minecraft:block.copper.fall",305
"minecraft:block.copper.hit",304
"minecraft:block.copper.place",303
"minecraft:block.copper.step",302
"minecraft:block.coral_block.break",306
"minecraft:block.coral_block.fall",307
"minecraft:block.coral_block.hit",308
"minecraft:block.coral_block.place",309
"minecraft:block.coral_block.step",310
"minecraft:block.crop.break",319
"minecraft:block.decorated_pot.break",329
"minecraft:block.decorated_pot.fall",330
"minecraft:block.decorated_pot.hit",331
"minecraft:block.decorated_pot.place",333
"minecraft:block.decorated_pot.shatter",334
"minecraft:block.decorated_pot.step",332
"minecraft:block.deepslate.break",340
"minecraft:block.deepslate.fall",341
"minecraft:block.deepslate.hit",342
"minecraft:block.deepslate.place",343
"minecraft:block.deepslate.step",344
"minecraft:block.deepslate_bricks.break",335
"minecraft:block.deepslate_bricks.fall",336
"minecraft:block.deepslate_bricks.hit",337
"minecraft:block.deepslate_bricks.place",338
"minecraft:block.deepslate_bricks.step",339
"minecraft:block.deepslate_tiles.break",345
"minecraft:block.deepslate_tiles.fall",346
"minecraft:block.deepslate_tiles.hit",347
"minecraft:block.deepslate_tiles.place",348
"minecraft:block.deepslate_tiles.step",349
"minecraft:block.dispenser.dispense",350
"minecraft:block.dispenser.fail",351
"minecraft:block.dispenser.launch",352
"minecraft:block.dripstone_block.break",369
"minecraft:block.dripstone_block.fall",373
"minecraft:block.dripstone_block.hit",372
"minecraft:block.dripstone_block.place",371
"minecraft:block.dripstone_block.step",370
"minecraft:block.enchantment_table.use",406
"minecraft:block.end_gateway.spawn",429
"minecraft:block.end_portal.spawn",431
"minecraft:block.end_portal_frame.fill",430
"minecraft:block.ender_chest.close",407
"minecraft:block.ender_chest.open",408
"minecraft:block.fence_gate.close",443
"minecraft:block.fence_gate.open",444
"minecraft:block.fire.ambient",454
"minecraft:block.fire.extinguish",455
"minecraft:block.flowering_azalea.break",461
"minecraft:block.flowering_azalea.fall",462
"minecraft:block.flowering_azalea.hit",463
"minecraft:block.flowering_azalea.place",464
"minecraft:block.flowering_azalea.step",465
"minecraft:block.froglight.break",487
"minecraft:block.froglight.fall",488
"minecraft:block.froglight.hit",489
"minecraft:block.froglight.place",490
"minecraft:block.froglight.step",491
"minecraft:block.frogspawn.break",493
"minecraft:block.frogspawn.fall",494
"minecraft:block.frogspawn.hatch",495
"minecraft:block.frogspawn.hit",496
"minecraft:block.frogspawn.place",497
"minecraft:block.frogspawn.step",492
"minecraft:block.fungus.break",874
"minecraft:block.fungus.fall",878
"minecraft:block.fungus.hit",877
"minecraft:block.fungus.place",876
"minecraft:block.fungus.step",875
"minecraft:block.furnace.fire_crackle",511
"minecraft:block.gilded_blackstone.break",529
"minecraft:block.gilded_blackstone.fall",530
"minecraft:block.gilded_blackstone.hit",531
"minecraft:block.gilded_blackstone.place",532
"minecraft:block.gilded_blackstone.step",533
"minecraft:block.glass.break",534
"minecraft:block.glass.fall",535
"minecraft:block.glass.hit",536
"minecraft:block.glass.place",537
"minecraft:block.glass.step",538
"minecraft:block.grass.break",569
"minecraft:block.grass.fall",570
"minecraft:block.grass.hit",571
"minecraft:block.grass.place",572
"minecraft:block.grass.step",573
"minecraft:block.gravel.break",574
"minecraft:block.gravel.fall",575
"minecraft:block.gravel.hit",576
"minecraft:block.gravel.place",577
"minecraft:block.gravel.step",578
"minecraft:block.grindstone.use",579
"minecraft:block.growing_plant.crop",580
"minecraft:block.hanging_roots.break",589
"minecraft:block.hanging_roots.fall",590
"minecraft:block.hanging_roots.hit",591
"minecraft:block.hanging_roots.place",592
"minecraft:block.hanging_roots.step",593
"minecraft:block.hanging_sign.break",595
"minecraft:block.hanging_sign.fall",596
"minecraft:block.hanging_sign.hit",597
"minecraft:block.hanging_sign.place",598
"minecraft:block.hanging_sign.step",594
"minecraft:block.honey_block.break",618
"minecraft:block.honey_block.fall",619
"minecraft:block.honey_block.hit",620
"minecraft:block.honey_block.place",621
"minecraft:block.honey_block.slide",622
"minecraft:block.honey_block.step",623
"minecraft:block.iron_door.close",666
"minecraft:block.iron_door.open",667
"minecraft:block.iron_trapdoor.close",674
"minecraft:block.iron_trapdoor.open",675
"minecraft:block.ladder.break",683
"minecraft:block.ladder.fall",684
"minecraft:block.ladder.hit",685
"minecraft:block.ladder.place",686
"minecraft:block.ladder.step",687
"minecraft:block.lantern.break",688
"minecraft:block.lantern.fall",689
"minecraft:block.lantern.hit",690
"minecraft:block.lantern.place",691
"minecraft:block.lantern.step",692
"minecraft:block.large_amethyst_bud.break",693
"minecraft:block.large_amethyst_bud.place",694
"minecraft:block.lava.ambient",695
"minecraft:block.lava.extinguish",696
"minecraft:block.lava.pop",697
"minecraft:block.lever.click",700
"minecraft:block.lily_pad.place",1362
"minecraft:block.lodestone.break",714
"minecraft:block.lodestone.fall",718
"minecraft:block.lodestone.hit",717
"minecraft:block.lodestone.place",716
"minecraft:block.lodestone.step",715
"minecraft:block.mangrove_roots.break",726
"minecraft:block.mangrove_roots.fall",727
"minecraft:block.mangrove_roots.hit",728
"minecraft:block.mangrove_roots.place",729
"minecraft:block.mangrove_roots.step",730
"minecraft:block.medium_amethyst_bud.break",731
"minecraft:block.medium_amethyst_bud.place",732
"minecraft:block.metal.break",733
"minecraft:block.metal.fall",734
"minecraft:block.metal.hit",735
"minecraft:block.metal.place",736
"minecraft:block.metal.step",739
"minecraft:block.metal_pressure_plate.click_off",737
"minecraft:block.metal_pressure_plate.click_on",738
"minecraft:block.moss.break",758
"minecraft:block.moss.fall",759
"minecraft:block.moss.hit",760
"minecraft:block.moss.place",761
"minecraft:block.moss.step",762
"minecraft:block.moss_carpet.break",748
"minecraft:block.moss_carpet.fall",749
"minecraft:block.moss_carpet.hit",750
"minecraft:block.moss_carpet.place",751
"minecraft:block.moss_carpet.step",752
"minecraft:block.mud.break",763
"minecraft:block.mud.fall",764
"minecraft:block.mud.hit",765
"minecraft:block.mud.place",766
"minecraft:block.mud.step",767
"minecraft:block.mud_bricks.break",768
"minecraft:block.mud_bricks.fall",769
"minecraft:block.mud_bricks.hit",770
"minecraft:block.mud_bricks.place",771
"minecraft:block.mud_bricks.step",772
"minecraft:block.muddy_mangrove_roots.break",773
"minecraft:block.muddy_mangrove_roots.fall",774
"minecraft:block.muddy_mangrove_roots.hit",775
"minecraft:block.muddy_mangrove_roots.place",776
"minecraft:block.muddy_mangrove_roots.step",777
"minecraft:block.nether_bricks.break",831
"minecraft:block.nether_bricks.fall",835
"minecraft:block.nether_bricks.hit",834
"minecraft:block.nether_bricks.place",833
"minecraft:block.nether_bricks.step",832
"minecraft:block.nether_gold_ore.break",1070
"minecraft:block.nether_gold_ore.fall",1071
"minecraft:block.nether_gold_ore.hit",1072
"minecraft:block.nether_gold_ore.place",1073
"minecraft:block.nether_gold_ore.step",1074
"minecraft:block.nether_ore.break",1075
"minecraft:block.nether_ore.fall",1076
"minecraft:block.nether_ore.hit",1077
"minecraft:block.nether_ore.place",1078
"minecraft:block.nether_ore.step",1079
"minecraft:block.nether_sprouts.break",869
"minecraft:block.nether_sprouts.fall",873
"minecraft:block.nether_sprouts.hit",872
"minecraft:block.nether_sprouts.place",871
"minecraft:block.nether_sprouts.step",870
"minecraft:block.nether_wart.break",836
"minecraft:block.nether_wood.break",838
"minecraft:block.nether_wood.fall",839
"minecraft:block.nether_wood.hit",840
"minecraft:block.nether_wood.place",841
"minecraft:block.nether_wood.step",842
"minecraft:block.nether_wood_button.click_off",847
"minecraft:block.nether_wood_button.click_on",848
"minecraft:block.nether_wood_door.close",843
"minecraft:block.nether_wood_door.open",844
"minecraft:block.nether_wood_fence_gate.close",851
"minecraft:block.nether_wood_fence_gate.open",852
"minecraft:block.nether_wood_hanging_sign.break",600
"minecraft:block.nether_wood_hanging_sign.fall",601
"minecraft:block.nether_wood_hanging_sign.hit",602
"minecraft:block.nether_wood_hanging_sign.place",603
"minecraft:block.nether_wood_hanging_sign.step",599
"minecraft:block.nether_wood_pressure_plate.click_off",849
"minecraft:block.nether_wood_pressure_plate.click_on",850
"minecraft:block.nether_wood_trapdoor.close",845
"minecraft:block.nether_wood_trapdoor.open",846
"minecraft:block.netherite_block.break",889
"minecraft:block.netherite_block.fall",893
"minecraft:block.netherite_block.hit",892
"minecraft:block.netherite_block.place",891
"minecraft:block.netherite_block.step",890
"minecraft:block.netherrack.break",894
"minecraft:block.netherrack.fall",898
"minecraft:block.netherrack.hit",897
"minecraft:block.netherrack.place",896
"minecraft:block.netherrack.step",895
"minecraft:block.note_block.banjo",914
"minecraft:block.note_block.basedrum",899
"minecraft:block.note_block.bass",900
"minecraft:block.note_block.bell",901
"minecraft:block.note_block.bit",913
"minecraft:block.note_block.chime",902
"minecraft:block.note_block.cow_bell",911
"minecraft:block.note_block.didgeridoo",912
"minecraft:block.note_block.flute",903
"minecraft:block.note_block.guitar",904
"minecraft:block.note_block.harp",905
"minecraft:block.note_block.hat",906
"minecraft:block.note_block.imitate.creeper",917
"minecraft:block.note_block.imitate.ender_dragon",918
"minecraft:block.note_block.imitate.piglin",920
"minecraft:block.note_block.imitate.skeleton",916
"minecraft:block.note_block.imitate.wither_skeleton",919
"minecraft:block.note_block.imitate.zombie",915
"minecraft:block.note_block.iron_xylophone",910
"minecraft:block.note_block.pling",907
"minecraft:block.note_block.snare",908
"minecraft:block.note_block.xylophone",909
"minecraft:block.nylium.break",864
"minecraft:block.nylium.fall",868
"minecraft:block.nylium.hit",867
"minecraft:block.nylium.place",866
"minecraft:block.nylium.step",865
"minecraft:block.packed_mud.break",854
"minecraft:block.packed_mud.fall",855
"minecraft:block.packed_mud.hit",856
"minecraft:block.packed_mud.place",857
"minecraft:block.packed_mud.step",858
"minecraft:block.pink_petals.break",753
"minecraft:block.pink_petals.fall",754
"minecraft:block.pink_petals.hit",755
"minecraft:block.pink_petals.place",756
"minecraft:block.pink_petals.step",757
"minecraft:block.piston.contract",1007
"minecraft:block.piston.extend",1008
"minecraft:block.pointed_dripstone.break",374
"minecraft:block.pointed_dripstone.drip_lava",380
"minecraft:block.pointed_dripstone.drip_lava_into_cauldron",382
"minecraft:block.pointed_dripstone.drip_water",381
"minecraft:block.pointed_dripstone.drip_water_into_cauldron",383
"minecraft:block.pointed_dripstone.fall",378
"minecraft:block.pointed_dripstone.hit",377
"minecraft:block.pointed_dripstone.land",379
"minecraft:block.pointed_dripstone.place",376
"minecraft:block.pointed_dripstone.step",375
"minecraft:block.polished_deepslate.break",1035
"minecraft:block.polished_deepslate.fall",1036
"minecraft:block.polished_deepslate.hit",1037
"minecraft:block.polished_deepslate.place",1038
"minecraft:block.polished_deepslate.step",1039
"minecraft:block.portal.ambient",1040
"minecraft:block.portal.travel",1041
"minecraft:block.portal.trigger",1042
"minecraft:block.powder_snow.break",1043
"minecraft:block.powder_snow.fall",1044
"minecraft:block.powder_snow.hit",1045
"minecraft:block.powder_snow.place",1046
"minecraft:block.powder_snow.step",1047
"minecraft:block.pumpkin.carve",1055
"minecraft:block.redstone_torch.burnout",1080
"minecraft:block.respawn_anchor.ambient",1081
"minecraft:block.respawn_anchor.charge",1082
"minecraft:block.respawn_anchor.deplete",1083
"minecraft:block.respawn_anchor.set_spawn",1084
"minecraft:block.rooted_dirt.break",1085
"minecraft:block.rooted_dirt.fall",1086
"minecraft:block.rooted_dirt.hit",1087
"minecraft:block.rooted_dirt.place",1088
"minecraft:block.rooted_dirt.step",1089
"minecraft:block.roots.break",506
"minecraft:block.roots.fall",510
"minecraft:block.roots.hit",509
"minecraft:block.roots.place",508
"minecraft:block.roots.step",507
"minecraft:block.sand.break",1094
"minecraft:block.sand.fall",1095
"minecraft:block.sand.hit",1096
"minecraft:block.sand.place",1097
"minecraft:block.sand.step",1098
"minecraft:block.scaffolding.break",1099
"minecraft:block.scaffolding.fall",1100
"minecraft:block.scaffolding.hit",1101
"minecraft:block.scaffolding.place",1102
"minecraft:block.scaffolding.step",1103
"minecraft:block.sculk.break",1106
"minecraft:block.sculk.charge",1105
"minecraft:block.sculk.fall",1107
"minecraft:block.sculk.hit",1108
"minecraft:block.sculk.place",1109
"minecraft:block.sculk.spread",1104
"minecraft:block.sculk.step",1110
"minecraft:block.sculk_catalyst.bloom",1111
"minecraft:block.sculk_catalyst.break",1112
"minecraft:block.sculk_catalyst.fall",1113
"minecraft:block.sculk_catalyst.hit",1114
"minecraft:block.sculk_catalyst.place",1115
"minecraft:block.sculk_catalyst.step",1116
"minecraft:block.sculk_sensor.break",1119
"minecraft:block.sculk_sensor.clicking",1117
"minecraft:block.sculk_sensor.clicking_stop",1118
"minecraft:block.sculk_sensor.fall",1120
"minecraft:block.sculk_sensor.hit",1121
"minecraft:block.sculk_sensor.place",1122
"minecraft:block.sculk_sensor.step",1123
"minecraft:block.sculk_shrieker.break",1124
"minecraft:block.sculk_shrieker.fall",1125
"minecraft:block.sculk_shrieker.hit",1126
"minecraft:block.sculk_shrieker.place",1127
"minecraft:block.sculk_shrieker.shriek",1128
"minecraft:block.sculk_shrieker.step",1129
"minecraft:block.sculk_vein.break",1130
"minecraft:block.sculk_vein.fall",1131
"minecraft:block.sculk_vein.hit",1132
"minecraft:block.sculk_vein.place",1133
"minecraft:block.sculk_vein.step",1134
"minecraft:block.shroomlight.break",1142
"minecraft:block.shroomlight.fall",1146
"minecraft:block.shroomlight.hit",1145
"minecraft:block.shroomlight.place",1144
"minecraft:block.shroomlight.step",1143
"minecraft:block.shulker_box.close",1149
"minecraft:block.shulker_box.open",1150
"minecraft:block.sign.waxed_interact_fail",1393
"minecraft:block.slime_block.break",1183
"minecraft:block.slime_block.fall",1184
"minecraft:block.slime_block.hit",1185
"minecraft:block.slime_block.place",1186
"minecraft:block.slime_block.step",1187
"minecraft:block.small_amethyst_bud.break",1188
"minecraft:block.small_amethyst_bud.place",1189
"minecraft:block.small_dripleaf.break",1190
"minecraft:block.small_dripleaf.fall",1191
"minecraft:block.small_dripleaf.hit",1192
"minecraft:block.small_dripleaf.place",1193
"minecraft:block.small_dripleaf.step",1194
"minecraft:block.smithing_table.use",1224
"minecraft:block.smoker.smoke",1225
"minecraft:block.sniffer_egg.crack",1239
"minecraft:block.sniffer_egg.hatch",1240
"minecraft:block.sniffer_egg.plop",1238
"minecraft:block.snow.break",1242
"minecraft:block.snow.fall",1243
"minecraft:block.snow.hit",1249
"minecraft:block.snow.place",1250
"minecraft:block.snow.step",1251
"minecraft:block.soul_sand.break",1195
"minecraft:block.soul_sand.fall",1199
"minecraft:block.soul_sand.hit",1198
"minecraft:block.soul_sand.place",1197
"minecraft:block.soul_sand.step",1196
"minecraft:block.soul_soil.break",1200
"minecraft:block.soul_soil.fall",1204
"minecraft:block.soul_soil.hit",1203
"minecraft:block.soul_soil.place",1202
"minecraft:block.soul_soil.step",1201
"minecraft:block.spore_blossom.break",1206
"minecraft:block.spore_blossom.fall",1207
"minecraft:block.spore_blossom.hit",1208
"minecraft:block.spore_blossom.place",1209
"minecraft:block.spore_blossom.step",1210
"minecraft:block.stem.break",859
"minecraft:block.stem.fall",863
"minecraft:block.stem.hit",862
"minecraft:block.stem.place",861
"minecraft:block.stem.step",860
"minecraft:block.stone.break",1264
"minecraft:block.stone.fall",1267
"minecraft:block.stone.hit",1268
"minecraft:block.stone.place",1269
"minecraft:block.stone.step",1272
"minecraft:block.stone_button.click_off",1265
"minecraft:block.stone_button.click_on",1266
"minecraft:block.stone_pressure_plate.click_off",1270
"minecraft:block.stone_pressure_plate.click_on",1271
"minecraft:block.suspicious_gravel.break",482
"minecraft:block.suspicious_gravel.fall",486
"minecraft:block.suspicious_gravel.hit",485
"minecraft:block.suspicious_gravel.place",484
"minecraft:block.suspicious_gravel.step",483
"minecraft:block.suspicious_sand.break",477
"minecraft:block.suspicious_sand.fall",481
"minecraft:block.suspicious_sand.hit",480
"minecraft:block.suspicious_sand.place",479
"minecraft:block.suspicious_sand.step",478
"minecraft:block.sweet_berry_bush.break",1277
"minecraft:block.sweet_berry_bush.pick_berries",1279
"minecraft:block.sweet_berry_bush.place",1278
"minecraft:block.tripwire.attach",1295
"minecraft:block.tripwire.click_off",1296
"minecraft:block.tripwire.click_on",1297
"minecraft:block.tripwire.detach",1298
"minecraft:block.tuff.break",1303
"minecraft:block.tuff.fall",1307
"minecraft:block.tuff.hit",1306
"minecraft:block.tuff.place",1305
"minecraft:block.tuff.step",1304
"minecraft:block.vine.break",1357
"minecraft:block.vine.fall",1358
"minecraft:block.vine.hit",1359
"minecraft:block.vine.place",1360
"minecraft:block.vine.step",1361
"minecraft:block.wart_block.break",884
"minecraft:block.wart_block.fall",888
"minecraft:block.wart_block.hit",887
"minecraft:block.wart_block.place",886
"minecraft:block.wart_block.step",885
"minecraft:block.water.ambient",1394
"minecraft:block.weeping_vines.break",879
"minecraft:block.weeping_vines.fall",883
"minecraft:block.weeping_vines.hit",882
"minecraft:block.weeping_vines.place",881
"minecraft:block.weeping_vines.step",880
"minecraft:block.wet_grass.break",1397
"minecraft:block.wet_grass.fall",1398
"minecraft:block.wet_grass.hit",1399
"minecraft:block.wet_grass.place",1400
"minecraft:block.wet_grass.step",1401
"minecraft:block.wood.break",1435
"minecraft:block.wood.fall",1436
"minecraft:block.wood.hit",1437
"minecraft:block.wood.place",1438
"minecraft:block.wood.step",1439
"minecraft:block.wooden_button.click_off",1431
"minecraft:block.wooden_button.click_on",1432
"minecraft:block.wooden_door.close",1427
"minecraft:block.wooden_door.open",1428
"minecraft:block.wooden_pressure_plate.click_off",1433
"minecraft:block.wooden_pressure_plate.click_on",1434
"minecraft:block.wooden_trapdoor.close",1429
"minecraft:block.wooden_trapdoor.open",1430
"minecraft:block.wool.break",1440
"minecraft:block.wool.fall",1441
"minecraft:block.wool.hit",1442
"minecraft:block.wool.place",1443
"minecraft:block.wool.step",1444
"minecraft:enchant.thorns.hit",1284
"minecraft:entity.allay.ambient_with_item",0
"minecraft:entity.allay.ambient_without_item",1
"minecraft:entity.allay.death",2
"minecraft:entity.allay.hurt",3
"minecraft:entity.allay.item_given",4
"minecraft:entity.allay.item_taken",5
"minecraft:entity.allay.item_thrown",6
"minecraft:entity.armor_stand.break",63
"minecraft:entity.armor_stand.fall",64
"minecraft:entity.armor_stand.hit",65
"minecraft:entity.armor_stand.place",66
"minecraft:entity.arrow.hit",67
"minecraft:entity.arrow.hit_player",68
"minecraft:entity.arrow.shoot",69
"minecraft:entity.axolotl.attack",73
"minecraft:entity.axolotl.death",74
"minecraft:entity.axolotl.hurt",75
"minecraft:entity.axolotl.idle_air",76
"minecraft:entity.axolotl.idle_water",77
"minecraft:entity.axolotl.splash",78
"minecraft:entity.axolotl.swim",79
"minecraft:entity.bat.ambient",120
"minecraft:entity.bat.death",121
"minecraft:entity.bat.hurt",122
"minecraft:entity.bat.loop",123
"minecraft:entity.bat.takeoff",124
"minecraft:entity.bee.death",129
"minecraft:entity.bee.hurt",130
"minecraft:entity.bee.loop",132
"minecraft:entity.bee.loop_aggressive",131
"minecraft:entity.bee.pollinate",134
"minecraft:entity.bee.sting",133
"minecraft:entity.blaze.ambient",147
"minecraft:entity.blaze.burn",148
"minecraft:entity.blaze.death",149
"minecraft:entity.blaze.hurt",150
"minecraft:entity.blaze.shoot",151
"minecraft:entity.boat.paddle_land",152
"minecraft:entity.boat.paddle_water",153
"minecraft:entity.camel.ambient",198
"minecraft:entity.camel.dash",199
"minecraft:entity.camel.dash_ready",200
"minecraft:entity.camel.death",201
"minecraft:entity.camel.eat",202
"minecraft:entity.camel.hurt",203
"minecraft:entity.camel.saddle",204
"minecraft:entity.camel.sit",205
"minecraft:entity.camel.stand",206
"minecraft:entity.camel.step",207
"minecraft:entity.camel.step_sand",208
"minecraft:entity.cat.ambient",217
"minecraft:entity.cat.beg_for_food",222
"minecraft:entity.cat.death",219
"minecraft:entity.cat.eat",220
"minecraft:entity.cat.hiss",221
"minecraft:entity.cat.hurt",223
"minecraft:entity.cat.purr",224
"minecraft:entity.cat.purreow",225
"minecraft:entity.cat.stray_ambient",218
"minecraft:entity.chicken.ambient",270
"minecraft:entity.chicken.death",271
"minecraft:entity.chicken.egg",272
"minecraft:entity.chicken.hurt",273
"minecraft:entity.chicken.step",274
"minecraft:entity.cod.ambient",287
"minecraft:entity.cod.death",288
"minecraft:entity.cod.flop",289
"minecraft:entity.cod.hurt",290
"minecraft:entity.cow.ambient",311
"minecraft:entity.cow.death",312
"minecraft:entity.cow.hurt",313
"minecraft:entity.cow.milk",314
"minecraft:entity.cow.step",315
"minecraft:entity.creeper.death",316
"minecraft:entity.creeper.hurt",317
"minecraft:entity.creeper.primed",318
"minecraft:entity.dolphin.ambient",353
"minecraft:entity.dolphin.ambient_water",354
"minecraft:entity.dolphin.attack",355
"minecraft:entity.dolphin.death",356
"minecraft:entity.dolphin.eat",357
"minecraft:entity.dolphin.hurt",358
"minecraft:entity.dolphin.jump",359
"minecraft:entity.dolphin.play",360
"minecraft:entity.dolphin.splash",361
"minecraft:entity.dolphin.swim",362
"minecraft:entity.donkey.ambient",363
"minecraft:entity.donkey.angry",364
"minecraft:entity.donkey.chest",365
"minecraft:entity.donkey.death",366
"minecraft:entity.donkey.eat",367
"minecraft:entity.donkey.hurt",368
"minecraft:entity.dragon_fireball.explode",411
"minecraft:entity.drowned.ambient",386
"minecraft:entity.drowned.ambient_water",387
"minecraft:entity.drowned.death",388
"minecraft:entity.drowned.death_water",389
"minecraft:entity.drowned.hurt",390
"minecraft:entity.drowned.hurt_water",391
"minecraft:entity.drowned.shoot",392
"minecraft:entity.drowned.step",393
