"ID","Name","Description","Parent"
"blockus:recipes/building_blocks/polished_basalt_pillar_from_polished_basalt_bricks_stonecutting","blockus:recipes/building_blocks/polished_basalt_pillar_from_polished_basalt_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_basalt_pillar_from_polished_basalt_stonecutting","blockus:recipes/building_blocks/polished_basalt_pillar_from_polished_basalt_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_blackstone_circular_paving_from_blackstone_stonecutting","blockus:recipes/building_blocks/polished_blackstone_circular_paving_from_blackstone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_blackstone_circular_paving_from_polished_blackstone_bricks_stonecutting","blockus:recipes/building_blocks/polished_blackstone_circular_paving_from_polished_blackstone_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_blackstone_circular_paving_from_polished_blackstone_stonecutting","blockus:recipes/building_blocks/polished_blackstone_circular_paving_from_polished_blackstone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_blackstone_pillar_from_blackstone_stonecutting","blockus:recipes/building_blocks/polished_blackstone_pillar_from_blackstone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_blackstone_pillar_from_polished_blackstone_bricks_stonecutting","blockus:recipes/building_blocks/polished_blackstone_pillar_from_polished_blackstone_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_blackstone_pillar_from_polished_blackstone_stonecutting","blockus:recipes/building_blocks/polished_blackstone_pillar_from_polished_blackstone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_blackstone_tile_slab","blockus:recipes/building_blocks/polished_blackstone_tile_slab","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_blackstone_tile_slab_from_blackstone_stonecutting","blockus:recipes/building_blocks/polished_blackstone_tile_slab_from_blackstone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_blackstone_tile_slab_from_polished_blackstone_bricks_stonecutting","blockus:recipes/building_blocks/polished_blackstone_tile_slab_from_polished_blackstone_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_blackstone_tile_slab_from_polished_blackstone_stonecutting","blockus:recipes/building_blocks/polished_blackstone_tile_slab_from_polished_blackstone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_blackstone_tile_slab_from_polished_blackstone_tiles_stonecutting","blockus:recipes/building_blocks/polished_blackstone_tile_slab_from_polished_blackstone_tiles_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_blackstone_tile_stairs","blockus:recipes/building_blocks/polished_blackstone_tile_stairs","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_blackstone_tile_stairs_from_blackstone_stonecutting","blockus:recipes/building_blocks/polished_blackstone_tile_stairs_from_blackstone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_blackstone_tile_stairs_from_polished_blackstone_bricks_stonecutting","blockus:recipes/building_blocks/polished_blackstone_tile_stairs_from_polished_blackstone_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_blackstone_tile_stairs_from_polished_blackstone_stonecutting","blockus:recipes/building_blocks/polished_blackstone_tile_stairs_from_polished_blackstone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_blackstone_tile_stairs_from_polished_blackstone_tiles_stonecutting","blockus:recipes/building_blocks/polished_blackstone_tile_stairs_from_polished_blackstone_tiles_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_blackstone_tile_wall_from_blackstone_stonecutting","blockus:recipes/building_blocks/polished_blackstone_tile_wall_from_blackstone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_blackstone_tile_wall_from_polished_blackstone_bricks_stonecutting","blockus:recipes/building_blocks/polished_blackstone_tile_wall_from_polished_blackstone_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_blackstone_tile_wall_from_polished_blackstone_stonecutting","blockus:recipes/building_blocks/polished_blackstone_tile_wall_from_polished_blackstone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_blackstone_tile_wall_from_polished_blackstone_tiles_stonecutting","blockus:recipes/building_blocks/polished_blackstone_tile_wall_from_polished_blackstone_tiles_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_blackstone_tiles","blockus:recipes/building_blocks/polished_blackstone_tiles","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_blackstone_tiles_from_blackstone_stonecutting","blockus:recipes/building_blocks/polished_blackstone_tiles_from_blackstone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_blackstone_tiles_from_polished_blackstone_bricks_stonecutting","blockus:recipes/building_blocks/polished_blackstone_tiles_from_polished_blackstone_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_blackstone_tiles_from_polished_blackstone_stonecutting","blockus:recipes/building_blocks/polished_blackstone_tiles_from_polished_blackstone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_bluestone","blockus:recipes/building_blocks/polished_bluestone","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_bluestone_from_bluestone_stonecutting","blockus:recipes/building_blocks/polished_bluestone_from_bluestone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_bluestone_slab","blockus:recipes/building_blocks/polished_bluestone_slab","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_bluestone_slab_from_bluestone_stonecutting","blockus:recipes/building_blocks/polished_bluestone_slab_from_bluestone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_bluestone_slab_from_polished_bluestone_stonecutting","blockus:recipes/building_blocks/polished_bluestone_slab_from_polished_bluestone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_bluestone_stairs","blockus:recipes/building_blocks/polished_bluestone_stairs","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_bluestone_stairs_from_bluestone_stonecutting","blockus:recipes/building_blocks/polished_bluestone_stairs_from_bluestone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_bluestone_stairs_from_polished_bluestone_stonecutting","blockus:recipes/building_blocks/polished_bluestone_stairs_from_polished_bluestone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_charred_nether_brick_slab","blockus:recipes/building_blocks/polished_charred_nether_brick_slab","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_charred_nether_brick_slab_from_charred_nether_bricks_stonecutting","blockus:recipes/building_blocks/polished_charred_nether_brick_slab_from_charred_nether_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_charred_nether_brick_slab_from_polished_charred_nether_bricks_stonecutting","blockus:recipes/building_blocks/polished_charred_nether_brick_slab_from_polished_charred_nether_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_charred_nether_brick_stairs","blockus:recipes/building_blocks/polished_charred_nether_brick_stairs","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_charred_nether_brick_stairs_from_charred_nether_bricks_stonecutting","blockus:recipes/building_blocks/polished_charred_nether_brick_stairs_from_charred_nether_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_charred_nether_brick_stairs_from_polished_charred_nether_bricks_stonecutting","blockus:recipes/building_blocks/polished_charred_nether_brick_stairs_from_polished_charred_nether_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_charred_nether_bricks","blockus:recipes/building_blocks/polished_charred_nether_bricks","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_charred_nether_bricks_from_charred_nether_bricks_stonecutting","blockus:recipes/building_blocks/polished_charred_nether_bricks_from_charred_nether_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_diorite_pillar_from_diorite_bricks_stonecutting","blockus:recipes/building_blocks/polished_diorite_pillar_from_diorite_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_diorite_pillar_from_diorite_stonecutting","blockus:recipes/building_blocks/polished_diorite_pillar_from_diorite_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_diorite_pillar_from_polished_diorite_stonecutting","blockus:recipes/building_blocks/polished_diorite_pillar_from_polished_diorite_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_dripstone","blockus:recipes/building_blocks/polished_dripstone","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_dripstone_from_dripstone_block_stonecutting","blockus:recipes/building_blocks/polished_dripstone_from_dripstone_block_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_dripstone_slab","blockus:recipes/building_blocks/polished_dripstone_slab","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_dripstone_slab_from_dripstone_block_stonecutting","blockus:recipes/building_blocks/polished_dripstone_slab_from_dripstone_block_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_dripstone_slab_from_polished_dripstone_stonecutting","blockus:recipes/building_blocks/polished_dripstone_slab_from_polished_dripstone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_dripstone_stairs","blockus:recipes/building_blocks/polished_dripstone_stairs","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_dripstone_stairs_from_dripstone_block_stonecutting","blockus:recipes/building_blocks/polished_dripstone_stairs_from_dripstone_block_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_dripstone_stairs_from_polished_dripstone_stonecutting","blockus:recipes/building_blocks/polished_dripstone_stairs_from_polished_dripstone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_end_stone","blockus:recipes/building_blocks/polished_end_stone","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_end_stone_from_end_stone_stonecutting","blockus:recipes/building_blocks/polished_end_stone_from_end_stone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_end_stone_slab","blockus:recipes/building_blocks/polished_end_stone_slab","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_end_stone_slab_from_end_stone_stonecutting","blockus:recipes/building_blocks/polished_end_stone_slab_from_end_stone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_end_stone_slab_from_polished_end_stone_stonecutting","blockus:recipes/building_blocks/polished_end_stone_slab_from_polished_end_stone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_end_stone_stairs","blockus:recipes/building_blocks/polished_end_stone_stairs","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_end_stone_stairs_from_end_stone_stonecutting","blockus:recipes/building_blocks/polished_end_stone_stairs_from_end_stone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_end_stone_stairs_from_polished_end_stone_stonecutting","blockus:recipes/building_blocks/polished_end_stone_stairs_from_polished_end_stone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_granite_pillar_from_granite_bricks_stonecutting","blockus:recipes/building_blocks/polished_granite_pillar_from_granite_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_granite_pillar_from_granite_stonecutting","blockus:recipes/building_blocks/polished_granite_pillar_from_granite_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_granite_pillar_from_polished_granite_stonecutting","blockus:recipes/building_blocks/polished_granite_pillar_from_polished_granite_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_limestone","blockus:recipes/building_blocks/polished_limestone","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_limestone_from_limestone_stonecutting","blockus:recipes/building_blocks/polished_limestone_from_limestone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_limestone_slab","blockus:recipes/building_blocks/polished_limestone_slab","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_limestone_slab_from_limestone_stonecutting","blockus:recipes/building_blocks/polished_limestone_slab_from_limestone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_limestone_slab_from_polished_limestone_stonecutting","blockus:recipes/building_blocks/polished_limestone_slab_from_polished_limestone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_limestone_stairs","blockus:recipes/building_blocks/polished_limestone_stairs","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_limestone_stairs_from_limestone_stonecutting","blockus:recipes/building_blocks/polished_limestone_stairs_from_limestone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_limestone_stairs_from_polished_limestone_stonecutting","blockus:recipes/building_blocks/polished_limestone_stairs_from_polished_limestone_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_marble","blockus:recipes/building_blocks/polished_marble","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_marble_from_marble_stonecutting","blockus:recipes/building_blocks/polished_marble_from_marble_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_marble_slab","blockus:recipes/building_blocks/polished_marble_slab","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_marble_slab_from_marble_stonecutting","blockus:recipes/building_blocks/polished_marble_slab_from_marble_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_marble_slab_from_polished_marble_stonecutting","blockus:recipes/building_blocks/polished_marble_slab_from_polished_marble_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_marble_stairs","blockus:recipes/building_blocks/polished_marble_stairs","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_marble_stairs_from_marble_stonecutting","blockus:recipes/building_blocks/polished_marble_stairs_from_marble_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_marble_stairs_from_polished_marble_stonecutting","blockus:recipes/building_blocks/polished_marble_stairs_from_polished_marble_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_nether_brick_slab","blockus:recipes/building_blocks/polished_nether_brick_slab","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_nether_brick_slab_from_nether_bricks_stonecutting","blockus:recipes/building_blocks/polished_nether_brick_slab_from_nether_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_nether_brick_slab_from_polished_nether_bricks_stonecutting","blockus:recipes/building_blocks/polished_nether_brick_slab_from_polished_nether_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_nether_brick_stairs","blockus:recipes/building_blocks/polished_nether_brick_stairs","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_nether_brick_stairs_from_nether_bricks_stonecutting","blockus:recipes/building_blocks/polished_nether_brick_stairs_from_nether_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_nether_brick_stairs_from_polished_nether_bricks_stonecutting","blockus:recipes/building_blocks/polished_nether_brick_stairs_from_polished_nether_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_nether_bricks","blockus:recipes/building_blocks/polished_nether_bricks","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_nether_bricks_from_nether_bricks_stonecutting","blockus:recipes/building_blocks/polished_nether_bricks_from_nether_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_netherrack","blockus:recipes/building_blocks/polished_netherrack","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_netherrack_from_netherrack_stonecutting","blockus:recipes/building_blocks/polished_netherrack_from_netherrack_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_netherrack_slab","blockus:recipes/building_blocks/polished_netherrack_slab","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_netherrack_slab_from_netherrack_stonecutting","blockus:recipes/building_blocks/polished_netherrack_slab_from_netherrack_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_netherrack_slab_from_polished_netherrack_stonecutting","blockus:recipes/building_blocks/polished_netherrack_slab_from_polished_netherrack_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_netherrack_stairs","blockus:recipes/building_blocks/polished_netherrack_stairs","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_netherrack_stairs_from_netherrack_stonecutting","blockus:recipes/building_blocks/polished_netherrack_stairs_from_netherrack_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_netherrack_stairs_from_polished_netherrack_stonecutting","blockus:recipes/building_blocks/polished_netherrack_stairs_from_polished_netherrack_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_phantom_purpur","blockus:recipes/building_blocks/polished_phantom_purpur","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_phantom_purpur_from_phantom_purpur_block_stonecutting","blockus:recipes/building_blocks/polished_phantom_purpur_from_phantom_purpur_block_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_phantom_purpur_from_soul_sand","blockus:recipes/building_blocks/polished_phantom_purpur_from_soul_sand","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_phantom_purpur_slab","blockus:recipes/building_blocks/polished_phantom_purpur_slab","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_phantom_purpur_slab_from_phantom_purpur_block_stonecutting","blockus:recipes/building_blocks/polished_phantom_purpur_slab_from_phantom_purpur_block_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_phantom_purpur_slab_from_polished_phantom_purpur_stonecutting","blockus:recipes/building_blocks/polished_phantom_purpur_slab_from_polished_phantom_purpur_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_phantom_purpur_stairs","blockus:recipes/building_blocks/polished_phantom_purpur_stairs","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_phantom_purpur_stairs_from_phantom_purpur_block_stonecutting","blockus:recipes/building_blocks/polished_phantom_purpur_stairs_from_phantom_purpur_block_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_phantom_purpur_stairs_from_polished_phantom_purpur_stonecutting","blockus:recipes/building_blocks/polished_phantom_purpur_stairs_from_polished_phantom_purpur_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_purpur","blockus:recipes/building_blocks/polished_purpur","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_purpur_from_purpur_block_stonecutting","blockus:recipes/building_blocks/polished_purpur_from_purpur_block_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_purpur_slab","blockus:recipes/building_blocks/polished_purpur_slab","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_purpur_slab_from_polished_purpur_stonecutting","blockus:recipes/building_blocks/polished_purpur_slab_from_polished_purpur_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_purpur_slab_from_purpur_block_stonecutting","blockus:recipes/building_blocks/polished_purpur_slab_from_purpur_block_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_purpur_stairs","blockus:recipes/building_blocks/polished_purpur_stairs","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_purpur_stairs_from_polished_purpur_stonecutting","blockus:recipes/building_blocks/polished_purpur_stairs_from_polished_purpur_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_purpur_stairs_from_purpur_block_stonecutting","blockus:recipes/building_blocks/polished_purpur_stairs_from_purpur_block_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_red_nether_brick_slab","blockus:recipes/building_blocks/polished_red_nether_brick_slab","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_red_nether_brick_slab_from_polished_red_nether_bricks_stonecutting","blockus:recipes/building_blocks/polished_red_nether_brick_slab_from_polished_red_nether_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_red_nether_brick_slab_from_red_nether_bricks_stonecutting","blockus:recipes/building_blocks/polished_red_nether_brick_slab_from_red_nether_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_red_nether_brick_stairs","blockus:recipes/building_blocks/polished_red_nether_brick_stairs","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_red_nether_brick_stairs_from_polished_red_nether_bricks_stonecutting","blockus:recipes/building_blocks/polished_red_nether_brick_stairs_from_polished_red_nether_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_red_nether_brick_stairs_from_red_nether_bricks_stonecutting","blockus:recipes/building_blocks/polished_red_nether_brick_stairs_from_red_nether_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_red_nether_bricks","blockus:recipes/building_blocks/polished_red_nether_bricks","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_red_nether_bricks_from_red_nether_bricks_stonecutting","blockus:recipes/building_blocks/polished_red_nether_bricks_from_red_nether_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_sculk","blockus:recipes/building_blocks/polished_sculk","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_sculk_from_sculk_stonecutting","blockus:recipes/building_blocks/polished_sculk_from_sculk_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_sculk_slab","blockus:recipes/building_blocks/polished_sculk_slab","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_sculk_slab_from_polished_sculk_stonecutting","blockus:recipes/building_blocks/polished_sculk_slab_from_polished_sculk_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_sculk_slab_from_sculk_stonecutting","blockus:recipes/building_blocks/polished_sculk_slab_from_sculk_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_sculk_stairs","blockus:recipes/building_blocks/polished_sculk_stairs","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_sculk_stairs_from_polished_sculk_stonecutting","blockus:recipes/building_blocks/polished_sculk_stairs_from_polished_sculk_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_sculk_stairs_from_sculk_stonecutting","blockus:recipes/building_blocks/polished_sculk_stairs_from_sculk_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_teal_nether_brick_slab","blockus:recipes/building_blocks/polished_teal_nether_brick_slab","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_teal_nether_brick_slab_from_polished_teal_nether_bricks_stonecutting","blockus:recipes/building_blocks/polished_teal_nether_brick_slab_from_polished_teal_nether_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_teal_nether_brick_slab_from_teal_nether_bricks_stonecutting","blockus:recipes/building_blocks/polished_teal_nether_brick_slab_from_teal_nether_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_teal_nether_brick_stairs","blockus:recipes/building_blocks/polished_teal_nether_brick_stairs","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_teal_nether_brick_stairs_from_polished_teal_nether_bricks_stonecutting","blockus:recipes/building_blocks/polished_teal_nether_brick_stairs_from_polished_teal_nether_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_teal_nether_brick_stairs_from_teal_nether_bricks_stonecutting","blockus:recipes/building_blocks/polished_teal_nether_brick_stairs_from_teal_nether_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_teal_nether_bricks","blockus:recipes/building_blocks/polished_teal_nether_bricks","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_teal_nether_bricks_from_teal_nether_bricks_stonecutting","blockus:recipes/building_blocks/polished_teal_nether_bricks_from_teal_nether_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_tuff","blockus:recipes/building_blocks/polished_tuff","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_tuff_from_tuff_stonecutting","blockus:recipes/building_blocks/polished_tuff_from_tuff_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_tuff_slab","blockus:recipes/building_blocks/polished_tuff_slab","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_tuff_slab_from_polished_tuff_stonecutting","blockus:recipes/building_blocks/polished_tuff_slab_from_polished_tuff_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_tuff_slab_from_tuff_stonecutting","blockus:recipes/building_blocks/polished_tuff_slab_from_tuff_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_tuff_stairs","blockus:recipes/building_blocks/polished_tuff_stairs","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_tuff_stairs_from_polished_tuff_stonecutting","blockus:recipes/building_blocks/polished_tuff_stairs_from_polished_tuff_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_tuff_stairs_from_tuff_stonecutting","blockus:recipes/building_blocks/polished_tuff_stairs_from_tuff_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_viridite","blockus:recipes/building_blocks/polished_viridite","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_viridite_from_viridite_stonecutting","blockus:recipes/building_blocks/polished_viridite_from_viridite_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_viridite_slab","blockus:recipes/building_blocks/polished_viridite_slab","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_viridite_slab_from_polished_viridite_stonecutting","blockus:recipes/building_blocks/polished_viridite_slab_from_polished_viridite_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_viridite_slab_from_viridite_stonecutting","blockus:recipes/building_blocks/polished_viridite_slab_from_viridite_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_viridite_stairs","blockus:recipes/building_blocks/polished_viridite_stairs","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_viridite_stairs_from_polished_viridite_stonecutting","blockus:recipes/building_blocks/polished_viridite_stairs_from_polished_viridite_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/polished_viridite_stairs_from_viridite_stonecutting","blockus:recipes/building_blocks/polished_viridite_stairs_from_viridite_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/potato_crate","blockus:recipes/building_blocks/potato_crate","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/prismarine_circular_paving_from_prismarine_bricks_stonecutting","blockus:recipes/building_blocks/prismarine_circular_paving_from_prismarine_bricks_stonecutting","<null>","minecraft:recipes/root"
"blockus:recipes/building_blocks/prismarine_pillar_from_prismarine_bricks_stonecutting","blockus:recipes/building_blocks/prismarine_pillar_from_prismarine_bricks_stonecutting","<null>","minecraft:recipes/root"
